"file","file_name","file_accession","TF_clean","cell_line","assay","output_type","file_format"
"./ENCFF227YDJ.bed.gz","ENCFF227YDJ.bed.gz","ENCFF227YDJ","MAFK","HepG2","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF228LSW.bed.gz","ENCFF228LSW.bed.gz","ENCFF228LSW","CREB1","HepG2","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF228PSB.bed.gz","ENCFF228PSB.bed.gz","ENCFF228PSB","ATF3","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF228VUD.bed.gz","ENCFF228VUD.bed.gz","ENCFF228VUD","DDIT3","HepG2","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF229MGY.bed.gz","ENCFF229MGY.bed.gz","ENCFF229MGY","CREM","HepG2","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF230CPK.bed.gz","ENCFF230CPK.bed.gz","ENCFF230CPK","CREB1","MCF-7","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF231CNR.bed.gz","ENCFF231CNR.bed.gz","ENCFF231CNR","MAFK","HepG2","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF231HJU.bed.gz","ENCFF231HJU.bed.gz","ENCFF231HJU","CEBPB","K562","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF232KAH.bed.gz","ENCFF232KAH.bed.gz","ENCFF232KAH","ATF1","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF232NCQ.bed.gz","ENCFF232NCQ.bed.gz","ENCFF232NCQ","ATF6","HepG2","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF232TVP.bed.gz","ENCFF232TVP.bed.gz","ENCFF232TVP","FOSL2","A549","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF234DFK.bed.gz","ENCFF234DFK.bed.gz","ENCFF234DFK","TBP","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF234PHK.bed.gz","ENCFF234PHK.bed.gz","ENCFF234PHK","JUN","HepG2","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF234YBT.bed.gz","ENCFF234YBT.bed.gz","ENCFF234YBT","ATF1","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF236NST.bed.gz","ENCFF236NST.bed.gz","ENCFF236NST","FOSL2","HepG2","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF236PPB.bed.gz","ENCFF236PPB.bed.gz","ENCFF236PPB","PBX3","SK-N-SH","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF236XAZ.bed.gz","ENCFF236XAZ.bed.gz","ENCFF236XAZ","ATF1","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF236YZF.bed.gz","ENCFF236YZF.bed.gz","ENCFF236YZF","CREB1","HepG2","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF237MJL.bed.gz","ENCFF237MJL.bed.gz","ENCFF237MJL","HOXA9","HepG2","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF237OAO.bed.gz","ENCFF237OAO.bed.gz","ENCFF237OAO","JUND","SK-N-SH","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF237THN.bed.gz","ENCFF237THN.bed.gz","ENCFF237THN","TBP","HeLa-S3","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF239HDN.bed.gz","ENCFF239HDN.bed.gz","ENCFF239HDN","ATF3","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF239TWR.bed.gz","ENCFF239TWR.bed.gz","ENCFF239TWR","CREB1","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF239XOI.bed.gz","ENCFF239XOI.bed.gz","ENCFF239XOI","MAFK","HepG2","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF240ZHW.bed.gz","ENCFF240ZHW.bed.gz","ENCFF240ZHW","CEBPB","MCF-7","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF240ZMK.bed.gz","ENCFF240ZMK.bed.gz","ENCFF240ZMK","JUNB","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF242EJE.bed.gz","ENCFF242EJE.bed.gz","ENCFF242EJE","JUND","T47D","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF242PEU.bed.gz","ENCFF242PEU.bed.gz","ENCFF242PEU","SP1","HepG2","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF243KHS.bed.gz","ENCFF243KHS.bed.gz","ENCFF243KHS","JUNB","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF243NQJ.bed.gz","ENCFF243NQJ.bed.gz","ENCFF243NQJ","CEBPB","A549","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF243SPU.bed.gz","ENCFF243SPU.bed.gz","ENCFF243SPU","CEBPB","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF243ZJW.bed.gz","ENCFF243ZJW.bed.gz","ENCFF243ZJW","ETS2","K562","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF244ORA.bed.gz","ENCFF244ORA.bed.gz","ENCFF244ORA","ETS1","HepG2","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF244ROK.bed.gz","ENCFF244ROK.bed.gz","ENCFF244ROK","ATF4","HepG2","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF245FWW.bed.gz","ENCFF245FWW.bed.gz","ENCFF245FWW","CEBPB","A549","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF245TIS.bed.gz","ENCFF245TIS.bed.gz","ENCFF245TIS","CREB1","K562","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF246CBF.bed.gz","ENCFF246CBF.bed.gz","ENCFF246CBF","RUNX1","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF246FCW.bed.gz","ENCFF246FCW.bed.gz","ENCFF246FCW","ATF1","HepG2","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF246GYO.bed.gz","ENCFF246GYO.bed.gz","ENCFF246GYO","ELK1","K562","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF246HKM.bed.gz","ENCFF246HKM.bed.gz","ENCFF246HKM","JUND","SK-N-SH","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF246USC.bed.gz","ENCFF246USC.bed.gz","ENCFF246USC","ATF3","K562","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF246VDU.bed.gz","ENCFF246VDU.bed.gz","ENCFF246VDU","RUNX1","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF247GAV.bed.gz","ENCFF247GAV.bed.gz","ENCFF247GAV","STAT6","HepG2","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF249ESZ.bed.gz","ENCFF249ESZ.bed.gz","ENCFF249ESZ","NFE2L2","HeLa-S3","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF249KOV.bed.gz","ENCFF249KOV.bed.gz","ENCFF249KOV","NFE2L1","HepG2","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF250ATZ.bed.gz","ENCFF250ATZ.bed.gz","ENCFF250ATZ","SP1","HepG2","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF250BQT.bed.gz","ENCFF250BQT.bed.gz","ENCFF250BQT","ATF3","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF250FUO.bed.gz","ENCFF250FUO.bed.gz","ENCFF250FUO","JUNB","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF250MUC.bed.gz","ENCFF250MUC.bed.gz","ENCFF250MUC","ATF4","K562","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF251LXH.bed.gz","ENCFF251LXH.bed.gz","ENCFF251LXH","STAT6","HepG2","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF251RLC.bed.gz","ENCFF251RLC.bed.gz","ENCFF251RLC","NFE2L2","HeLa-S3","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF251ULY.bed.gz","ENCFF251ULY.bed.gz","ENCFF251ULY","SP1","HCT116","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF251XOI.bed.gz","ENCFF251XOI.bed.gz","ENCFF251XOI","ATF3","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF252VKD.bed.gz","ENCFF252VKD.bed.gz","ENCFF252VKD","FOSL2","MCF-7","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF254CVJ.bed.gz","ENCFF254CVJ.bed.gz","ENCFF254CVJ","BACH1","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF254FTP.bed.gz","ENCFF254FTP.bed.gz","ENCFF254FTP","MAFK","HeLa-S3","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF255JME.bed.gz","ENCFF255JME.bed.gz","ENCFF255JME","CREB3L1","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF256NXT.bed.gz","ENCFF256NXT.bed.gz","ENCFF256NXT","FOSL1","K562","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF258BSJ.bed.gz","ENCFF258BSJ.bed.gz","ENCFF258BSJ","NFE2L2","HepG2","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF258PLH.bed.gz","ENCFF258PLH.bed.gz","ENCFF258PLH","FOS","K562","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF258QMK.bed.gz","ENCFF258QMK.bed.gz","ENCFF258QMK","CLOCK","MCF-7","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF258YCI.bed.gz","ENCFF258YCI.bed.gz","ENCFF258YCI","CEBPB","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF259ECH.bed.gz","ENCFF259ECH.bed.gz","ENCFF259ECH","MAFK","HepG2","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF259FVH.bed.gz","ENCFF259FVH.bed.gz","ENCFF259FVH","CREB1","Ishikawa","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF259LBW.bed.gz","ENCFF259LBW.bed.gz","ENCFF259LBW","KLF6","HepG2","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF259LJY.bed.gz","ENCFF259LJY.bed.gz","ENCFF259LJY","GATA3","MCF-7","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF259QFI.bed.gz","ENCFF259QFI.bed.gz","ENCFF259QFI","JUNB","HepG2","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF259RDK.bed.gz","ENCFF259RDK.bed.gz","ENCFF259RDK","ATF1","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF259VDF.bed.gz","ENCFF259VDF.bed.gz","ENCFF259VDF","RUNX1","K562","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF260WYV.bed.gz","ENCFF260WYV.bed.gz","ENCFF260WYV","JUND","SK-N-SH","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF260ZHZ.bed.gz","ENCFF260ZHZ.bed.gz","ENCFF260ZHZ","ATF7","MCF-7","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF261DZR.bed.gz","ENCFF261DZR.bed.gz","ENCFF261DZR","ATF7","MCF-7","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF261EFH.bed.gz","ENCFF261EFH.bed.gz","ENCFF261EFH","NFE2L2","HepG2","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF263GAK.bed.gz","ENCFF263GAK.bed.gz","ENCFF263GAK","CEBPB","MCF-7","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF263MQY.bed.gz","ENCFF263MQY.bed.gz","ENCFF263MQY","ATF3","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF264DUC.bed.gz","ENCFF264DUC.bed.gz","ENCFF264DUC","ELK1","A549","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF264QLP.bed.gz","ENCFF264QLP.bed.gz","ENCFF264QLP","RUNX1","K562","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF264SCG.bed.gz","ENCFF264SCG.bed.gz","ENCFF264SCG","KLF6","HepG2","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF265AHI.bed.gz","ENCFF265AHI.bed.gz","ENCFF265AHI","ATF3","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF265CMT.bed.gz","ENCFF265CMT.bed.gz","ENCFF265CMT","JUND","HepG2","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF265FSE.bed.gz","ENCFF265FSE.bed.gz","ENCFF265FSE","ELK1","A549","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF265TUK.bed.gz","ENCFF265TUK.bed.gz","ENCFF265TUK","GTF2B","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF265UCB.bed.gz","ENCFF265UCB.bed.gz","ENCFF265UCB","JUN","HepG2","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF265ZFH.bed.gz","ENCFF265ZFH.bed.gz","ENCFF265ZFH","NFE2L1","K562","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF266GBP.bed.gz","ENCFF266GBP.bed.gz","ENCFF266GBP","ATF4","HepG2","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF266HXY.bed.gz","ENCFF266HXY.bed.gz","ENCFF266HXY","NFE2L2","HepG2","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF266QUX.bed.gz","ENCFF266QUX.bed.gz","ENCFF266QUX","CEBPB","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF267ADF.bed.gz","ENCFF267ADF.bed.gz","ENCFF267ADF","FOSL1","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF267FOB.bed.gz","ENCFF267FOB.bed.gz","ENCFF267FOB","CLOCK","K562","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF267FXT.bed.gz","ENCFF267FXT.bed.gz","ENCFF267FXT","ELK1","MCF-7","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF268QZM.bed.gz","ENCFF268QZM.bed.gz","ENCFF268QZM","NFE2","HepG2","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF269COU.bed.gz","ENCFF269COU.bed.gz","ENCFF269COU","SP1","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF269DNZ.bed.gz","ENCFF269DNZ.bed.gz","ENCFF269DNZ","SP1","HepG2","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF269DUB.bed.gz","ENCFF269DUB.bed.gz","ENCFF269DUB","JUN","A549","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF269OJD.bed.gz","ENCFF269OJD.bed.gz","ENCFF269OJD","SP1","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF269RLS.bed.gz","ENCFF269RLS.bed.gz","ENCFF269RLS","CREB1","HepG2","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF270PPM.bed.gz","ENCFF270PPM.bed.gz","ENCFF270PPM","RUNX1","K562","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF271QTZ.bed.gz","ENCFF271QTZ.bed.gz","ENCFF271QTZ","ATF4","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF271WWF.bed.gz","ENCFF271WWF.bed.gz","ENCFF271WWF","ELK1","A549","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF271XRG.bed.gz","ENCFF271XRG.bed.gz","ENCFF271XRG","MAFG","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF272ZMP.bed.gz","ENCFF272ZMP.bed.gz","ENCFF272ZMP","MAFF","HeLa-S3","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF273IOC.bed.gz","ENCFF273IOC.bed.gz","ENCFF273IOC","MAFF","HepG2","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF273KIA.bed.gz","ENCFF273KIA.bed.gz","ENCFF273KIA","JUND","K562","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF274DVY.bed.gz","ENCFF274DVY.bed.gz","ENCFF274DVY","JUN","A549","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF274GUO.bed.gz","ENCFF274GUO.bed.gz","ENCFF274GUO","TBP","HeLa-S3","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF274SLL.bed.gz","ENCFF274SLL.bed.gz","ENCFF274SLL","ATF3","K562","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF274TYW.bed.gz","ENCFF274TYW.bed.gz","ENCFF274TYW","JUND","T47D","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF275GTG.bed.gz","ENCFF275GTG.bed.gz","ENCFF275GTG","GATA3","MCF-7","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF276CQA.bed.gz","ENCFF276CQA.bed.gz","ENCFF276CQA","BACH1","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF276IMS.bed.gz","ENCFF276IMS.bed.gz","ENCFF276IMS","ATF7","HepG2","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF277JYZ.bed.gz","ENCFF277JYZ.bed.gz","ENCFF277JYZ","CREB1","MCF-7","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF277MGQ.bed.gz","ENCFF277MGQ.bed.gz","ENCFF277MGQ","ATF7","HepG2","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF278FZO.bed.gz","ENCFF278FZO.bed.gz","ENCFF278FZO","JUN","A549","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF278VAE.bed.gz","ENCFF278VAE.bed.gz","ENCFF278VAE","CEBPB","A549","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF279OML.bed.gz","ENCFF279OML.bed.gz","ENCFF279OML","ELK1","HeLa-S3","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF280EDT.bed.gz","ENCFF280EDT.bed.gz","ENCFF280EDT","MAFG","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF280RQS.bed.gz","ENCFF280RQS.bed.gz","ENCFF280RQS","JUN","A549","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF280UZU.bed.gz","ENCFF280UZU.bed.gz","ENCFF280UZU","ATF7","K562","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF280WZN.bed.gz","ENCFF280WZN.bed.gz","ENCFF280WZN","MAFF","HeLa-S3","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF281ART.bed.gz","ENCFF281ART.bed.gz","ENCFF281ART","ATF3","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF281KZH.bed.gz","ENCFF281KZH.bed.gz","ENCFF281KZH","JUND","HepG2","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF281VNN.bed.gz","ENCFF281VNN.bed.gz","ENCFF281VNN","SP1","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF282AEY.bed.gz","ENCFF282AEY.bed.gz","ENCFF282AEY","ELK1","A549","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF282PSU.bed.gz","ENCFF282PSU.bed.gz","ENCFF282PSU","FOSL2","A549","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF282VIL.bed.gz","ENCFF282VIL.bed.gz","ENCFF282VIL","MECOM","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF283WGH.bed.gz","ENCFF283WGH.bed.gz","ENCFF283WGH","MAFF","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF283XPJ.bed.gz","ENCFF283XPJ.bed.gz","ENCFF283XPJ","JUN","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF284PFY.bed.gz","ENCFF284PFY.bed.gz","ENCFF284PFY","PBX3","HepG2","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF286HTI.bed.gz","ENCFF286HTI.bed.gz","ENCFF286HTI","NFE2","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF287QDZ.bed.gz","ENCFF287QDZ.bed.gz","ENCFF287QDZ","KLF4","MCF-7","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF289BNT.bed.gz","ENCFF289BNT.bed.gz","ENCFF289BNT","FOSL1","HCT116","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF289KHP.bed.gz","ENCFF289KHP.bed.gz","ENCFF289KHP","JUND","T47D","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF289NSB.bed.gz","ENCFF289NSB.bed.gz","ENCFF289NSB","FOS","MCF-7","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF289VCS.bed.gz","ENCFF289VCS.bed.gz","ENCFF289VCS","ATF2","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF290CCX.bed.gz","ENCFF290CCX.bed.gz","ENCFF290CCX","NFE2L1","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF290DPG.bed.gz","ENCFF290DPG.bed.gz","ENCFF290DPG","NFE2","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF290FEC.bed.gz","ENCFF290FEC.bed.gz","ENCFF290FEC","CEBPB","MCF-7","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF290IVM.bed.gz","ENCFF290IVM.bed.gz","ENCFF290IVM","KLF6","HepG2","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF290UGF.bed.gz","ENCFF290UGF.bed.gz","ENCFF290UGF","CREM","HepG2","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF291WLP.bed.gz","ENCFF291WLP.bed.gz","ENCFF291WLP","ATF3","HepG2","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF291XES.bed.gz","ENCFF291XES.bed.gz","ENCFF291XES","ATF4","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF292CHB.bed.gz","ENCFF292CHB.bed.gz","ENCFF292CHB","ATF3","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF292KXY.bed.gz","ENCFF292KXY.bed.gz","ENCFF292KXY","FOSB","A549","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF292LKA.bed.gz","ENCFF292LKA.bed.gz","ENCFF292LKA","FOSL1","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF292OMQ.bed.gz","ENCFF292OMQ.bed.gz","ENCFF292OMQ","ELK1","A549","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF292QLD.bed.gz","ENCFF292QLD.bed.gz","ENCFF292QLD","CEBPB","HeLa-S3","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF292SZD.bed.gz","ENCFF292SZD.bed.gz","ENCFF292SZD","SP1","HepG2","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF292XDL.bed.gz","ENCFF292XDL.bed.gz","ENCFF292XDL","JUNB","K562","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF293SSA.bed.gz","ENCFF293SSA.bed.gz","ENCFF293SSA","NFE2L1","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF294GKW.bed.gz","ENCFF294GKW.bed.gz","ENCFF294GKW","TBP","HeLa-S3","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF294MMU.bed.gz","ENCFF294MMU.bed.gz","ENCFF294MMU","ELK1","A549","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF294TKX.bed.gz","ENCFF294TKX.bed.gz","ENCFF294TKX","CREM","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF295KJW.bed.gz","ENCFF295KJW.bed.gz","ENCFF295KJW","GATA3","MCF-7","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF296XNB.bed.gz","ENCFF296XNB.bed.gz","ENCFF296XNB","ATF3","HepG2","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF297BXM.bed.gz","ENCFF297BXM.bed.gz","ENCFF297BXM","NFE2L2","HepG2","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF297KAT.bed.gz","ENCFF297KAT.bed.gz","ENCFF297KAT","SP1","K562","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF297QRW.bed.gz","ENCFF297QRW.bed.gz","ENCFF297QRW","ELK1","HepG2","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF297UUZ.bed.gz","ENCFF297UUZ.bed.gz","ENCFF297UUZ","CEBPB","A549","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF298VCE.bed.gz","ENCFF298VCE.bed.gz","ENCFF298VCE","MAFK","MCF-7","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF300XUA.bed.gz","ENCFF300XUA.bed.gz","ENCFF300XUA","SP1","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF301CNM.bed.gz","ENCFF301CNM.bed.gz","ENCFF301CNM","CEBPB","HepG2","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
