"file","file_name","file_accession","TF_clean","cell_line","assay","output_type","file_format"
"./ENCFF001TRO.bed.gz","ENCFF001TRO.bed.gz","ENCFF001TRO","CEBPB","A549","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001TRP.bed.gz","ENCFF001TRP.bed.gz","ENCFF001TRP","CEBPB","A549","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001TSL.bed.gz","ENCFF001TSL.bed.gz","ENCFF001TSL","GATA3","A549","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001TSM.bed.gz","ENCFF001TSM.bed.gz","ENCFF001TSM","GATA3","A549","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001TTD.bed.gz","ENCFF001TTD.bed.gz","ENCFF001TTD","PBX3","A549","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001TTE.bed.gz","ENCFF001TTE.bed.gz","ENCFF001TTE","PBX3","A549","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001TUH.bed.gz","ENCFF001TUH.bed.gz","ENCFF001TUH","CEBPB","Ishikawa","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001TUI.bed.gz","ENCFF001TUI.bed.gz","ENCFF001TUI","CEBPB","Ishikawa","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001TUJ.bed.gz","ENCFF001TUJ.bed.gz","ENCFF001TUJ","CREB1","Ishikawa","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001TUK.bed.gz","ENCFF001TUK.bed.gz","ENCFF001TUK","CREB1","Ishikawa","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UDK.bed.gz","ENCFF001UDK.bed.gz","ENCFF001UDK","ATF3","HCT116","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UDL.bed.gz","ENCFF001UDL.bed.gz","ENCFF001UDL","ATF3","HCT116","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UDO.bed.gz","ENCFF001UDO.bed.gz","ENCFF001UDO","CEBPB","HCT116","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UDP.bed.gz","ENCFF001UDP.bed.gz","ENCFF001UDP","CEBPB","HCT116","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UDW.bed.gz","ENCFF001UDW.bed.gz","ENCFF001UDW","FOSL1","HCT116","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UDX.bed.gz","ENCFF001UDX.bed.gz","ENCFF001UDX","FOSL1","HCT116","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UDY.bed.gz","ENCFF001UDY.bed.gz","ENCFF001UDY","JUND","HCT116","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UDZ.bed.gz","ENCFF001UDZ.bed.gz","ENCFF001UDZ","JUND","HCT116","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UEK.bed.gz","ENCFF001UEK.bed.gz","ENCFF001UEK","SP1","HCT116","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UEL.bed.gz","ENCFF001UEL.bed.gz","ENCFF001UEL","SP1","HCT116","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UFE.bed.gz","ENCFF001UFE.bed.gz","ENCFF001UFE","ATF3","HepG2","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UFF.bed.gz","ENCFF001UFF.bed.gz","ENCFF001UFF","ATF3","HepG2","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UFI.bed.gz","ENCFF001UFI.bed.gz","ENCFF001UFI","CEBPB","HepG2","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UFJ.bed.gz","ENCFF001UFJ.bed.gz","ENCFF001UFJ","CEBPB","HepG2","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UFM.bed.gz","ENCFF001UFM.bed.gz","ENCFF001UFM","CREB1","HepG2","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UFN.bed.gz","ENCFF001UFN.bed.gz","ENCFF001UFN","CREB1","HepG2","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UFS.bed.gz","ENCFF001UFS.bed.gz","ENCFF001UFS","FOSL2","HepG2","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UFT.bed.gz","ENCFF001UFT.bed.gz","ENCFF001UFT","FOSL2","HepG2","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UGK.bed.gz","ENCFF001UGK.bed.gz","ENCFF001UGK","JUND","HepG2","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UGL.bed.gz","ENCFF001UGL.bed.gz","ENCFF001UGL","JUND","HepG2","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UGQ.bed.gz","ENCFF001UGQ.bed.gz","ENCFF001UGQ","MYBL2","HepG2","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UGR.bed.gz","ENCFF001UGR.bed.gz","ENCFF001UGR","MYBL2","HepG2","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UHM.bed.gz","ENCFF001UHM.bed.gz","ENCFF001UHM","SP1","HepG2","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UHN.bed.gz","ENCFF001UHN.bed.gz","ENCFF001UHN","SP1","HepG2","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UIW.bed.gz","ENCFF001UIW.bed.gz","ENCFF001UIW","ATF3","K562","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UIY.bed.gz","ENCFF001UIY.bed.gz","ENCFF001UIY","ATF3","K562","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UJE.bed.gz","ENCFF001UJE.bed.gz","ENCFF001UJE","CEBPB","K562","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UJF.bed.gz","ENCFF001UJF.bed.gz","ENCFF001UJF","CEBPB","K562","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UJI.bed.gz","ENCFF001UJI.bed.gz","ENCFF001UJI","CREB1","K562","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UJJ.bed.gz","ENCFF001UJJ.bed.gz","ENCFF001UJJ","CREB1","K562","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UJV.bed.gz","ENCFF001UJV.bed.gz","ENCFF001UJV","ETS1","K562","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UJW.bed.gz","ENCFF001UJW.bed.gz","ENCFF001UJW","ETS1","K562","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UJX.bed.gz","ENCFF001UJX.bed.gz","ENCFF001UJX","FOSL1","K562","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UJY.bed.gz","ENCFF001UJY.bed.gz","ENCFF001UJY","FOSL1","K562","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001ULF.bed.gz","ENCFF001ULF.bed.gz","ENCFF001ULF","SP1","K562","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001ULG.bed.gz","ENCFF001ULG.bed.gz","ENCFF001ULG","SP1","K562","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UMJ.bed.gz","ENCFF001UMJ.bed.gz","ENCFF001UMJ","CEBPB","MCF-7","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UMK.bed.gz","ENCFF001UMK.bed.gz","ENCFF001UMK","CEBPB","MCF-7","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UMR.bed.gz","ENCFF001UMR.bed.gz","ENCFF001UMR","FOSL2","MCF-7","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UMS.bed.gz","ENCFF001UMS.bed.gz","ENCFF001UMS","FOSL2","MCF-7","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UMX.bed.gz","ENCFF001UMX.bed.gz","ENCFF001UMX","GATA3","MCF-7","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UMZ.bed.gz","ENCFF001UMZ.bed.gz","ENCFF001UMZ","GATA3","MCF-7","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UNB.bed.gz","ENCFF001UNB.bed.gz","ENCFF001UNB","JUND","MCF-7","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UNC.bed.gz","ENCFF001UNC.bed.gz","ENCFF001UNC","JUND","MCF-7","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UPB.bed.gz","ENCFF001UPB.bed.gz","ENCFF001UPB","FOSL2","SK-N-SH","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UPC.bed.gz","ENCFF001UPC.bed.gz","ENCFF001UPC","FOSL2","SK-N-SH","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UPH.bed.gz","ENCFF001UPH.bed.gz","ENCFF001UPH","GATA3","SK-N-SH","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UPI.bed.gz","ENCFF001UPI.bed.gz","ENCFF001UPI","GATA3","SK-N-SH","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UPJ.bed.gz","ENCFF001UPJ.bed.gz","ENCFF001UPJ","JUND","SK-N-SH","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UPK.bed.gz","ENCFF001UPK.bed.gz","ENCFF001UPK","JUND","SK-N-SH","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UPX.bed.gz","ENCFF001UPX.bed.gz","ENCFF001UPX","PBX3","SK-N-SH","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001UPY.bed.gz","ENCFF001UPY.bed.gz","ENCFF001UPY","PBX3","SK-N-SH","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001URN.bed.gz","ENCFF001URN.bed.gz","ENCFF001URN","JUND","T47D","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001URO.bed.gz","ENCFF001URO.bed.gz","ENCFF001URO","JUND","T47D","TF ChIP-seq","peaks","bed broadPeak"
"./ENCFF001VDN.bed.gz","ENCFF001VDN.bed.gz","ENCFF001VDN","CEBPB","A549","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VHZ.bed.gz","ENCFF001VHZ.bed.gz","ENCFF001VHZ","FOS","HeLa-S3","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VIA.bed.gz","ENCFF001VIA.bed.gz","ENCFF001VIA","CEBPB","HeLa-S3","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VIC.bed.gz","ENCFF001VIC.bed.gz","ENCFF001VIC","JUN","HeLa-S3","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VIJ.bed.gz","ENCFF001VIJ.bed.gz","ENCFF001VIJ","ELK1","HeLa-S3","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VIQ.bed.gz","ENCFF001VIQ.bed.gz","ENCFF001VIQ","JUND","HeLa-S3","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VIR.bed.gz","ENCFF001VIR.bed.gz","ENCFF001VIR","MAFK","HeLa-S3","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VJK.bed.gz","ENCFF001VJK.bed.gz","ENCFF001VJK","TBP","HeLa-S3","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VJZ.bed.gz","ENCFF001VJZ.bed.gz","ENCFF001VJZ","CEBPB","HepG2","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VKB.bed.gz","ENCFF001VKB.bed.gz","ENCFF001VKB","JUN","HepG2","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VKI.bed.gz","ENCFF001VKI.bed.gz","ENCFF001VKI","JUND","HepG2","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VKJ.bed.gz","ENCFF001VKJ.bed.gz","ENCFF001VKJ","MAFF","HepG2","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VKK.bed.gz","ENCFF001VKK.bed.gz","ENCFF001VKK","MAFK","HepG2","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VKL.bed.gz","ENCFF001VKL.bed.gz","ENCFF001VKL","MAFK","HepG2","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VLC.bed.gz","ENCFF001VLC.bed.gz","ENCFF001VLC","TBP","HepG2","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VLX.bed.gz","ENCFF001VLX.bed.gz","ENCFF001VLX","ATF1","K562","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VLY.bed.gz","ENCFF001VLY.bed.gz","ENCFF001VLY","ATF3","K562","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VLZ.bed.gz","ENCFF001VLZ.bed.gz","ENCFF001VLZ","BACH1","K562","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VMH.bed.gz","ENCFF001VMH.bed.gz","ENCFF001VMH","FOS","K562","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VMI.bed.gz","ENCFF001VMI.bed.gz","ENCFF001VMI","CEBPB","K562","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VMO.bed.gz","ENCFF001VMO.bed.gz","ENCFF001VMO","JUN","K562","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VMP.bed.gz","ENCFF001VMP.bed.gz","ENCFF001VMP","JUN","K562","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VNB.bed.gz","ENCFF001VNB.bed.gz","ENCFF001VNB","ELK1","K562","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VNF.bed.gz","ENCFF001VNF.bed.gz","ENCFF001VNF","GTF2B","K562","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VNP.bed.gz","ENCFF001VNP.bed.gz","ENCFF001VNP","JUND","K562","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VNQ.bed.gz","ENCFF001VNQ.bed.gz","ENCFF001VNQ","MAFF","K562","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VNR.bed.gz","ENCFF001VNR.bed.gz","ENCFF001VNR","MAFK","K562","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VNX.bed.gz","ENCFF001VNX.bed.gz","ENCFF001VNX","NFE2","K562","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VPC.bed.gz","ENCFF001VPC.bed.gz","ENCFF001VPC","TBP","K562","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VQF.bed.gz","ENCFF001VQF.bed.gz","ENCFF001VQF","GATA3","MCF-7","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VQG.bed.gz","ENCFF001VQG.bed.gz","ENCFF001VQG","GATA3","MCF-7","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VQY.bed.gz","ENCFF001VQY.bed.gz","ENCFF001VQY","JUND","SK-N-SH","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VRH.bed.gz","ENCFF001VRH.bed.gz","ENCFF001VRH","FOS","K562","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VRK.bed.gz","ENCFF001VRK.bed.gz","ENCFF001VRK","JUNB","K562","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF001VRL.bed.gz","ENCFF001VRL.bed.gz","ENCFF001VRL","JUND","K562","TF ChIP-seq","peaks","bed narrowPeak"
"./ENCFF002CKB.bed.gz","ENCFF002CKB.bed.gz","ENCFF002CKB","ATF3","HepG2","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CKD.bed.gz","ENCFF002CKD.bed.gz","ENCFF002CKD","CEBPB","HepG2","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CKH.bed.gz","ENCFF002CKH.bed.gz","ENCFF002CKH","FOSL2","HepG2","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CKP.bed.gz","ENCFF002CKP.bed.gz","ENCFF002CKP","JUND","HepG2","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CKR.bed.gz","ENCFF002CKR.bed.gz","ENCFF002CKR","MYBL2","HepG2","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CLB.bed.gz","ENCFF002CLB.bed.gz","ENCFF002CLB","SP1","HepG2","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CLN.bed.gz","ENCFF002CLN.bed.gz","ENCFF002CLN","ATF3","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CLR.bed.gz","ENCFF002CLR.bed.gz","ENCFF002CLR","CEBPB","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CLX.bed.gz","ENCFF002CLX.bed.gz","ENCFF002CLX","ETS1","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CLY.bed.gz","ENCFF002CLY.bed.gz","ENCFF002CLY","FOSL1","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CMN.bed.gz","ENCFF002CMN.bed.gz","ENCFF002CMN","SP1","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002COD.bed.gz","ENCFF002COD.bed.gz","ENCFF002COD","CEBPB","A549","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CSA.bed.gz","ENCFF002CSA.bed.gz","ENCFF002CSA","CEBPB","HeLa-S3","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CSB.bed.gz","ENCFF002CSB.bed.gz","ENCFF002CSB","FOS","HeLa-S3","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CSD.bed.gz","ENCFF002CSD.bed.gz","ENCFF002CSD","JUN","HeLa-S3","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CSJ.bed.gz","ENCFF002CSJ.bed.gz","ENCFF002CSJ","ELK1","HeLa-S3","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CSP.bed.gz","ENCFF002CSP.bed.gz","ENCFF002CSP","JUND","HeLa-S3","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CSQ.bed.gz","ENCFF002CSQ.bed.gz","ENCFF002CSQ","MAFK","HeLa-S3","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CTI.bed.gz","ENCFF002CTI.bed.gz","ENCFF002CTI","TBP","HeLa-S3","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CTW.bed.gz","ENCFF002CTW.bed.gz","ENCFF002CTW","CEBPB","HepG2","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CTY.bed.gz","ENCFF002CTY.bed.gz","ENCFF002CTY","JUN","HepG2","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CUF.bed.gz","ENCFF002CUF.bed.gz","ENCFF002CUF","JUND","HepG2","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CUG.bed.gz","ENCFF002CUG.bed.gz","ENCFF002CUG","MAFF","HepG2","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CUH.bed.gz","ENCFF002CUH.bed.gz","ENCFF002CUH","MAFK","HepG2","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CUI.bed.gz","ENCFF002CUI.bed.gz","ENCFF002CUI","MAFK","HepG2","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CUW.bed.gz","ENCFF002CUW.bed.gz","ENCFF002CUW","TBP","HepG2","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CVM.bed.gz","ENCFF002CVM.bed.gz","ENCFF002CVM","ATF1","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CVN.bed.gz","ENCFF002CVN.bed.gz","ENCFF002CVN","ATF3","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CVO.bed.gz","ENCFF002CVO.bed.gz","ENCFF002CVO","BACH1","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CVV.bed.gz","ENCFF002CVV.bed.gz","ENCFF002CVV","CEBPB","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CVW.bed.gz","ENCFF002CVW.bed.gz","ENCFF002CVW","FOS","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CWC.bed.gz","ENCFF002CWC.bed.gz","ENCFF002CWC","JUN","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CWO.bed.gz","ENCFF002CWO.bed.gz","ENCFF002CWO","ELK1","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CWR.bed.gz","ENCFF002CWR.bed.gz","ENCFF002CWR","GTF2B","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CWZ.bed.gz","ENCFF002CWZ.bed.gz","ENCFF002CWZ","JUND","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CXB.bed.gz","ENCFF002CXB.bed.gz","ENCFF002CXB","MAFF","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CXC.bed.gz","ENCFF002CXC.bed.gz","ENCFF002CXC","MAFK","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CXH.bed.gz","ENCFF002CXH.bed.gz","ENCFF002CXH","NFE2","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CYK.bed.gz","ENCFF002CYK.bed.gz","ENCFF002CYK","TBP","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CZJ.bed.gz","ENCFF002CZJ.bed.gz","ENCFF002CZJ","GATA3","MCF-7","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002CZK.bed.gz","ENCFF002CZK.bed.gz","ENCFF002CZK","GATA3","MCF-7","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002DDV.bed.gz","ENCFF002DDV.bed.gz","ENCFF002DDV","FOS","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002DDY.bed.gz","ENCFF002DDY.bed.gz","ENCFF002DDY","JUNB","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002DDZ.bed.gz","ENCFF002DDZ.bed.gz","ENCFF002DDZ","JUND","K562","TF ChIP-seq","optimal IDR thresholded peaks","bed narrowPeak"
"./ENCFF002LMY.bed.gz","ENCFF002LMY.bed.gz","ENCFF002LMY","FOS","MCF-7","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF003ANH.bed.gz","ENCFF003ANH.bed.gz","ENCFF003ANH","CEBPB","Ishikawa","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF003CWL.bed.gz","ENCFF003CWL.bed.gz","ENCFF003CWL","MAFF","HepG2","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF003DIJ.bed.gz","ENCFF003DIJ.bed.gz","ENCFF003DIJ","ATF4","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF003LPE.bed.gz","ENCFF003LPE.bed.gz","ENCFF003LPE","RUNX1","K562","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF003QBR.bed.gz","ENCFF003QBR.bed.gz","ENCFF003QBR","SP1","MCF-7","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF003UXM.bed.gz","ENCFF003UXM.bed.gz","ENCFF003UXM","MAFF","K562","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF003WDM.bed.gz","ENCFF003WDM.bed.gz","ENCFF003WDM","CLOCK","MCF-7","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF004HXL.bed.gz","ENCFF004HXL.bed.gz","ENCFF004HXL","FOSL1","K562","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF005HSF.bed.gz","ENCFF005HSF.bed.gz","ENCFF005HSF","ATF3","HepG2","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF005YCH.bed.gz","ENCFF005YCH.bed.gz","ENCFF005YCH","CREM","HepG2","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF005YUC.bed.gz","ENCFF005YUC.bed.gz","ENCFF005YUC","MAFF","HepG2","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF006QFD.bed.gz","ENCFF006QFD.bed.gz","ENCFF006QFD","MAFK","MCF-7","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF007UBL.bed.gz","ENCFF007UBL.bed.gz","ENCFF007UBL","SP1","MCF-7","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF008NCW.bed.gz","ENCFF008NCW.bed.gz","ENCFF008NCW","MYBL2","K562","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF008RBL.bed.gz","ENCFF008RBL.bed.gz","ENCFF008RBL","ATF7","K562","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF009FWE.bed.gz","ENCFF009FWE.bed.gz","ENCFF009FWE","CLOCK","MCF-7","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF009YMJ.bed.gz","ENCFF009YMJ.bed.gz","ENCFF009YMJ","STAT6","HepG2","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF010ZQO.bed.gz","ENCFF010ZQO.bed.gz","ENCFF010ZQO","ATF4","HepG2","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF011BHF.bed.gz","ENCFF011BHF.bed.gz","ENCFF011BHF","ATF3","K562","TF ChIP-seq","conservative IDR thresholded peaks","bed narrowPeak"
"./ENCFF011EFB.bed.gz","ENCFF011EFB.bed.gz","ENCFF011EFB","RUNX1","K562","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF011GNA.bed.gz","ENCFF011GNA.bed.gz","ENCFF011GNA","NPAS2","A549","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF011VUP.bed.gz","ENCFF011VUP.bed.gz","ENCFF011VUP","CREB1","Ishikawa","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
"./ENCFF011ZXF.bed.gz","ENCFF011ZXF.bed.gz","ENCFF011ZXF","JUND","MCF-7","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF012GCK.bed.gz","ENCFF012GCK.bed.gz","ENCFF012GCK","JUND","SK-N-SH","TF ChIP-seq","IDR thresholded peaks","bed narrowPeak"
"./ENCFF012RTC.bed.gz","ENCFF012RTC.bed.gz","ENCFF012RTC","SP1","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF012UHY.bed.gz","ENCFF012UHY.bed.gz","ENCFF012UHY","ATF1","K562","TF ChIP-seq","IDR ranked peaks","bed idr_ranked_peak"
"./ENCFF012VKK.bed.gz","ENCFF012VKK.bed.gz","ENCFF012VKK","ATF3","HepG2","TF ChIP-seq","peaks and background as input for IDR","bed narrowPeak"
