"file_name","file_accession","TF","cell_line","gene_name","n_overlapping_peaks"
"ENCFF783JFL.bed.gz","ENCFF783JFL","JUNB","K562","MICA",1
"ENCFF783JFL.bed.gz","ENCFF783JFL","JUNB","K562","MICB",1
"ENCFF783JFL.bed.gz","ENCFF783JFL","JUNB","K562","RAET1E",1
"ENCFF783JFL.bed.gz","ENCFF783JFL","JUNB","K562","RAET1G",1
"ENCFF783JFL.bed.gz","ENCFF783JFL","JUNB","K562","RAET1L",1
"ENCFF783JFL.bed.gz","ENCFF783JFL","JUNB","K562","ULBP1",2
"ENCFF783JFL.bed.gz","ENCFF783JFL","JUNB","K562","ULBP2",1
"ENCFF783MLP.bed.gz","ENCFF783MLP","NFE2","K562","MICA",1
"ENCFF783MLP.bed.gz","ENCFF783MLP","NFE2","K562","MICB",1
"ENCFF783MLP.bed.gz","ENCFF783MLP","NFE2","K562","ULBP1",2
"ENCFF783MLP.bed.gz","ENCFF783MLP","NFE2","K562","ULBP3",1
"ENCFF784CXA.bed.gz","ENCFF784CXA","FOSL1","K562","MICA",3
"ENCFF784CXA.bed.gz","ENCFF784CXA","FOSL1","K562","MICB",3
"ENCFF784CXA.bed.gz","ENCFF784CXA","FOSL1","K562","RAET1E",2
"ENCFF784CXA.bed.gz","ENCFF784CXA","FOSL1","K562","RAET1G",1
"ENCFF784CXA.bed.gz","ENCFF784CXA","FOSL1","K562","RAET1L",1
"ENCFF784CXA.bed.gz","ENCFF784CXA","FOSL1","K562","ULBP1",1
"ENCFF784CXA.bed.gz","ENCFF784CXA","FOSL1","K562","ULBP2",2
"ENCFF784EXR.bed.gz","ENCFF784EXR","CEBPD","HepG2","MICA",1
"ENCFF784MQG.bed.gz","ENCFF784MQG","JUND","K562",NA,0
"ENCFF784QTQ.bed.gz","ENCFF784QTQ","ATF2","K562","MICA",3
"ENCFF784QTQ.bed.gz","ENCFF784QTQ","ATF2","K562","MICB",1
"ENCFF784QTQ.bed.gz","ENCFF784QTQ","ATF2","K562","RAET1E",1
"ENCFF784QTQ.bed.gz","ENCFF784QTQ","ATF2","K562","RAET1G",1
"ENCFF784QTQ.bed.gz","ENCFF784QTQ","ATF2","K562","ULBP1",1
"ENCFF784QTQ.bed.gz","ENCFF784QTQ","ATF2","K562","ULBP2",1
"ENCFF785YEU.bed.gz","ENCFF785YEU","CREB3","HepG2","MICA",3
"ENCFF785YEU.bed.gz","ENCFF785YEU","CREB3","HepG2","MICB",2
"ENCFF785YEU.bed.gz","ENCFF785YEU","CREB3","HepG2","ULBP3",1
"ENCFF787GDS.bed.gz","ENCFF787GDS","CEBPB","K562","ULBP1",1
"ENCFF787MEC.bed.gz","ENCFF787MEC","ATF3","HCT116",NA,0
"ENCFF788ONH.bed.gz","ENCFF788ONH","ATF7","HepG2",NA,0
"ENCFF789EHD.bed.gz","ENCFF789EHD","NFE2","K562","MICA",6
"ENCFF789EHD.bed.gz","ENCFF789EHD","NFE2","K562","MICB",3
"ENCFF789EHD.bed.gz","ENCFF789EHD","NFE2","K562","RAET1L",1
"ENCFF789EHD.bed.gz","ENCFF789EHD","NFE2","K562","ULBP1",1
"ENCFF789EHD.bed.gz","ENCFF789EHD","NFE2","K562","ULBP2",1
"ENCFF789EHD.bed.gz","ENCFF789EHD","NFE2","K562","ULBP3",2
"ENCFF789XUC.bed.gz","ENCFF789XUC","ELK1","MCF-7","MICB",1
"ENCFF789XUC.bed.gz","ENCFF789XUC","ELK1","MCF-7","RAET1E",1
"ENCFF789XUC.bed.gz","ENCFF789XUC","ELK1","MCF-7","RAET1G",1
"ENCFF789XUC.bed.gz","ENCFF789XUC","ELK1","MCF-7","ULBP3",2
"ENCFF790ETX.bed.gz","ENCFF790ETX","SP1","K562","MICA",2
"ENCFF790ETX.bed.gz","ENCFF790ETX","SP1","K562","MICB",1
"ENCFF790ETX.bed.gz","ENCFF790ETX","SP1","K562","RAET1G",1
"ENCFF790ETX.bed.gz","ENCFF790ETX","SP1","K562","ULBP1",1
"ENCFF790ETX.bed.gz","ENCFF790ETX","SP1","K562","ULBP2",1
"ENCFF790ETX.bed.gz","ENCFF790ETX","SP1","K562","ULBP3",2
"ENCFF790HPY.bed.gz","ENCFF790HPY","FOSL2","HepG2","MICA",7
"ENCFF790HPY.bed.gz","ENCFF790HPY","FOSL2","HepG2","MICB",2
"ENCFF790HPY.bed.gz","ENCFF790HPY","FOSL2","HepG2","RAET1E",2
"ENCFF790HPY.bed.gz","ENCFF790HPY","FOSL2","HepG2","RAET1G",2
"ENCFF790HPY.bed.gz","ENCFF790HPY","FOSL2","HepG2","RAET1L",1
"ENCFF790HPY.bed.gz","ENCFF790HPY","FOSL2","HepG2","ULBP1",2
"ENCFF790HPY.bed.gz","ENCFF790HPY","FOSL2","HepG2","ULBP3",3
"ENCFF790WFD.bed.gz","ENCFF790WFD","CREB1","MCF-7","MICA",2
"ENCFF790WFD.bed.gz","ENCFF790WFD","CREB1","MCF-7","RAET1G",1
"ENCFF790WFD.bed.gz","ENCFF790WFD","CREB1","MCF-7","RAET1L",1
"ENCFF790WFD.bed.gz","ENCFF790WFD","CREB1","MCF-7","ULBP2",1
"ENCFF790WFD.bed.gz","ENCFF790WFD","CREB1","MCF-7","ULBP3",2
"ENCFF790XQI.bed.gz","ENCFF790XQI","ATF4","HepG2","MICA",1
"ENCFF790XQI.bed.gz","ENCFF790XQI","ATF4","HepG2","RAET1G",2
"ENCFF790XQI.bed.gz","ENCFF790XQI","ATF4","HepG2","ULBP1",1
"ENCFF791JVM.bed.gz","ENCFF791JVM","TBP","HepG2","MICB",3
"ENCFF791JVM.bed.gz","ENCFF791JVM","TBP","HepG2","RAET1L",1
"ENCFF791JVM.bed.gz","ENCFF791JVM","TBP","HepG2","ULBP3",3
"ENCFF792BDD.bed.gz","ENCFF792BDD","KLF4","MCF-7","ULBP3",2
"ENCFF792EMG.bed.gz","ENCFF792EMG","CREB3","HepG2",NA,0
"ENCFF792KIA.bed.gz","ENCFF792KIA","RUNX1","K562",NA,0
"ENCFF793HHE.bed.gz","ENCFF793HHE","STAT6","K562","MICA",5
"ENCFF793HHE.bed.gz","ENCFF793HHE","STAT6","K562","RAET1G",2
"ENCFF793HHE.bed.gz","ENCFF793HHE","STAT6","K562","ULBP1",4
"ENCFF793HHE.bed.gz","ENCFF793HHE","STAT6","K562","ULBP2",2
"ENCFF793HSJ.bed.gz","ENCFF793HSJ","ATF1","K562",NA,0
"ENCFF793VQT.bed.gz","ENCFF793VQT","ATF7","HepG2",NA,0
"ENCFF793WXK.bed.gz","ENCFF793WXK","PBX3","HepG2",NA,0
"ENCFF794CVN.bed.gz","ENCFF794CVN","JUN","HepG2",NA,0
"ENCFF794DLT.bed.gz","ENCFF794DLT","NFE2L2","HeLa-S3","MICA",1
"ENCFF794DLT.bed.gz","ENCFF794DLT","NFE2L2","HeLa-S3","MICB",1
"ENCFF794DLT.bed.gz","ENCFF794DLT","NFE2L2","HeLa-S3","RAET1E",2
"ENCFF794DLT.bed.gz","ENCFF794DLT","NFE2L2","HeLa-S3","ULBP1",1
"ENCFF794DLT.bed.gz","ENCFF794DLT","NFE2L2","HeLa-S3","ULBP3",1
"ENCFF795DQU.bed.gz","ENCFF795DQU","NFE2","K562","MICA",3
"ENCFF795DQU.bed.gz","ENCFF795DQU","NFE2","K562","MICB",1
"ENCFF795DQU.bed.gz","ENCFF795DQU","NFE2","K562","RAET1E",1
"ENCFF795DQU.bed.gz","ENCFF795DQU","NFE2","K562","ULBP1",1
"ENCFF795DQU.bed.gz","ENCFF795DQU","NFE2","K562","ULBP2",1
"ENCFF795DQU.bed.gz","ENCFF795DQU","NFE2","K562","ULBP3",1
"ENCFF795UBE.bed.gz","ENCFF795UBE","BACH1","K562","MICA",2
"ENCFF795UBE.bed.gz","ENCFF795UBE","BACH1","K562","MICB",5
"ENCFF795UBE.bed.gz","ENCFF795UBE","BACH1","K562","RAET1E",2
"ENCFF795UBE.bed.gz","ENCFF795UBE","BACH1","K562","ULBP1",1
"ENCFF795UBE.bed.gz","ENCFF795UBE","BACH1","K562","ULBP2",1
"ENCFF796KTU.bed.gz","ENCFF796KTU","MAFK","HeLa-S3","MICB",1
"ENCFF796KTU.bed.gz","ENCFF796KTU","MAFK","HeLa-S3","RAET1E",1
"ENCFF796KTU.bed.gz","ENCFF796KTU","MAFK","HeLa-S3","ULBP1",1
"ENCFF796KTU.bed.gz","ENCFF796KTU","MAFK","HeLa-S3","ULBP3",1
"ENCFF796WJW.bed.gz","ENCFF796WJW","ATF3","K562","MICA",2
"ENCFF796WJW.bed.gz","ENCFF796WJW","ATF3","K562","ULBP1",2
"ENCFF798LLI.bed.gz","ENCFF798LLI","CXXC5","K562","MICA",4
"ENCFF798LLI.bed.gz","ENCFF798LLI","CXXC5","K562","MICB",2
"ENCFF798LLI.bed.gz","ENCFF798LLI","CXXC5","K562","ULBP1",1
"ENCFF798LLI.bed.gz","ENCFF798LLI","CXXC5","K562","ULBP2",2
"ENCFF800XTT.bed.gz","ENCFF800XTT","MAFK","HepG2","ULBP3",1
"ENCFF801CZR.bed.gz","ENCFF801CZR","FOSL2","MCF-7","RAET1E",2
"ENCFF801CZR.bed.gz","ENCFF801CZR","FOSL2","MCF-7","RAET1L",2
"ENCFF801CZR.bed.gz","ENCFF801CZR","FOSL2","MCF-7","ULBP1",2
"ENCFF801CZR.bed.gz","ENCFF801CZR","FOSL2","MCF-7","ULBP3",1
"ENCFF801JTS.bed.gz","ENCFF801JTS","CREM","HepG2","MICA",1
"ENCFF801JTS.bed.gz","ENCFF801JTS","CREM","HepG2","MICB",1
"ENCFF801JTS.bed.gz","ENCFF801JTS","CREM","HepG2","RAET1E",1
"ENCFF801JTS.bed.gz","ENCFF801JTS","CREM","HepG2","RAET1G",1
"ENCFF801JTS.bed.gz","ENCFF801JTS","CREM","HepG2","RAET1L",1
"ENCFF801JTS.bed.gz","ENCFF801JTS","CREM","HepG2","ULBP2",1
"ENCFF802CAB.bed.gz","ENCFF802CAB","ETS1","HepG2",NA,0
"ENCFF802GAH.bed.gz","ENCFF802GAH","ATF3","K562","ULBP1",2
"ENCFF802VUA.bed.gz","ENCFF802VUA","FOS","MCF-7","MICA",1
"ENCFF802VUA.bed.gz","ENCFF802VUA","FOS","MCF-7","RAET1E",3
"ENCFF802VUA.bed.gz","ENCFF802VUA","FOS","MCF-7","RAET1G",1
"ENCFF802VUA.bed.gz","ENCFF802VUA","FOS","MCF-7","RAET1L",1
"ENCFF802VUA.bed.gz","ENCFF802VUA","FOS","MCF-7","ULBP1",2
"ENCFF802VUA.bed.gz","ENCFF802VUA","FOS","MCF-7","ULBP2",1
"ENCFF802VUA.bed.gz","ENCFF802VUA","FOS","MCF-7","ULBP3",1
"ENCFF803FHN.bed.gz","ENCFF803FHN","ATF2","K562","ULBP1",1
"ENCFF803FZY.bed.gz","ENCFF803FZY","NFE2","K562","MICB",2
"ENCFF803FZY.bed.gz","ENCFF803FZY","NFE2","K562","RAET1E",1
"ENCFF803FZY.bed.gz","ENCFF803FZY","NFE2","K562","RAET1G",1
"ENCFF803FZY.bed.gz","ENCFF803FZY","NFE2","K562","RAET1L",1
"ENCFF803FZY.bed.gz","ENCFF803FZY","NFE2","K562","ULBP1",1
"ENCFF803FZY.bed.gz","ENCFF803FZY","NFE2","K562","ULBP2",2
"ENCFF803FZY.bed.gz","ENCFF803FZY","NFE2","K562","ULBP3",2
"ENCFF803MOB.bed.gz","ENCFF803MOB","ATF3","HepG2","MICA",1
"ENCFF803MOB.bed.gz","ENCFF803MOB","ATF3","HepG2","ULBP1",1
"ENCFF803NDE.bed.gz","ENCFF803NDE","MAFF","HeLa-S3",NA,0
"ENCFF803VVQ.bed.gz","ENCFF803VVQ","ATF3","K562","RAET1E",1
"ENCFF803VVQ.bed.gz","ENCFF803VVQ","ATF3","K562","RAET1L",1
"ENCFF803VVQ.bed.gz","ENCFF803VVQ","ATF3","K562","ULBP1",4
"ENCFF803VVQ.bed.gz","ENCFF803VVQ","ATF3","K562","ULBP3",1
"ENCFF803YMN.bed.gz","ENCFF803YMN","JUN","MCF-7","RAET1L",2
"ENCFF804ABO.bed.gz","ENCFF804ABO","RUNX1","K562",NA,0
"ENCFF804AYO.bed.gz","ENCFF804AYO","ETS2","K562","MICA",1
"ENCFF804AYO.bed.gz","ENCFF804AYO","ETS2","K562","RAET1L",1
"ENCFF804AYO.bed.gz","ENCFF804AYO","ETS2","K562","ULBP1",2
"ENCFF804AYO.bed.gz","ENCFF804AYO","ETS2","K562","ULBP3",3
"ENCFF804BLY.bed.gz","ENCFF804BLY","NFE2L2","A549","MICA",1
"ENCFF804CGG.bed.gz","ENCFF804CGG","MAFF","K562","MICA",2
"ENCFF805GTE.bed.gz","ENCFF805GTE","MAFK","K562","MICA",3
"ENCFF805GTE.bed.gz","ENCFF805GTE","MAFK","K562","MICB",2
"ENCFF805GTE.bed.gz","ENCFF805GTE","MAFK","K562","RAET1L",1
"ENCFF805GTE.bed.gz","ENCFF805GTE","MAFK","K562","ULBP1",1
"ENCFF805GTE.bed.gz","ENCFF805GTE","MAFK","K562","ULBP2",1
"ENCFF805RZX.bed.gz","ENCFF805RZX","TBP","HepG2",NA,0
"ENCFF805SRK.bed.gz","ENCFF805SRK","GATA3","SK-N-SH","MICA",1
"ENCFF805SRK.bed.gz","ENCFF805SRK","GATA3","SK-N-SH","RAET1E",2
"ENCFF805SRK.bed.gz","ENCFF805SRK","GATA3","SK-N-SH","RAET1L",1
"ENCFF806AQE.bed.gz","ENCFF806AQE","JUN","HeLa-S3","MICA",1
"ENCFF806AQE.bed.gz","ENCFF806AQE","JUN","HeLa-S3","RAET1E",2
"ENCFF806AQE.bed.gz","ENCFF806AQE","JUN","HeLa-S3","RAET1L",1
"ENCFF806IOG.bed.gz","ENCFF806IOG","FOS","MCF-7","MICA",1
"ENCFF806IOG.bed.gz","ENCFF806IOG","FOS","MCF-7","RAET1E",3
"ENCFF806IOG.bed.gz","ENCFF806IOG","FOS","MCF-7","RAET1G",1
"ENCFF806IOG.bed.gz","ENCFF806IOG","FOS","MCF-7","RAET1L",2
"ENCFF806IOG.bed.gz","ENCFF806IOG","FOS","MCF-7","ULBP1",2
"ENCFF806IOG.bed.gz","ENCFF806IOG","FOS","MCF-7","ULBP2",1
"ENCFF806IOG.bed.gz","ENCFF806IOG","FOS","MCF-7","ULBP3",1
"ENCFF806JZT.bed.gz","ENCFF806JZT","ATF3","K562","MICA",4
"ENCFF806JZT.bed.gz","ENCFF806JZT","ATF3","K562","MICB",4
"ENCFF806JZT.bed.gz","ENCFF806JZT","ATF3","K562","RAET1E",1
"ENCFF806JZT.bed.gz","ENCFF806JZT","ATF3","K562","ULBP1",2
"ENCFF806JZT.bed.gz","ENCFF806JZT","ATF3","K562","ULBP2",1
"ENCFF806TIM.bed.gz","ENCFF806TIM","SP1","HepG2",NA,0
"ENCFF807FJN.bed.gz","ENCFF807FJN","ARNTL","HepG2",NA,0
"ENCFF807VKU.bed.gz","ENCFF807VKU","CEBPB","HCT116","ULBP1",1
"ENCFF809AOP.bed.gz","ENCFF809AOP","BACH1","K562",NA,0
"ENCFF809LIA.bed.gz","ENCFF809LIA","ELK1","A549","MICA",1
"ENCFF809LIA.bed.gz","ENCFF809LIA","ELK1","A549","ULBP1",1
"ENCFF810GDI.bed.gz","ENCFF810GDI","ELK1","MCF-7",NA,0
"ENCFF811GGC.bed.gz","ENCFF811GGC","JUNB","K562","MICA",1
"ENCFF811GGC.bed.gz","ENCFF811GGC","JUNB","K562","ULBP1",1
"ENCFF812MIH.bed.gz","ENCFF812MIH","ELK1","MCF-7","MICA",3
"ENCFF812MIH.bed.gz","ENCFF812MIH","ELK1","MCF-7","MICB",1
"ENCFF812MIH.bed.gz","ENCFF812MIH","ELK1","MCF-7","RAET1E",2
"ENCFF812MIH.bed.gz","ENCFF812MIH","ELK1","MCF-7","RAET1L",1
"ENCFF812MIH.bed.gz","ENCFF812MIH","ELK1","MCF-7","ULBP1",3
"ENCFF812MIH.bed.gz","ENCFF812MIH","ELK1","MCF-7","ULBP2",1
"ENCFF812MVF.bed.gz","ENCFF812MVF","CREM","K562","MICA",2
"ENCFF812MVF.bed.gz","ENCFF812MVF","CREM","K562","MICB",1
"ENCFF812MVF.bed.gz","ENCFF812MVF","CREM","K562","ULBP1",1
"ENCFF812MVF.bed.gz","ENCFF812MVF","CREM","K562","ULBP2",1
"ENCFF812QPN.bed.gz","ENCFF812QPN","MAFK","K562",NA,0
"ENCFF813HVG.bed.gz","ENCFF813HVG","NFE2","K562","MICA",1
"ENCFF813HVG.bed.gz","ENCFF813HVG","NFE2","K562","MICB",1
"ENCFF813HVG.bed.gz","ENCFF813HVG","NFE2","K562","RAET1E",1
"ENCFF813HVG.bed.gz","ENCFF813HVG","NFE2","K562","RAET1G",1
"ENCFF813HVG.bed.gz","ENCFF813HVG","NFE2","K562","ULBP1",3
"ENCFF813HVG.bed.gz","ENCFF813HVG","NFE2","K562","ULBP2",2
"ENCFF813HVG.bed.gz","ENCFF813HVG","NFE2","K562","ULBP3",3
"ENCFF813LOW.bed.gz","ENCFF813LOW","CEBPB","K562","MICA",1
"ENCFF813LOW.bed.gz","ENCFF813LOW","CEBPB","K562","ULBP1",1
"ENCFF813NES.bed.gz","ENCFF813NES","PBX1","A549","ULBP1",1
"ENCFF813UQL.bed.gz","ENCFF813UQL","CREB3","K562","MICA",4
"ENCFF813UQL.bed.gz","ENCFF813UQL","CREB3","K562","MICB",1
"ENCFF813UQL.bed.gz","ENCFF813UQL","CREB3","K562","ULBP1",1
"ENCFF813UQL.bed.gz","ENCFF813UQL","CREB3","K562","ULBP2",1
"ENCFF813WJW.bed.gz","ENCFF813WJW","MAFK","A549","MICA",1
"ENCFF814IGD.bed.gz","ENCFF814IGD","ESR1","MCF-7","MICA",1
"ENCFF814IGD.bed.gz","ENCFF814IGD","ESR1","MCF-7","MICB",1
"ENCFF814KHN.bed.gz","ENCFF814KHN","FOSB","A549","MICB",1
"ENCFF814KHN.bed.gz","ENCFF814KHN","FOSB","A549","RAET1E",1
"ENCFF814UDQ.bed.gz","ENCFF814UDQ","MAFK","HepG2","RAET1E",1
"ENCFF814UDQ.bed.gz","ENCFF814UDQ","MAFK","HepG2","ULBP3",1
"ENCFF814ZPW.bed.gz","ENCFF814ZPW","CLOCK","MCF-7","MICA",1
"ENCFF814ZYV.bed.gz","ENCFF814ZYV","ATF6","K562","MICA",1
"ENCFF814ZYV.bed.gz","ENCFF814ZYV","ATF6","K562","ULBP1",2
"ENCFF814ZYV.bed.gz","ENCFF814ZYV","ATF6","K562","ULBP2",1
"ENCFF816JWH.bed.gz","ENCFF816JWH","JUND","HepG2","MICB",1
"ENCFF816NKN.bed.gz","ENCFF816NKN","SP1","K562","MICA",2
"ENCFF816NKN.bed.gz","ENCFF816NKN","SP1","K562","MICB",1
"ENCFF816NKN.bed.gz","ENCFF816NKN","SP1","K562","RAET1G",1
"ENCFF816NKN.bed.gz","ENCFF816NKN","SP1","K562","RAET1L",1
"ENCFF816NKN.bed.gz","ENCFF816NKN","SP1","K562","ULBP1",1
"ENCFF816NKN.bed.gz","ENCFF816NKN","SP1","K562","ULBP2",1
"ENCFF816NKN.bed.gz","ENCFF816NKN","SP1","K562","ULBP3",2
"ENCFF817MVX.bed.gz","ENCFF817MVX","CEBPB","K562","MICA",1
"ENCFF817MVX.bed.gz","ENCFF817MVX","CEBPB","K562","MICB",2
"ENCFF817MVX.bed.gz","ENCFF817MVX","CEBPB","K562","RAET1E",1
"ENCFF817MVX.bed.gz","ENCFF817MVX","CEBPB","K562","RAET1G",2
"ENCFF817MVX.bed.gz","ENCFF817MVX","CEBPB","K562","ULBP1",1
"ENCFF817MVX.bed.gz","ENCFF817MVX","CEBPB","K562","ULBP3",1
"ENCFF818IMH.bed.gz","ENCFF818IMH","FOSL1","K562","MICB",3
"ENCFF818IMH.bed.gz","ENCFF818IMH","FOSL1","K562","RAET1E",2
"ENCFF818IMH.bed.gz","ENCFF818IMH","FOSL1","K562","RAET1G",1
"ENCFF818IMH.bed.gz","ENCFF818IMH","FOSL1","K562","RAET1L",1
"ENCFF818IMH.bed.gz","ENCFF818IMH","FOSL1","K562","ULBP3",4
"ENCFF818TQX.bed.gz","ENCFF818TQX","FOSL2","MCF-7","RAET1L",1
"ENCFF818TQX.bed.gz","ENCFF818TQX","FOSL2","MCF-7","ULBP3",1
"ENCFF819GCB.bed.gz","ENCFF819GCB","CEBPB","K562","RAET1G",1
"ENCFF819OTE.bed.gz","ENCFF819OTE","ATF7","K562","MICA",5
"ENCFF819OTE.bed.gz","ENCFF819OTE","ATF7","K562","MICB",4
"ENCFF819OTE.bed.gz","ENCFF819OTE","ATF7","K562","RAET1E",2
"ENCFF819OTE.bed.gz","ENCFF819OTE","ATF7","K562","RAET1G",1
"ENCFF819OTE.bed.gz","ENCFF819OTE","ATF7","K562","RAET1L",1
"ENCFF819OTE.bed.gz","ENCFF819OTE","ATF7","K562","ULBP1",3
"ENCFF819OTE.bed.gz","ENCFF819OTE","ATF7","K562","ULBP2",3
"ENCFF819OTE.bed.gz","ENCFF819OTE","ATF7","K562","ULBP3",2
"ENCFF820BLL.bed.gz","ENCFF820BLL","ATF3","K562","MICB",1
"ENCFF820BLL.bed.gz","ENCFF820BLL","ATF3","K562","ULBP3",2
"ENCFF820FCA.bed.gz","ENCFF820FCA","BACH1","K562","MICB",2
"ENCFF820FCA.bed.gz","ENCFF820FCA","BACH1","K562","ULBP3",5
"ENCFF821FYB.bed.gz","ENCFF821FYB","SP1","HepG2",NA,0
"ENCFF821RYS.bed.gz","ENCFF821RYS","MAFK","MCF-7",NA,0
"ENCFF821WIF.bed.gz","ENCFF821WIF","ATF7","K562","MICB",4
"ENCFF821WIF.bed.gz","ENCFF821WIF","ATF7","K562","RAET1E",1
"ENCFF821WIF.bed.gz","ENCFF821WIF","ATF7","K562","ULBP3",3
"ENCFF824TMR.bed.gz","ENCFF824TMR","CEBPB","HepG2","MICA",1
"ENCFF824TMR.bed.gz","ENCFF824TMR","CEBPB","HepG2","MICB",1
"ENCFF825NAB.bed.gz","ENCFF825NAB","MAFK","MCF-7","MICB",1
"ENCFF825NAB.bed.gz","ENCFF825NAB","MAFK","MCF-7","RAET1L",1
"ENCFF825NAB.bed.gz","ENCFF825NAB","MAFK","MCF-7","ULBP2",1
"ENCFF826HDC.bed.gz","ENCFF826HDC","JUND","K562","MICA",1
"ENCFF826HDC.bed.gz","ENCFF826HDC","JUND","K562","MICB",1
"ENCFF826HDC.bed.gz","ENCFF826HDC","JUND","K562","ULBP1",2
"ENCFF826HDC.bed.gz","ENCFF826HDC","JUND","K562","ULBP2",1
"ENCFF826QEY.bed.gz","ENCFF826QEY","ATF2","K562","MICB",3
"ENCFF826QEY.bed.gz","ENCFF826QEY","ATF2","K562","RAET1G",2
"ENCFF826QEY.bed.gz","ENCFF826QEY","ATF2","K562","RAET1L",2
"ENCFF826QEY.bed.gz","ENCFF826QEY","ATF2","K562","ULBP1",1
"ENCFF826QEY.bed.gz","ENCFF826QEY","ATF2","K562","ULBP3",3
"ENCFF826RWZ.bed.gz","ENCFF826RWZ","RUNX1","K562","MICA",2
"ENCFF826RWZ.bed.gz","ENCFF826RWZ","RUNX1","K562","MICB",3
"ENCFF826RWZ.bed.gz","ENCFF826RWZ","RUNX1","K562","RAET1E",1
"ENCFF826RWZ.bed.gz","ENCFF826RWZ","RUNX1","K562","RAET1G",2
"ENCFF826RWZ.bed.gz","ENCFF826RWZ","RUNX1","K562","ULBP2",2
"ENCFF826RWZ.bed.gz","ENCFF826RWZ","RUNX1","K562","ULBP3",3
"ENCFF826UBD.bed.gz","ENCFF826UBD","KLF6","HepG2","MICA",6
"ENCFF826UBD.bed.gz","ENCFF826UBD","KLF6","HepG2","MICB",3
"ENCFF826UBD.bed.gz","ENCFF826UBD","KLF6","HepG2","RAET1E",1
"ENCFF826UBD.bed.gz","ENCFF826UBD","KLF6","HepG2","ULBP1",2
"ENCFF826UBD.bed.gz","ENCFF826UBD","KLF6","HepG2","ULBP3",2
"ENCFF827GWN.bed.gz","ENCFF827GWN","ATF4","K562","MICA",5
"ENCFF827GWN.bed.gz","ENCFF827GWN","ATF4","K562","MICB",5
"ENCFF827GWN.bed.gz","ENCFF827GWN","ATF4","K562","RAET1E",2
"ENCFF827GWN.bed.gz","ENCFF827GWN","ATF4","K562","RAET1G",1
"ENCFF827GWN.bed.gz","ENCFF827GWN","ATF4","K562","ULBP1",2
"ENCFF827GWN.bed.gz","ENCFF827GWN","ATF4","K562","ULBP3",1
"ENCFF827MYW.bed.gz","ENCFF827MYW","NFE2L2","A549",NA,0
"ENCFF827OZO.bed.gz","ENCFF827OZO","MYBL2","K562","RAET1E",1
"ENCFF827OZO.bed.gz","ENCFF827OZO","MYBL2","K562","RAET1L",1
"ENCFF827OZO.bed.gz","ENCFF827OZO","MYBL2","K562","ULBP1",2
"ENCFF828JWK.bed.gz","ENCFF828JWK","CEBPB","K562","ULBP1",1
"ENCFF828TUW.bed.gz","ENCFF828TUW","JUNB","HepG2","MICA",1
"ENCFF829DNJ.bed.gz","ENCFF829DNJ","GATA3","A549","MICA",1
"ENCFF829DNJ.bed.gz","ENCFF829DNJ","GATA3","A549","RAET1E",1
"ENCFF829IEE.bed.gz","ENCFF829IEE","CREB3","K562","MICA",1
"ENCFF830GYV.bed.gz","ENCFF830GYV","BACH1","K562","MICA",1
"ENCFF830GYV.bed.gz","ENCFF830GYV","BACH1","K562","MICB",2
"ENCFF830GYV.bed.gz","ENCFF830GYV","BACH1","K562","RAET1E",1
"ENCFF830GYV.bed.gz","ENCFF830GYV","BACH1","K562","RAET1G",1
"ENCFF830GYV.bed.gz","ENCFF830GYV","BACH1","K562","RAET1L",1
"ENCFF830GYV.bed.gz","ENCFF830GYV","BACH1","K562","ULBP1",1
"ENCFF830ZWP.bed.gz","ENCFF830ZWP","JUND","SK-N-SH","MICB",1
"ENCFF830ZWP.bed.gz","ENCFF830ZWP","JUND","SK-N-SH","RAET1G",1
"ENCFF830ZWP.bed.gz","ENCFF830ZWP","JUND","SK-N-SH","RAET1L",1
"ENCFF830ZWP.bed.gz","ENCFF830ZWP","JUND","SK-N-SH","ULBP3",2
"ENCFF831NXF.bed.gz","ENCFF831NXF","JUN","HeLa-S3","MICA",1
"ENCFF831NXF.bed.gz","ENCFF831NXF","JUN","HeLa-S3","RAET1L",1
"ENCFF831YRJ.bed.gz","ENCFF831YRJ","KLF6","HepG2","MICA",4
"ENCFF831YRJ.bed.gz","ENCFF831YRJ","KLF6","HepG2","MICB",5
"ENCFF831YRJ.bed.gz","ENCFF831YRJ","KLF6","HepG2","RAET1E",1
"ENCFF831YRJ.bed.gz","ENCFF831YRJ","KLF6","HepG2","RAET1L",1
"ENCFF831YRJ.bed.gz","ENCFF831YRJ","KLF6","HepG2","ULBP1",2
"ENCFF831YRJ.bed.gz","ENCFF831YRJ","KLF6","HepG2","ULBP2",1
"ENCFF831YRJ.bed.gz","ENCFF831YRJ","KLF6","HepG2","ULBP3",2
"ENCFF832DVQ.bed.gz","ENCFF832DVQ","NFE2L1","HepG2","MICA",3
"ENCFF832DVQ.bed.gz","ENCFF832DVQ","NFE2L1","HepG2","MICB",2
"ENCFF832DVQ.bed.gz","ENCFF832DVQ","NFE2L1","HepG2","RAET1E",2
"ENCFF832DVQ.bed.gz","ENCFF832DVQ","NFE2L1","HepG2","RAET1G",2
"ENCFF832DVQ.bed.gz","ENCFF832DVQ","NFE2L1","HepG2","RAET1L",2
"ENCFF832DVQ.bed.gz","ENCFF832DVQ","NFE2L1","HepG2","ULBP1",3
