	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low
GATA6	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.3654660416020659e-4	2.100302627367045e-4	2.100302627367045e-4	2.100302627367045e-4	2.100302627367045e-4	2.100302627367045e-4	2.100302627367045e-4	2.100302627367045e-4	2.100302627367045e-4	2.100302627367045e-4	2.100302627367045e-4	2.100302627367045e-4	2.100302627367045e-4	2.100302627367045e-4	2.100302627367045e-4	2.100302627367045e-4
GBX1	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.97273714495707e-6	9.573384582512396e-6	9.573384582512396e-6	9.573384582512396e-6	9.573384582512396e-6	9.573384582512396e-6	9.573384582512396e-6	9.573384582512396e-6	9.573384582512396e-6	9.573384582512396e-6	9.573384582512396e-6	9.573384582512396e-6	9.573384582512396e-6	9.573384582512396e-6	9.573384582512396e-6	9.573384582512396e-6
GBX2	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	3.20141950431685e-4	4.6866261566439266e-5	4.6866261566439266e-5	4.6866261566439266e-5	4.6866261566439266e-5	4.6866261566439266e-5	4.6866261566439266e-5	4.6866261566439266e-5	4.6866261566439266e-5	4.6866261566439266e-5	4.6866261566439266e-5	4.6866261566439266e-5	4.6866261566439266e-5	4.6866261566439266e-5	4.6866261566439266e-5	4.6866261566439266e-5
GCM1	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.305418419462297e-4	1.9683179854418652e-4	1.9683179854418652e-4	1.9683179854418652e-4	1.9683179854418652e-4	1.9683179854418652e-4	1.9683179854418652e-4	1.9683179854418652e-4	1.9683179854418652e-4	1.9683179854418652e-4	1.9683179854418652e-4	1.9683179854418652e-4	1.9683179854418652e-4	1.9683179854418652e-4	1.9683179854418652e-4	1.9683179854418652e-4
GCM2	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.38160071198783e-5	3.828429361307289e-5	3.828429361307289e-5	3.828429361307289e-5	3.828429361307289e-5	3.828429361307289e-5	3.828429361307289e-5	3.828429361307289e-5	3.828429361307289e-5	3.828429361307289e-5	3.828429361307289e-5	3.828429361307289e-5	3.828429361307289e-5	3.828429361307289e-5	3.828429361307289e-5	3.828429361307289e-5
GFI1	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	3.5296488669330227e-4	6.138915261406931e-4	6.138915261406931e-4	6.138915261406931e-4	6.138915261406931e-4	6.138915261406931e-4	6.138915261406931e-4	6.138915261406931e-4	6.138915261406931e-4	6.138915261406931e-4	6.138915261406931e-4	6.138915261406931e-4	6.138915261406931e-4	6.138915261406931e-4	6.138915261406931e-4	6.138915261406931e-4
GFI1B	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	6.747859205915948e-5	9.136380541592385e-5	9.136380541592385e-5	9.136380541592385e-5	9.136380541592385e-5	9.136380541592385e-5	9.136380541592385e-5	9.136380541592385e-5	9.136380541592385e-5	9.136380541592385e-5	9.136380541592385e-5	9.136380541592385e-5	9.136380541592385e-5	9.136380541592385e-5	9.136380541592385e-5	9.136380541592385e-5
GLI1	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	5.947976553018721e-4	1.7081709133418826e-4	1.7081709133418826e-4	1.7081709133418826e-4	1.7081709133418826e-4	1.7081709133418826e-4	1.7081709133418826e-4	1.7081709133418826e-4	1.7081709133418826e-4	1.7081709133418826e-4	1.7081709133418826e-4	1.7081709133418826e-4	1.7081709133418826e-4	1.7081709133418826e-4	1.7081709133418826e-4	1.7081709133418826e-4
GLI2	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	9.360672345298787e-4	1.9048153425303064e-4	1.9048153425303064e-4	1.9048153425303064e-4	1.9048153425303064e-4	1.9048153425303064e-4	1.9048153425303064e-4	1.9048153425303064e-4	1.9048153425303064e-4	1.9048153425303064e-4	1.9048153425303064e-4	1.9048153425303064e-4	1.9048153425303064e-4	1.9048153425303064e-4	1.9048153425303064e-4	1.9048153425303064e-4
GLI3	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	5.116250104553196e-4	4.15766040192616e-4	4.15766040192616e-4	4.15766040192616e-4	4.15766040192616e-4	4.15766040192616e-4	4.15766040192616e-4	4.15766040192616e-4	4.15766040192616e-4	4.15766040192616e-4	4.15766040192616e-4	4.15766040192616e-4	4.15766040192616e-4	4.15766040192616e-4	4.15766040192616e-4	4.15766040192616e-4
GLI4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	2.7963969128936336e-4	1.767014986004652e-4	1.767014986004652e-4	1.767014986004652e-4	1.767014986004652e-4	1.767014986004652e-4	1.767014986004652e-4	1.767014986004652e-4	1.767014986004652e-4	1.767014986004652e-4	1.767014986004652e-4	1.767014986004652e-4	1.767014986004652e-4	1.767014986004652e-4	1.767014986004652e-4	1.767014986004652e-4
GLIS1	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.517323997666386e-4	5.90475597163211e-4	5.90475597163211e-4	5.90475597163211e-4	5.90475597163211e-4	5.90475597163211e-4	5.90475597163211e-4	5.90475597163211e-4	5.90475597163211e-4	5.90475597163211e-4	5.90475597163211e-4	5.90475597163211e-4	5.90475597163211e-4	5.90475597163211e-4	5.90475597163211e-4	5.90475597163211e-4
GLIS2	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	6.846876704914511e-4	4.6582509769795374e-4	4.6582509769795374e-4	4.6582509769795374e-4	4.6582509769795374e-4	4.6582509769795374e-4	4.6582509769795374e-4	4.6582509769795374e-4	4.6582509769795374e-4	4.6582509769795374e-4	4.6582509769795374e-4	4.6582509769795374e-4	4.6582509769795374e-4	4.6582509769795374e-4	4.6582509769795374e-4	4.6582509769795374e-4
GLIS3	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	7.96873872458658e-4	6.387053965501802e-4	6.387053965501802e-4	6.387053965501802e-4	6.387053965501802e-4	6.387053965501802e-4	6.387053965501802e-4	6.387053965501802e-4	6.387053965501802e-4	6.387053965501802e-4	6.387053965501802e-4	6.387053965501802e-4	6.387053965501802e-4	6.387053965501802e-4	6.387053965501802e-4	6.387053965501802e-4
GMEB1	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	7.040601715706263e-5	6.808335008481962e-5	6.808335008481962e-5	6.808335008481962e-5	6.808335008481962e-5	6.808335008481962e-5	6.808335008481962e-5	6.808335008481962e-5	6.808335008481962e-5	6.808335008481962e-5	6.808335008481962e-5	6.808335008481962e-5	6.808335008481962e-5	6.808335008481962e-5	6.808335008481962e-5	6.808335008481962e-5
