	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low
VSX1	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	9.631291237484479e-5	5.451411019025609e-5	5.451411019025609e-5	5.451411019025609e-5	5.451411019025609e-5	5.451411019025609e-5	5.451411019025609e-5	5.451411019025609e-5	5.451411019025609e-5	5.451411019025609e-5	5.451411019025609e-5	5.451411019025609e-5	5.451411019025609e-5	5.451411019025609e-5	5.451411019025609e-5	5.451411019025609e-5
VSX2	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	6.288060316764531e-5	5.5948084625787105e-5	5.5948084625787105e-5	5.5948084625787105e-5	5.5948084625787105e-5	5.5948084625787105e-5	5.5948084625787105e-5	5.5948084625787105e-5	5.5948084625787105e-5	5.5948084625787105e-5	5.5948084625787105e-5	5.5948084625787105e-5	5.5948084625787105e-5	5.5948084625787105e-5	5.5948084625787105e-5	5.5948084625787105e-5
WT1	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	4.077743860302408e-3	2.084188624588942e-3	2.084188624588942e-3	2.084188624588942e-3	2.084188624588942e-3	2.084188624588942e-3	2.084188624588942e-3	2.084188624588942e-3	2.084188624588942e-3	2.084188624588942e-3	2.084188624588942e-3	2.084188624588942e-3	2.084188624588942e-3	2.084188624588942e-3	2.084188624588942e-3	2.084188624588942e-3
XBP1	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.1207760088353124e-4	2.152455030019447e-4	2.152455030019447e-4	2.152455030019447e-4	2.152455030019447e-4	2.152455030019447e-4	2.152455030019447e-4	2.152455030019447e-4	2.152455030019447e-4	2.152455030019447e-4	2.152455030019447e-4	2.152455030019447e-4	2.152455030019447e-4	2.152455030019447e-4	2.152455030019447e-4	2.152455030019447e-4
XPA	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	6.748199883979875e-4	8.29266571945182e-4	8.29266571945182e-4	8.29266571945182e-4	8.29266571945182e-4	8.29266571945182e-4	8.29266571945182e-4	8.29266571945182e-4	8.29266571945182e-4	8.29266571945182e-4	8.29266571945182e-4	8.29266571945182e-4	8.29266571945182e-4	8.29266571945182e-4	8.29266571945182e-4	8.29266571945182e-4
YBX1	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	2.7729238426427954e-3	3.345633932388845e-3	3.345633932388845e-3	3.345633932388845e-3	3.345633932388845e-3	3.345633932388845e-3	3.345633932388845e-3	3.345633932388845e-3	3.345633932388845e-3	3.345633932388845e-3	3.345633932388845e-3	3.345633932388845e-3	3.345633932388845e-3	3.345633932388845e-3	3.345633932388845e-3	3.345633932388845e-3
YBX2	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	7.893639494472303e-5	6.575790109546382e-5	6.575790109546382e-5	6.575790109546382e-5	6.575790109546382e-5	6.575790109546382e-5	6.575790109546382e-5	6.575790109546382e-5	6.575790109546382e-5	6.575790109546382e-5	6.575790109546382e-5	6.575790109546382e-5	6.575790109546382e-5	6.575790109546382e-5	6.575790109546382e-5	6.575790109546382e-5
YBX3	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.61054733983328e-4	2.18805034982992e-4	2.18805034982992e-4	2.18805034982992e-4	2.18805034982992e-4	2.18805034982992e-4	2.18805034982992e-4	2.18805034982992e-4	2.18805034982992e-4	2.18805034982992e-4	2.18805034982992e-4	2.18805034982992e-4	2.18805034982992e-4	2.18805034982992e-4	2.18805034982992e-4	2.18805034982992e-4
YY1	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.2633319356926643e-3	2.8584887550589e-3	2.8584887550589e-3	2.8584887550589e-3	2.8584887550589e-3	2.8584887550589e-3	2.8584887550589e-3	2.8584887550589e-3	2.8584887550589e-3	2.8584887550589e-3	2.8584887550589e-3	2.8584887550589e-3	2.8584887550589e-3	2.8584887550589e-3	2.8584887550589e-3	2.8584887550589e-3
YY2	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	6.236775679447284e-4	5.355373641025353e-4	5.355373641025353e-4	5.355373641025353e-4	5.355373641025353e-4	5.355373641025353e-4	5.355373641025353e-4	5.355373641025353e-4	5.355373641025353e-4	5.355373641025353e-4	5.355373641025353e-4	5.355373641025353e-4	5.355373641025353e-4	5.355373641025353e-4	5.355373641025353e-4	5.355373641025353e-4
ZBED1	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	7.208166323677961e-5	5.031496437909597e-5	5.031496437909597e-5	5.031496437909597e-5	5.031496437909597e-5	5.031496437909597e-5	5.031496437909597e-5	5.031496437909597e-5	5.031496437909597e-5	5.031496437909597e-5	5.031496437909597e-5	5.031496437909597e-5	5.031496437909597e-5	5.031496437909597e-5	5.031496437909597e-5	5.031496437909597e-5
ZBED6	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	5.150982135527695e-4	4.900260130913872e-4	4.900260130913872e-4	4.900260130913872e-4	4.900260130913872e-4	4.900260130913872e-4	4.900260130913872e-4	4.900260130913872e-4	4.900260130913872e-4	4.900260130913872e-4	4.900260130913872e-4	4.900260130913872e-4	4.900260130913872e-4	4.900260130913872e-4	4.900260130913872e-4	4.900260130913872e-4
ZBTB1	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	3.5739906535166917e-4	2.5092807552130783e-4	2.5092807552130783e-4	2.5092807552130783e-4	2.5092807552130783e-4	2.5092807552130783e-4	2.5092807552130783e-4	2.5092807552130783e-4	2.5092807552130783e-4	2.5092807552130783e-4	2.5092807552130783e-4	2.5092807552130783e-4	2.5092807552130783e-4	2.5092807552130783e-4	2.5092807552130783e-4	2.5092807552130783e-4
ZBTB11	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.8196896250030076e-4	3.943114586288153e-4	3.943114586288153e-4	3.943114586288153e-4	3.943114586288153e-4	3.943114586288153e-4	3.943114586288153e-4	3.943114586288153e-4	3.943114586288153e-4	3.943114586288153e-4	3.943114586288153e-4	3.943114586288153e-4	3.943114586288153e-4	3.943114586288153e-4	3.943114586288153e-4	3.943114586288153e-4
