"Experiment","BigWig file 1","BigWig file 2","BigWig file 3","BigWig file 4","BigWig file 5","BigWig file 6","BigWig file 7","BigWig file 8","BigWig file 9","BigWig file 10","BigWig file 11","BigWig file 12","BigWig file 13","BigWig file 14","BigWig file 15","BigWig file 16","BigWig file 17","BigWig file 18","BigWig file 19","BigWig file 20","BigWig file 21","BigWig file 22","Bed file 1","Bed file 2","Bed file 3","Bed file 4","Bed file 5","Bed file 6","Bed file 7","Bed file 8","Bed file 9","Bed file 10","Bed file 11","Bed file 12","Bed file 13","Bed file 14","Bed file 15","Bed file 16","Bed file 17","Bed file 18","Bed file 19","Bed file 20","Bed file 21","Bed file 22","Bed file 23","Bed file 24","Bed file 25","Bed file 26","Bed file 27","Bed file 28","Bed file 29","Bed file 30","Bed file 31","Bed file 32","Bed file 33","Bed file 34","Bed file 35","Bed file 36","Bed file 37","Bed file 38","Bed file 39","Bed file 40","Bed file 41","Bed file 42","Target","Tissue / cell line","Bed output type","BigWig output type"
"ENCSR267TGY","ENCFF010CTW","ENCFF235IZI","ENCFF534FTD","ENCFF685JCQ","ENCFF786ZVO","ENCFF818YLE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF023QQL","ENCFF100RHP","ENCFF393KHT","ENCFF399NFZ","ENCFF431BYW","ENCFF616CUN","ENCFF633IXH","ENCFF713SOV","ENCFF858HJD","ENCFF940DGN","ENCFF974HAU","ENCFF980RUT","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ARNT2","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR794LVK","ENCFF264SVL","ENCFF323KZH","ENCFF363NHH","ENCFF408YWA","ENCFF458BFT","ENCFF694BWR","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF049HEP","ENCFF153GRM","ENCFF212JXA","ENCFF217GCH","ENCFF316SKE","ENCFF343MFN","ENCFF588WBI","ENCFF657DKU","ENCFF670ROU","ENCFF682FXA","ENCFF807FJN","ENCFF985BEN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ARNTL","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR253OON","ENCFF022JFK","ENCFF042GYT","ENCFF095RQV","ENCFF194YNU","ENCFF299JHQ","ENCFF346YMC","ENCFF368XHC","ENCFF374JLE","ENCFF405UNT","ENCFF422YCK","ENCFF456QYH","ENCFF471WDT","ENCFF476YSN","ENCFF543HQF","ENCFF594KKL","ENCFF678BIR","ENCFF682JLG","ENCFF912JZP","-","-","-","-","ENCFF077EVK","ENCFF091AYC","ENCFF127AQB","ENCFF130WFH","ENCFF154SBU","ENCFF169RHQ","ENCFF214GXA","ENCFF239LTQ","ENCFF246FCW","ENCFF290XVZ","ENCFF337JAD","ENCFF342OEH","ENCFF363ZSJ","ENCFF391GUV","ENCFF418WDR","ENCFF432MWV","ENCFF491GZH","ENCFF498YES","ENCFF508KUL","ENCFF539UXY","ENCFF584NWO","ENCFF640BJX","ENCFF670QNI","ENCFF683OFC","ENCFF698OIU","ENCFF705EEN","ENCFF843PZW","ENCFF866QON","ENCFF914IWA","ENCFF947RNO","ENCFF987UMS","ENCFF990YHD","-","-","-","-","-","-","-","-","-","-","ATF1","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR000DNZ","ENCFF000YFH","ENCFF042ETN","ENCFF112QBT","ENCFF172UZP","ENCFF271JYU","ENCFF546MGJ","ENCFF885JPB","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF000YFB","ENCFF001VLX","ENCFF002CVM","ENCFF131MUF","ENCFF168FKE","ENCFF206BGR","ENCFF254UOG","ENCFF309PAY","ENCFF357ISB","ENCFF457SWX","ENCFF705LAM","ENCFF711PGY","ENCFF725LNH","ENCFF860UZX","ENCFF878PSW","ENCFF980NSF","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ATF1","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks","fold change over control; signal; signal p-value"
"ENCSR085XDP","ENCFF307NOK","ENCFF516ELG","ENCFF709FVW","ENCFF804KWZ","ENCFF893YIM","ENCFF987GJY","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF036OLF","ENCFF275PYH","ENCFF401TNF","ENCFF467CEX","ENCFF469GPI","ENCFF540QUU","ENCFF793HSJ","ENCFF844NZW","ENCFF890RTG","ENCFF899JSK","ENCFF908KQA","ENCFF960YVV","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ATF1","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR091GVJ","ENCFF077WVE","ENCFF090IHN","ENCFF137SSD","ENCFF180WCG","ENCFF199FSE","ENCFF308VRT","ENCFF415CUC","ENCFF437TVW","ENCFF453RDH","ENCFF490KQS","ENCFF593EFQ","ENCFF609DYE","ENCFF695KCX","ENCFF734QEM","ENCFF829DDT","ENCFF884GOV","ENCFF920QBL","ENCFF972JLW","-","-","-","-","ENCFF077HXE","ENCFF078CZP","ENCFF110UUF","ENCFF132KHC","ENCFF141JNT","ENCFF142JBX","ENCFF173BUC","ENCFF193SNN","ENCFF221MGJ","ENCFF232KAH","ENCFF234YBT","ENCFF236XAZ","ENCFF253QQP","ENCFF259RDK","ENCFF320PKO","ENCFF327MSC","ENCFF358DZO","ENCFF360VMU","ENCFF420DDS","ENCFF465UUK","ENCFF617OOI","ENCFF621JGB","ENCFF627RSK","ENCFF652IOK","ENCFF687CBZ","ENCFF694DLB","ENCFF800QOA","ENCFF817JQF","ENCFF881KZL","ENCFF884CMO","ENCFF895RKW","ENCFF951CQG","-","-","-","-","-","-","-","-","-","-","ATF1","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR159OCC","ENCFF034UVN","ENCFF145VGS","ENCFF171JNY","ENCFF278PDS","ENCFF285JRI","ENCFF303IEO","ENCFF371ACU","ENCFF452EXE","ENCFF488MSR","ENCFF655IXP","ENCFF659EGI","ENCFF665DEC","ENCFF669VAO","ENCFF773PIL","ENCFF869DSO","ENCFF901VBK","ENCFF911VQF","ENCFF953TOA","-","-","-","-","ENCFF012AHM","ENCFF012UHY","ENCFF025MSY","ENCFF030HWZ","ENCFF035SSG","ENCFF048FKQ","ENCFF089SHU","ENCFF189NGD","ENCFF217XJC","ENCFF219KKZ","ENCFF282LOA","ENCFF313YNI","ENCFF389TPP","ENCFF522YTF","ENCFF539RBU","ENCFF551NSK","ENCFF582KSF","ENCFF583CJG","ENCFF624BVW","ENCFF644UJA","ENCFF647MTJ","ENCFF676NKZ","ENCFF715PLB","ENCFF834FKS","ENCFF882VHN","ENCFF924GPK","ENCFF924IKO","ENCFF929LAL","ENCFF948LKX","ENCFF979VRQ","ENCFF982WDO","ENCFF991VTY","-","-","-","-","-","-","-","-","-","-","ATF1","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR047BUZ","ENCFF020WZU","ENCFF038AZR","ENCFF064LQT","ENCFF094SIR","ENCFF102GFZ","ENCFF162LPM","ENCFF292VLY","ENCFF302VUU","ENCFF304ESI","ENCFF348FOO","ENCFF439FZI","ENCFF560YTN","ENCFF636FZP","ENCFF688PTB","ENCFF899XCN","ENCFF927QKB","ENCFF965MLE","ENCFF965STA","-","-","-","-","ENCFF050YFJ","ENCFF086NHZ","ENCFF089BQU","ENCFF102LXY","ENCFF145FBE","ENCFF215NMU","ENCFF215TZZ","ENCFF227XIC","ENCFF310XTT","ENCFF383EBJ","ENCFF474JRH","ENCFF500CKC","ENCFF502ZTC","ENCFF515EMR","ENCFF587TVU","ENCFF641UFE","ENCFF655HJQ","ENCFF677NPO","ENCFF680ZBS","ENCFF731IFM","ENCFF737KKO","ENCFF749LDF","ENCFF750HPK","ENCFF760SZQ","ENCFF833DCJ","ENCFF884DFM","ENCFF924LKA","ENCFF952FPA","ENCFF955VER","ENCFF988QIB","ENCFF994LMJ","ENCFF995IHH","-","-","-","-","-","-","-","-","-","-","ATF2","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR908HWZ","ENCFF378OOB","ENCFF562SBY","ENCFF570ISH","ENCFF600DDT","ENCFF695IEA","ENCFF899JAX","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF085MLO","ENCFF193MKJ","ENCFF376YOD","ENCFF448DMG","ENCFF520FIM","ENCFF522LHU","ENCFF549AAF","ENCFF578ZBI","ENCFF716DLY","ENCFF865OTB","ENCFF879THN","ENCFF902XRD","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ATF2","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR014ARU","ENCFF196NUG","ENCFF382OON","ENCFF592YZS","ENCFF611KGQ","ENCFF615KUV","ENCFF777WHE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF042SWX","ENCFF121HYT","ENCFF195DMR","ENCFF226QRR","ENCFF289VCS","ENCFF367LGX","ENCFF418KEX","ENCFF507XJO","ENCFF516SIV","ENCFF559LTZ","ENCFF650ZJR","ENCFF888JJI","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ATF2","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR869IUD","ENCFF108ANM","ENCFF195JHD","ENCFF258YFT","ENCFF402HVB","ENCFF421GGZ","ENCFF425JAF","ENCFF442OVV","ENCFF450LDD","ENCFF454KQY","ENCFF493JDA","ENCFF596FVK","ENCFF670UKL","ENCFF708ZKW","ENCFF749BWV","ENCFF756FDX","ENCFF779GBL","ENCFF809RKN","ENCFF820RPX","-","-","-","-","ENCFF024MYW","ENCFF113CTE","ENCFF114DXW","ENCFF114FHE","ENCFF119DRS","ENCFF129HSC","ENCFF138RAD","ENCFF139ZZG","ENCFF182PYD","ENCFF192ASP","ENCFF207FUE","ENCFF413RJJ","ENCFF513RYS","ENCFF514CKE","ENCFF525YRJ","ENCFF538KAC","ENCFF581SVN","ENCFF640LNW","ENCFF673TEA","ENCFF706LIU","ENCFF759MWN","ENCFF764SAO","ENCFF784QTQ","ENCFF787FOY","ENCFF803FHN","ENCFF826QEY","ENCFF831DRR","ENCFF842UTR","ENCFF856ICQ","ENCFF911YYM","ENCFF968KBN","ENCFF992RYP","-","-","-","-","-","-","-","-","-","-","ATF2","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR000BUG","ENCFF000OXV","ENCFF000OXW","ENCFF030SQU","ENCFF065RTZ","ENCFF283VCQ","ENCFF388DEA","ENCFF655VRQ","ENCFF995NRA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF000OXR","ENCFF000OXS","ENCFF001UDK","ENCFF001UDL","ENCFF088WVX","ENCFF212XVU","ENCFF350ZQI","ENCFF568GAB","ENCFF588RQY","ENCFF651BYX","ENCFF723BYF","ENCFF759DAM","ENCFF787MEC","ENCFF868BGR","ENCFF976FTM","ENCFF994EFT","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ATF3","HCT116","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; peaks","fold change over control; raw signal; signal p-value"
"ENCSR000BKE","ENCFF000PFI","ENCFF000PFK","ENCFF044VQF","ENCFF047ANU","ENCFF078LMQ","ENCFF115JHP","ENCFF197JBM","ENCFF202LXJ","ENCFF442FFR","ENCFF461IPU","ENCFF489XNA","ENCFF555KCH","ENCFF595XJR","ENCFF662YUV","ENCFF691DUF","ENCFF712DOG","ENCFF758YDB","ENCFF857XWV","ENCFF861JFK","ENCFF886OFY","-","-","ENCFF000PFF","ENCFF000PFG","ENCFF001UFE","ENCFF001UFF","ENCFF002CKB","ENCFF005HSF","ENCFF012VKK","ENCFF015XMO","ENCFF071HTP","ENCFF099WJB","ENCFF111YTB","ENCFF137OEY","ENCFF142PTR","ENCFF178SCT","ENCFF181HMS","ENCFF198OWC","ENCFF279ZSC","ENCFF291WLP","ENCFF326VNY","ENCFF414JVR","ENCFF416CBR","ENCFF440JOS","ENCFF454GXL","ENCFF480GLV","ENCFF630ZUD","ENCFF681PQB","ENCFF682NBP","ENCFF694YQT","ENCFF725ZKM","ENCFF736ETX","ENCFF743QEP","ENCFF753WNT","ENCFF764YXF","ENCFF857YVK","ENCFF881BHF","ENCFF908DFH","ENCFF928LDD","ENCFF981CRZ","-","-","-","-","ATF3","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; raw signal; signal p-value"
"ENCSR402ZCY","ENCFF020THR","ENCFF081VAO","ENCFF611GPN","ENCFF795MFC","ENCFF889OAM","ENCFF998VYA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF168ELE","ENCFF183CZJ","ENCFF296XNB","ENCFF343CSC","ENCFF349HIP","ENCFF432KKS","ENCFF628AVW","ENCFF680KBZ","ENCFF803MOB","ENCFF832LTU","ENCFF891BJN","ENCFF965JPT","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ATF3","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR000BNU","ENCFF000PVS","ENCFF000PVU","ENCFF102FPL","ENCFF159FEO","ENCFF235PHN","ENCFF281HBB","ENCFF301NGC","ENCFF363CMR","ENCFF369VMG","ENCFF394FKU","ENCFF507KDS","ENCFF508XVD","ENCFF619WVY","ENCFF719YFG","ENCFF738BYI","ENCFF813RAT","ENCFF862YKN","ENCFF928NKH","ENCFF932PBI","ENCFF979LFW","-","-","ENCFF000PVO","ENCFF000PVQ","ENCFF001UIW","ENCFF001UIY","ENCFF002CLN","ENCFF011BTB","ENCFF015HEH","ENCFF095QYP","ENCFF145FYQ","ENCFF146YXX","ENCFF251XOI","ENCFF265PTL","ENCFF344UMM","ENCFF355QAJ","ENCFF364WAT","ENCFF384SYF","ENCFF405NCV","ENCFF442BAV","ENCFF449TJA","ENCFF467WOR","ENCFF472AQO","ENCFF475TQE","ENCFF484BZA","ENCFF503PUI","ENCFF550IIR","ENCFF564VTA","ENCFF615EDN","ENCFF650KQD","ENCFF718VHT","ENCFF777FYO","ENCFF787GVU","ENCFF796WJW","ENCFF931FKR","ENCFF931LMI","ENCFF963WVL","ENCFF965VXT","ENCFF968XJD","ENCFF980RKS","-","-","-","-","ATF3","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; raw signal; signal p-value"
"ENCSR000DOG","ENCFF000YFL","ENCFF012OMP","ENCFF396ARW","ENCFF530FPT","ENCFF565RVW","ENCFF840BJJ","ENCFF867IDT","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF000YFK","ENCFF001VLY","ENCFF002CVN","ENCFF010LCX","ENCFF210JFM","ENCFF360BUQ","ENCFF588ACZ","ENCFF596TGH","ENCFF611FFO","ENCFF654BXG","ENCFF759NUR","ENCFF802GAH","ENCFF895RNS","ENCFF902TDN","ENCFF946MDJ","ENCFF959QRZ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ATF3","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks","fold change over control; signal; signal p-value"
"ENCSR028UIU","ENCFF042VZA","ENCFF096KZD","ENCFF098NBC","ENCFF131RIX","ENCFF139ZAI","ENCFF214WAD","ENCFF232TBZ","ENCFF255XDG","ENCFF466TUD","ENCFF481PMC","ENCFF547IWX","ENCFF594WSC","ENCFF690CDX","ENCFF741LHV","ENCFF783IOJ","ENCFF789LFO","ENCFF802GSI","ENCFF830BDI","-","-","-","-","ENCFF011BHF","ENCFF027EFG","ENCFF034DTN","ENCFF053UXK","ENCFF119XUN","ENCFF126UIS","ENCFF151HWD","ENCFF164BVB","ENCFF187HPQ","ENCFF217UTL","ENCFF225ALT","ENCFF239HDN","ENCFF263MQY","ENCFF292CHB","ENCFF360USH","ENCFF556SMM","ENCFF604FPV","ENCFF639UEY","ENCFF704UGS","ENCFF718BGA","ENCFF731SIP","ENCFF737ZGG","ENCFF803VVQ","ENCFF815VNX","ENCFF836ZXF","ENCFF902FQQ","ENCFF933VGF","ENCFF937OKC","ENCFF950AHH","ENCFF958KNK","ENCFF961WKS","ENCFF983STO","-","-","-","-","-","-","-","-","-","-","ATF3","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR568ZXG","ENCFF013BKC","ENCFF128MYV","ENCFF427TFZ","ENCFF561SGX","ENCFF616NTJ","ENCFF959OIP","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF122HFP","ENCFF246USC","ENCFF465XKG","ENCFF495DDK","ENCFF528ESS","ENCFF561JSP","ENCFF586SCK","ENCFF623NUQ","ENCFF659GZT","ENCFF687QUE","ENCFF806JZT","ENCFF878VTI","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ATF3","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR632DCH","ENCFF021ELR","ENCFF102TIK","ENCFF175VPS","ENCFF184UAJ","ENCFF185HDZ","ENCFF315EIP","ENCFF346EYF","ENCFF379BUH","ENCFF406SLT","ENCFF506QXK","ENCFF587RUL","ENCFF631QGM","ENCFF742PWS","ENCFF756NHY","ENCFF765INX","ENCFF804YSZ","ENCFF874UJI","ENCFF946HUI","-","-","-","-","ENCFF070EHR","ENCFF107DBQ","ENCFF228PSB","ENCFF250BQT","ENCFF265AHI","ENCFF274SLL","ENCFF281ART","ENCFF303DKR","ENCFF321TZS","ENCFF323BVF","ENCFF350SAF","ENCFF419WTZ","ENCFF435TZX","ENCFF447IHS","ENCFF492ZNK","ENCFF556ULA","ENCFF564FSG","ENCFF605TNJ","ENCFF638XGI","ENCFF680EQH","ENCFF680XCW","ENCFF711DLC","ENCFF742CLG","ENCFF751OAG","ENCFF786SIQ","ENCFF817YQL","ENCFF820BLL","ENCFF883RXL","ENCFF894JDF","ENCFF921JQW","ENCFF933NVI","ENCFF992ZDG","-","-","-","-","-","-","-","-","-","-","ATF3","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR288ZFV","ENCFF126KLU","ENCFF331YHG","ENCFF363AAW","ENCFF450YCE","ENCFF638NIK","ENCFF801ONC","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF010ZQO","ENCFF026GWX","ENCFF063OWC","ENCFF266GBP","ENCFF356MOV","ENCFF647WFG","ENCFF690CMF","ENCFF723GQW","ENCFF745RWL","ENCFF777ZEH","ENCFF901GEZ","ENCFF935TYN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ATF4","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR803PAI","ENCFF293BUC","ENCFF642KKC","ENCFF685GXV","ENCFF776CFO","ENCFF826PKE","ENCFF975HSZ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF014AKB","ENCFF244ROK","ENCFF387VTI","ENCFF391CWM","ENCFF401RCJ","ENCFF510BCH","ENCFF535BIN","ENCFF790XQI","ENCFF819ULE","ENCFF843PIU","ENCFF885VKD","ENCFF950ICB","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ATF4","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR965SHB","ENCFF034HKJ","ENCFF465MGA","ENCFF886RBI","ENCFF923EVB","ENCFF943ILJ","ENCFF975EWF","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF142BGV","ENCFF148EKP","ENCFF154STS","ENCFF357COB","ENCFF359LNM","ENCFF519GKM","ENCFF607BPI","ENCFF646IHV","ENCFF835SLY","ENCFF903ADR","ENCFF905VLK","ENCFF907SPZ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ATF4","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR044UJJ","ENCFF014DCU","ENCFF211RPU","ENCFF248TTI","ENCFF306ASX","ENCFF408CLF","ENCFF857TOC","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF030XBX","ENCFF036IAE","ENCFF250MUC","ENCFF271OYM","ENCFF291XES","ENCFF429QTL","ENCFF467EGX","ENCFF639COT","ENCFF743YVY","ENCFF768ZDS","ENCFF774BEC","ENCFF863MWE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ATF4","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR145TSJ","ENCFF079QLM","ENCFF104XHY","ENCFF111CNS","ENCFF113DJG","ENCFF195CWQ","ENCFF277AIV","ENCFF308UOK","ENCFF379IRY","ENCFF484GNY","ENCFF509CGW","ENCFF560GZS","ENCFF621LFU","ENCFF667AIA","ENCFF687LVP","ENCFF690OPQ","ENCFF703NOB","ENCFF742FPU","ENCFF891VJC","-","-","-","-","ENCFF003DIJ","ENCFF065FSR","ENCFF086TAD","ENCFF121PUN","ENCFF171DDY","ENCFF182MNO","ENCFF194ITG","ENCFF195QFE","ENCFF271QTZ","ENCFF335HBO","ENCFF336QRA","ENCFF391MYD","ENCFF483XFR","ENCFF491DNM","ENCFF521HYG","ENCFF548UHD","ENCFF592KPR","ENCFF662WXX","ENCFF674KTF","ENCFF710IEF","ENCFF719PKP","ENCFF771LVW","ENCFF786NCN","ENCFF806FBL","ENCFF827GWN","ENCFF872NFM","ENCFF881VCR","ENCFF903FJS","ENCFF921XMX","ENCFF939ZCA","ENCFF947KSU","ENCFF970NGB","-","-","-","-","-","-","-","-","-","-","ATF4","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR769CWW","ENCFF128PAW","ENCFF343EWX","ENCFF447ELF","ENCFF460UZH","ENCFF751AVO","ENCFF803JQQ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF008QTF","ENCFF015TZS","ENCFF154UJU","ENCFF232NCQ","ENCFF290YCU","ENCFF361ETY","ENCFF406IRW","ENCFF415HVQ","ENCFF463GXC","ENCFF660KDQ","ENCFF739XBN","ENCFF742DFZ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ATF6","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR125RFR","ENCFF111JKG","ENCFF208TJQ","ENCFF330SSW","ENCFF607PST","ENCFF711QUI","ENCFF918NNJ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF032AOW","ENCFF105WAC","ENCFF216AMJ","ENCFF326CBD","ENCFF342MAS","ENCFF358XIK","ENCFF442AGC","ENCFF549ZNP","ENCFF674HBS","ENCFF814ZYV","ENCFF863ZFH","ENCFF913KVF","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ATF6","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR516DDO","ENCFF108REV","ENCFF295IHP","ENCFF307ZOZ","ENCFF523YQA","ENCFF804KZO","ENCFF805BQR","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF127CWY","ENCFF189SUL","ENCFF203GOA","ENCFF276IMS","ENCFF277MGQ","ENCFF371GAP","ENCFF504GFG","ENCFF508TAJ","ENCFF565ZYL","ENCFF589EBD","ENCFF894YFW","ENCFF976WEW","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ATF7","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR545FXC","ENCFF062SPB","ENCFF129OZH","ENCFF245QLY","ENCFF301QRF","ENCFF317NDV","ENCFF356FSY","ENCFF373IBG","ENCFF464WQQ","ENCFF500BBK","ENCFF530QXA","ENCFF570XLJ","ENCFF670VDB","ENCFF684FDI","ENCFF693VZG","ENCFF729XPZ","ENCFF815TNX","ENCFF817EHK","ENCFF979IWQ","-","-","-","-","ENCFF078LOY","ENCFF096AMF","ENCFF140KMT","ENCFF200LFR","ENCFF302KGG","ENCFF314TQV","ENCFF321GWY","ENCFF360ULG","ENCFF374YBP","ENCFF399AQL","ENCFF406CRS","ENCFF470FKK","ENCFF480KLS","ENCFF498YGH","ENCFF510UKU","ENCFF538BAN","ENCFF543EHG","ENCFF556TCV","ENCFF658YLW","ENCFF678EWM","ENCFF684VZS","ENCFF716UCP","ENCFF753DBF","ENCFF755YFI","ENCFF788ONH","ENCFF789HVE","ENCFF793VQT","ENCFF833YAM","ENCFF896MJT","ENCFF907ZPT","ENCFF969EIO","ENCFF973VTV","-","-","-","-","-","-","-","-","-","-","ATF7","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
