ModelID	CellLineName	StrippedCellLineName	CCLEName	OncotreeLineage	OncotreePrimaryDisease	OncotreeSubtype	Gene	GeneEffect
ACH-000146	THP-1	THP1	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	MICA	-0.143730474102599
ACH-000146	THP-1	THP1	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	MICB	-0.181605063913763
ACH-000146	THP-1	THP1	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	ULBP1	0.00498563092223019
ACH-000146	THP-1	THP1	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	ULBP2	-0.0712377202874477
ACH-000146	THP-1	THP1	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	ULBP3	-0.00539085435538651
ACH-000146	THP-1	THP1	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	ULBP4	0.0659280754323511
ACH-000146	THP-1	THP1	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	ULBP5	-0.0752054349599193
ACH-000146	THP-1	THP1	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	ULBP6	-0.104690333010611
ACH-000152	M059K	M059K	M059K_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	MICA	-0.040340260750938
ACH-000152	M059K	M059K	M059K_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	MICB	-0.161788763743511
ACH-000152	M059K	M059K	M059K_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	ULBP1	-0.0537850870591513
ACH-000152	M059K	M059K	M059K_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	ULBP2	-0.146381705105279
ACH-000152	M059K	M059K	M059K_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	ULBP3	0.0890688701825203
ACH-000152	M059K	M059K	M059K_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	ULBP4	0.000170860688322422
ACH-000152	M059K	M059K	M059K_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	ULBP5	0.0403612065980836
ACH-000152	M059K	M059K	M059K_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	ULBP6	0.066435890917307
ACH-000160	BT-12	BT12	BT12_SOFT_TISSUE	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor	MICA	0.18790975678872
ACH-000160	BT-12	BT12	BT12_SOFT_TISSUE	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor	MICB	-0.170662638669617
ACH-000160	BT-12	BT12	BT12_SOFT_TISSUE	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor	ULBP1	-0.0438426368754949
ACH-000160	BT-12	BT12	BT12_SOFT_TISSUE	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor	ULBP2	-0.329766636353119
ACH-000160	BT-12	BT12	BT12_SOFT_TISSUE	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor	ULBP3	-0.328013018746176
ACH-000160	BT-12	BT12	BT12_SOFT_TISSUE	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor	ULBP4	0.182921583552361
ACH-000160	BT-12	BT12	BT12_SOFT_TISSUE	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor	ULBP5	-0.0569369843292321
ACH-000160	BT-12	BT12	BT12_SOFT_TISSUE	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor	ULBP6	0.193863425082477
ACH-000204	LP-1	LP1	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	MICA	0.0251485770111753
ACH-000204	LP-1	LP1	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	MICB	-0.259885202954886
ACH-000204	LP-1	LP1	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	ULBP1	-0.143681776037528
ACH-000204	LP-1	LP1	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	ULBP2	0.12360976131592
ACH-000204	LP-1	LP1	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	ULBP3	-0.186979236030112
ACH-000204	LP-1	LP1	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	ULBP4	0.262205269905113
ACH-000204	LP-1	LP1	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	ULBP5	-0.0117302887707217
ACH-000204	LP-1	LP1	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	ULBP6	0.108686963893324
ACH-000208	U-178	U178	U178_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	MICA	0.163688541378796
ACH-000208	U-178	U178	U178_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	MICB	0.111557884692998
ACH-000208	U-178	U178	U178_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	ULBP1	0.322416233822393
ACH-000208	U-178	U178	U178_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	ULBP2	-0.102018169316399
ACH-000208	U-178	U178	U178_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	ULBP3	-0.49446972210666
ACH-000208	U-178	U178	U178_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	ULBP4	0.262750759798636
ACH-000208	U-178	U178	U178_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	ULBP5	0.207663387421622
ACH-000208	U-178	U178	U178_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	ULBP6	0.111029889371893
ACH-000217	JHH-6	JHH6	JHH6_LIVER	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	MICA	-0.0162946709745954
ACH-000217	JHH-6	JHH6	JHH6_LIVER	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	MICB	-0.210121657446909
ACH-000217	JHH-6	JHH6	JHH6_LIVER	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	ULBP1	0.0986643741085312
ACH-000217	JHH-6	JHH6	JHH6_LIVER	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	ULBP2	-0.188281351716176
ACH-000217	JHH-6	JHH6	JHH6_LIVER	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	ULBP3	0.0627618204440429
ACH-000217	JHH-6	JHH6	JHH6_LIVER	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	ULBP4	0.192428334492155
ACH-000217	JHH-6	JHH6	JHH6_LIVER	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	ULBP5	0.00760007248513674
ACH-000217	JHH-6	JHH6	JHH6_LIVER	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	ULBP6	-0.0921329046238552
ACH-000232	U-251 MG	U251MG	U251MG_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	MICA	0.124989256149941
ACH-000232	U-251 MG	U251MG	U251MG_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	MICB	-0.301948331648325
ACH-000232	U-251 MG	U251MG	U251MG_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	ULBP1	0.0776673137005949
ACH-000232	U-251 MG	U251MG	U251MG_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	ULBP2	-0.119572661409249
ACH-000232	U-251 MG	U251MG	U251MG_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	ULBP3	-0.157657920033617
ACH-000232	U-251 MG	U251MG	U251MG_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	ULBP4	0.274260985058288
ACH-000232	U-251 MG	U251MG	U251MG_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	ULBP5	-0.0596774078480979
ACH-000232	U-251 MG	U251MG	U251MG_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	ULBP6	-0.0625786284690484
ACH-000242	RT4	RT4	RT4_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	MICA	-0.136228175568235
ACH-000242	RT4	RT4	RT4_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	MICB	-0.821954564991015
ACH-000242	RT4	RT4	RT4_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	ULBP1	0.17010259063178
ACH-000242	RT4	RT4	RT4_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	ULBP2	-0.163900666336707
ACH-000242	RT4	RT4	RT4_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	ULBP3	-0.323423710405021
ACH-000242	RT4	RT4	RT4_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	ULBP4	0.24835539999051
ACH-000242	RT4	RT4	RT4_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	ULBP5	0.00648968116484651
ACH-000242	RT4	RT4	RT4_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	ULBP6	-0.260711865553871
ACH-000243	DAN-G	DANG	DANG_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	MICA	-0.0323216662970107
ACH-000243	DAN-G	DANG	DANG_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	MICB	-0.0684313912549969
ACH-000243	DAN-G	DANG	DANG_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	ULBP1	0.190614954845329
ACH-000243	DAN-G	DANG	DANG_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	ULBP2	-0.055370631837131
ACH-000243	DAN-G	DANG	DANG_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	ULBP3	0.0496010212731018
ACH-000243	DAN-G	DANG	DANG_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	ULBP4	0.161353773353228
ACH-000243	DAN-G	DANG	DANG_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	ULBP5	-0.00314308458452469
ACH-000243	DAN-G	DANG	DANG_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	ULBP6	-0.0386749423370456
ACH-000273	SF539	SF539	SF539_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Gliosarcoma	MICA	-0.037005981611895
ACH-000273	SF539	SF539	SF539_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Gliosarcoma	MICB	-0.231205478782542
ACH-000273	SF539	SF539	SF539_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Gliosarcoma	ULBP1	0.210426711830329
ACH-000273	SF539	SF539	SF539_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Gliosarcoma	ULBP2	-0.247082001014337
ACH-000273	SF539	SF539	SF539_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Gliosarcoma	ULBP3	-0.103136434044978
ACH-000273	SF539	SF539	SF539_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Gliosarcoma	ULBP4	0.21690353840868
ACH-000273	SF539	SF539	SF539_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Gliosarcoma	ULBP5	0.0272191757511119
ACH-000273	SF539	SF539	SF539_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Gliosarcoma	ULBP6	-0.225598683659836
ACH-000310	IMR-32	IMR32	IMR32_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	MICA	-0.0617094771366536
ACH-000310	IMR-32	IMR32	IMR32_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	MICB	-0.142109952937161
ACH-000310	IMR-32	IMR32	IMR32_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	ULBP1	0.216631503531895
ACH-000310	IMR-32	IMR32	IMR32_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	ULBP2	-0.0641212522323329
ACH-000310	IMR-32	IMR32	IMR32_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	ULBP3	-0.319958252788156
ACH-000310	IMR-32	IMR32	IMR32_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	ULBP4	0.242920066572882
ACH-000310	IMR-32	IMR32	IMR32_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	ULBP5	-0.106365443439162
ACH-000310	IMR-32	IMR32	IMR32_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	ULBP6	-0.346073724819341
ACH-000337	NCI-H3122	NCIH3122	NCIH3122_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	MICA	0.209256450704107
ACH-000337	NCI-H3122	NCIH3122	NCIH3122_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	MICB	-0.0334488347359991
ACH-000337	NCI-H3122	NCIH3122	NCIH3122_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ULBP1	-0.0188170508721372
ACH-000337	NCI-H3122	NCIH3122	NCIH3122_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ULBP2	-0.351295574745464
ACH-000337	NCI-H3122	NCIH3122	NCIH3122_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ULBP3	-0.133241976399457
ACH-000337	NCI-H3122	NCIH3122	NCIH3122_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ULBP4	0.14175956002093
ACH-000337	NCI-H3122	NCIH3122	NCIH3122_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ULBP5	0.112233510099726
ACH-000337	NCI-H3122	NCIH3122	NCIH3122_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ULBP6	0.0482686070127569
ACH-000359	MG-63	MG63	MG63_BONE	Bone	Osteosarcoma	Osteosarcoma	MICA	0.174575071786421
ACH-000359	MG-63	MG63	MG63_BONE	Bone	Osteosarcoma	Osteosarcoma	MICB	-0.277385438722359
ACH-000359	MG-63	MG63	MG63_BONE	Bone	Osteosarcoma	Osteosarcoma	ULBP1	0.299760034852211
ACH-000359	MG-63	MG63	MG63_BONE	Bone	Osteosarcoma	Osteosarcoma	ULBP2	0.125173672657771
ACH-000359	MG-63	MG63	MG63_BONE	Bone	Osteosarcoma	Osteosarcoma	ULBP3	-0.283951196100921
ACH-000359	MG-63	MG63	MG63_BONE	Bone	Osteosarcoma	Osteosarcoma	ULBP4	0.087764046623879
ACH-000359	MG-63	MG63	MG63_BONE	Bone	Osteosarcoma	Osteosarcoma	ULBP5	-0.0254810504920703
ACH-000359	MG-63	MG63	MG63_BONE	Bone	Osteosarcoma	Osteosarcoma	ULBP6	-0.128662440011495
ACH-000376	SF-295	SF295	SF295_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	MICA	0.0387421517905538
ACH-000376	SF-295	SF295	SF295_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	MICB	-0.121151411067843
ACH-000376	SF-295	SF295	SF295_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	ULBP1	0.2486378191098
ACH-000376	SF-295	SF295	SF295_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	ULBP2	-0.188528313772242
ACH-000376	SF-295	SF295	SF295_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	ULBP3	-0.0609507932797473
ACH-000376	SF-295	SF295	SF295_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	ULBP4	0.160508251186248
ACH-000376	SF-295	SF295	SF295_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	ULBP5	0.0218756846513765
ACH-000376	SF-295	SF295	SF295_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	ULBP6	-0.0561023168153923
ACH-000396	J82	J82	J82_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	MICA	0.0472317535311724
ACH-000396	J82	J82	J82_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	MICB	-0.0515165312667396
ACH-000396	J82	J82	J82_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	ULBP1	0.0736243562811432
ACH-000396	J82	J82	J82_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	ULBP2	-0.215928897071046
ACH-000396	J82	J82	J82_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	ULBP3	0.174543289235405
ACH-000396	J82	J82	J82_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	ULBP4	0.272682938261137
ACH-000396	J82	J82	J82_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	ULBP5	0.214775458164045
ACH-000396	J82	J82	J82_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	ULBP6	0.030493992373957
ACH-000404	K029AX	K029AX	K029AX_SKIN	Skin	Melanoma	Cutaneous Melanoma	MICA	-0.244322806258901
ACH-000404	K029AX	K029AX	K029AX_SKIN	Skin	Melanoma	Cutaneous Melanoma	MICB	-0.311199828922813
ACH-000404	K029AX	K029AX	K029AX_SKIN	Skin	Melanoma	Cutaneous Melanoma	ULBP1	0.178424381790688
ACH-000404	K029AX	K029AX	K029AX_SKIN	Skin	Melanoma	Cutaneous Melanoma	ULBP2	-0.000978009694146922
ACH-000404	K029AX	K029AX	K029AX_SKIN	Skin	Melanoma	Cutaneous Melanoma	ULBP3	-0.133265441691864
ACH-000404	K029AX	K029AX	K029AX_SKIN	Skin	Melanoma	Cutaneous Melanoma	ULBP4	0.273296062972563
ACH-000404	K029AX	K029AX	K029AX_SKIN	Skin	Melanoma	Cutaneous Melanoma	ULBP5	-0.0295474284464722
ACH-000404	K029AX	K029AX	K029AX_SKIN	Skin	Melanoma	Cutaneous Melanoma	ULBP6	-0.0502071919129345
ACH-000421	SW837	SW837	SW837_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma	MICA	0.0946387548264868
ACH-000421	SW837	SW837	SW837_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma	MICB	-0.214167703116629
ACH-000421	SW837	SW837	SW837_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma	ULBP1	0.212244800488882
ACH-000421	SW837	SW837	SW837_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma	ULBP2	0.173831813302239
ACH-000421	SW837	SW837	SW837_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma	ULBP3	-0.0723271124087572
ACH-000421	SW837	SW837	SW837_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma	ULBP4	0.068822630536992
ACH-000421	SW837	SW837	SW837_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma	ULBP5	0.00908636112102686
ACH-000421	SW837	SW837	SW837_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma	ULBP6	0.0536694312377169
ACH-000430	TYK-nu	TYKNU	TYKNU_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	MICA	0.251337646415239
ACH-000430	TYK-nu	TYKNU	TYKNU_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	MICB	-0.244901970667382
ACH-000430	TYK-nu	TYKNU	TYKNU_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	ULBP1	-0.00469186931696083
ACH-000430	TYK-nu	TYKNU	TYKNU_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	ULBP3	-0.0839711452559962
ACH-000430	TYK-nu	TYKNU	TYKNU_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	ULBP4	0.145473344277663
ACH-000437	SW 1088	SW1088	SW1088_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	MICA	0.0357538942380071
ACH-000437	SW 1088	SW1088	SW1088_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	MICB	-0.131513634516896
ACH-000437	SW 1088	SW1088	SW1088_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	ULBP1	0.107467071031456
ACH-000437	SW 1088	SW1088	SW1088_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	ULBP2	-0.210796574281239
ACH-000437	SW 1088	SW1088	SW1088_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	ULBP3	-0.049781847254057
ACH-000437	SW 1088	SW1088	SW1088_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	ULBP4	0.140615467480894
ACH-000437	SW 1088	SW1088	SW1088_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	ULBP5	-0.0984536616046263
ACH-000437	SW 1088	SW1088	SW1088_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma	ULBP6	-0.128301257022862
ACH-000475	huH-1	HUH1	HUH1_LIVER	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	MICA	0.0547868478603714
ACH-000475	huH-1	HUH1	HUH1_LIVER	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	MICB	-0.152077674397656
ACH-000475	huH-1	HUH1	HUH1_LIVER	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	ULBP1	0.10905820525086
ACH-000475	huH-1	HUH1	HUH1_LIVER	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	ULBP2	-0.185490497278931
ACH-000475	huH-1	HUH1	HUH1_LIVER	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	ULBP3	0.00653541527917091
ACH-000475	huH-1	HUH1	HUH1_LIVER	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	ULBP4	0.154259402430081
ACH-000475	huH-1	HUH1	HUH1_LIVER	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	ULBP5	-0.0210322769741935
ACH-000475	huH-1	HUH1	HUH1_LIVER	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	ULBP6	-0.106433202235007
ACH-000484	VMRC-RCW	VMRCRCW	VMRCRCW_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma	MICA	0.167885903819259
ACH-000484	VMRC-RCW	VMRCRCW	VMRCRCW_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma	MICB	-0.259794963084795
ACH-000484	VMRC-RCW	VMRCRCW	VMRCRCW_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma	ULBP1	0.173506577079
ACH-000484	VMRC-RCW	VMRCRCW	VMRCRCW_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma	ULBP2	-0.127235223279403
ACH-000484	VMRC-RCW	VMRCRCW	VMRCRCW_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma	ULBP3	-0.535531861735579
ACH-000484	VMRC-RCW	VMRCRCW	VMRCRCW_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma	ULBP4	0.256536081474883
ACH-000484	VMRC-RCW	VMRCRCW	VMRCRCW_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma	ULBP5	0.0206211158745936
ACH-000484	VMRC-RCW	VMRCRCW	VMRCRCW_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma	ULBP6	-0.0546622552261219
ACH-000495	TUHR4TKB	TUHR4TKB	TUHR4TKB_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma	MICA	0.0377533604543929
ACH-000495	TUHR4TKB	TUHR4TKB	TUHR4TKB_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma	MICB	-0.11914036623151
ACH-000495	TUHR4TKB	TUHR4TKB	TUHR4TKB_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma	ULBP1	0.401745344973426
ACH-000495	TUHR4TKB	TUHR4TKB	TUHR4TKB_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma	ULBP2	0.0508135158054319
ACH-000495	TUHR4TKB	TUHR4TKB	TUHR4TKB_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma	ULBP3	0.0261496631402823
