ModelID	CellLineName	StrippedCellLineName	CCLEName	OncotreeLineage	OncotreePrimaryDisease	OncotreeSubtype	Gene	GeneEffect
ACH-001605	no.10	NO10	NO10_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	ULBP3	-0.0176661668172269
ACH-001605	no.10	NO10	NO10_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	ULBP4	0.270373370262444
ACH-001619	OCUG-1	OCUG1	OCUG1_BILIARY_TRACT	Biliary Tract	Intracholecystic Papillary Neoplasm	Gallbladder Adenocarcinoma, NOS	MICA	0.0233908633791704
ACH-001619	OCUG-1	OCUG1	OCUG1_BILIARY_TRACT	Biliary Tract	Intracholecystic Papillary Neoplasm	Gallbladder Adenocarcinoma, NOS	MICB	-0.529526523784108
ACH-001619	OCUG-1	OCUG1	OCUG1_BILIARY_TRACT	Biliary Tract	Intracholecystic Papillary Neoplasm	Gallbladder Adenocarcinoma, NOS	ULBP1	0.150173448721971
ACH-001619	OCUG-1	OCUG1	OCUG1_BILIARY_TRACT	Biliary Tract	Intracholecystic Papillary Neoplasm	Gallbladder Adenocarcinoma, NOS	ULBP2	0.00180471825925337
ACH-001619	OCUG-1	OCUG1	OCUG1_BILIARY_TRACT	Biliary Tract	Intracholecystic Papillary Neoplasm	Gallbladder Adenocarcinoma, NOS	ULBP3	-0.201834149862783
ACH-001619	OCUG-1	OCUG1	OCUG1_BILIARY_TRACT	Biliary Tract	Intracholecystic Papillary Neoplasm	Gallbladder Adenocarcinoma, NOS	ULBP4	0.22962163394643
ACH-001619	OCUG-1	OCUG1	OCUG1_BILIARY_TRACT	Biliary Tract	Intracholecystic Papillary Neoplasm	Gallbladder Adenocarcinoma, NOS	ULBP5	0.0769717554749173
ACH-001619	OCUG-1	OCUG1	OCUG1_BILIARY_TRACT	Biliary Tract	Intracholecystic Papillary Neoplasm	Gallbladder Adenocarcinoma, NOS	ULBP6	-0.21489029066839
ACH-001623	Onda 8	ONDA8	ONDA8_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	MICA	-0.0756459329472569
ACH-001623	Onda 8	ONDA8	ONDA8_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	MICB	0.0288976754530758
ACH-001623	Onda 8	ONDA8	ONDA8_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	ULBP1	0.212496198919638
ACH-001623	Onda 8	ONDA8	ONDA8_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	ULBP2	-0.127575404244042
ACH-001623	Onda 8	ONDA8	ONDA8_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	ULBP3	0.16860448642303
ACH-001623	Onda 8	ONDA8	ONDA8_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	ULBP4	0.195024664787528
ACH-001623	Onda 8	ONDA8	ONDA8_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	ULBP5	0.226366873537273
ACH-001623	Onda 8	ONDA8	ONDA8_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma	ULBP6	-0.0888009220847791
ACH-001625	OSC-19	OSC19	OSC19_UPPER_AERODIGESTIVE_TRACT	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	MICA	0.272926308948899
ACH-001625	OSC-19	OSC19	OSC19_UPPER_AERODIGESTIVE_TRACT	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	MICB	-0.0019564600373497
ACH-001625	OSC-19	OSC19	OSC19_UPPER_AERODIGESTIVE_TRACT	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	ULBP1	-0.0307995858162871
ACH-001625	OSC-19	OSC19	OSC19_UPPER_AERODIGESTIVE_TRACT	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	ULBP3	0.139746773297987
ACH-001625	OSC-19	OSC19	OSC19_UPPER_AERODIGESTIVE_TRACT	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	ULBP4	0.478042592317452
ACH-001639	ROS-50	ROS50	ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	MICA	0.152696481440977
ACH-001639	ROS-50	ROS50	ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	MICB	-0.252050599597385
ACH-001639	ROS-50	ROS50	ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	ULBP1	0.352409078698708
ACH-001639	ROS-50	ROS50	ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	ULBP3	-0.0328864878137655
ACH-001639	ROS-50	ROS50	ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	ULBP4	0.325293946868116
ACH-001647	SHI-1	SHI1	SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	MICA	-0.0656111409356288
ACH-001647	SHI-1	SHI1	SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	MICB	-0.106958808609102
ACH-001647	SHI-1	SHI1	SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	ULBP1	-0.00159613660637506
ACH-001647	SHI-1	SHI1	SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	ULBP2	0.0635897946358572
ACH-001647	SHI-1	SHI1	SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	ULBP3	0.178600986052172
ACH-001647	SHI-1	SHI1	SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	ULBP4	0.057091282945776
ACH-001647	SHI-1	SHI1	SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	ULBP5	-0.00933662838924438
ACH-001647	SHI-1	SHI1	SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	ULBP6	-0.241940263152056
ACH-001668	SUSA	SUSA	SUSA_TESTIS	Testis	Non-Seminomatous Germ Cell Tumor	Teratoma	MICA	-0.00067955810939991
ACH-001668	SUSA	SUSA	SUSA_TESTIS	Testis	Non-Seminomatous Germ Cell Tumor	Teratoma	MICB	-0.0157763305145296
ACH-001668	SUSA	SUSA	SUSA_TESTIS	Testis	Non-Seminomatous Germ Cell Tumor	Teratoma	ULBP1	-0.00266214580169317
ACH-001668	SUSA	SUSA	SUSA_TESTIS	Testis	Non-Seminomatous Germ Cell Tumor	Teratoma	ULBP2	-0.0111939576456524
ACH-001668	SUSA	SUSA	SUSA_TESTIS	Testis	Non-Seminomatous Germ Cell Tumor	Teratoma	ULBP3	0.0665757090376843
ACH-001668	SUSA	SUSA	SUSA_TESTIS	Testis	Non-Seminomatous Germ Cell Tumor	Teratoma	ULBP4	0.552556826467442
ACH-001668	SUSA	SUSA	SUSA_TESTIS	Testis	Non-Seminomatous Germ Cell Tumor	Teratoma	ULBP5	0.152037645744093
ACH-001668	SUSA	SUSA	SUSA_TESTIS	Testis	Non-Seminomatous Germ Cell Tumor	Teratoma	ULBP6	-0.13496444424956
ACH-001685	U-HO1	UHO1	UHO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Hodgkin Lymphoma	Hodgkin Lymphoma	MICA	0.12147610785411
ACH-001685	U-HO1	UHO1	UHO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Hodgkin Lymphoma	Hodgkin Lymphoma	MICB	-0.337293229500787
ACH-001685	U-HO1	UHO1	UHO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Hodgkin Lymphoma	Hodgkin Lymphoma	ULBP1	0.0777761035111637
ACH-001685	U-HO1	UHO1	UHO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Hodgkin Lymphoma	Hodgkin Lymphoma	ULBP2	0.0417629641465695
ACH-001685	U-HO1	UHO1	UHO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Hodgkin Lymphoma	Hodgkin Lymphoma	ULBP3	-0.0597082704339106
ACH-001685	U-HO1	UHO1	UHO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Hodgkin Lymphoma	Hodgkin Lymphoma	ULBP4	0.250706799483485
ACH-001685	U-HO1	UHO1	UHO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Hodgkin Lymphoma	Hodgkin Lymphoma	ULBP5	0.021853050713586
ACH-001685	U-HO1	UHO1	UHO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Hodgkin Lymphoma	Hodgkin Lymphoma	ULBP6	0.0125271470586874
ACH-001814	OS252	OS252	OS252_BONE	Bone	Osteosarcoma	Osteosarcoma	MICA	0.00180623756198148
ACH-001814	OS252	OS252	OS252_BONE	Bone	Osteosarcoma	Osteosarcoma	MICB	0.0330848442074838
ACH-001814	OS252	OS252	OS252_BONE	Bone	Osteosarcoma	Osteosarcoma	ULBP1	-0.0228761432718931
ACH-001814	OS252	OS252	OS252_BONE	Bone	Osteosarcoma	Osteosarcoma	ULBP2	-0.0950129383170048
ACH-001814	OS252	OS252	OS252_BONE	Bone	Osteosarcoma	Osteosarcoma	ULBP3	-0.366833176591306
ACH-001814	OS252	OS252	OS252_BONE	Bone	Osteosarcoma	Osteosarcoma	ULBP4	0.128014507113576
ACH-001814	OS252	OS252	OS252_BONE	Bone	Osteosarcoma	Osteosarcoma	ULBP5	-0.200998401372163
ACH-001814	OS252	OS252	OS252_BONE	Bone	Osteosarcoma	Osteosarcoma	ULBP6	-0.0876932242928986
ACH-001864	YSCCC	YSCCC	YSCCC_BILIARY_TRACT	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma	MICA	-0.1180037819372
ACH-001864	YSCCC	YSCCC	YSCCC_BILIARY_TRACT	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma	MICB	-0.310342530395257
ACH-001864	YSCCC	YSCCC	YSCCC_BILIARY_TRACT	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma	ULBP1	0.208083848823594
ACH-001864	YSCCC	YSCCC	YSCCC_BILIARY_TRACT	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma	ULBP2	-0.0293309809613836
ACH-001864	YSCCC	YSCCC	YSCCC_BILIARY_TRACT	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma	ULBP3	-0.149938255928328
ACH-001864	YSCCC	YSCCC	YSCCC_BILIARY_TRACT	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma	ULBP4	0.260183340175918
ACH-001864	YSCCC	YSCCC	YSCCC_BILIARY_TRACT	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma	ULBP5	-0.0843284165378425
ACH-001864	YSCCC	YSCCC	YSCCC_BILIARY_TRACT	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma	ULBP6	-0.173938550414173
ACH-001999	950-5-BIK	9505BIK	9505BIK_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	MICA	0.0345159288389394
ACH-001999	950-5-BIK	9505BIK	9505BIK_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	MICB	-0.317795127064062
ACH-001999	950-5-BIK	9505BIK	9505BIK_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	ULBP1	0.165879283080625
ACH-001999	950-5-BIK	9505BIK	9505BIK_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	ULBP2	-0.0299160214760993
ACH-001999	950-5-BIK	9505BIK	9505BIK_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	ULBP3	0.192490925248768
ACH-001999	950-5-BIK	9505BIK	9505BIK_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	ULBP4	0.195237254656788
ACH-001999	950-5-BIK	9505BIK	9505BIK_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	ULBP5	-0.0513392085988104
ACH-001999	950-5-BIK	9505BIK	9505BIK_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	ULBP6	0.00791672247910664
ACH-002048	RMS-YM	RMSYM	RMSYM_SOFT_TISSUE	Soft Tissue	Rhabdomyosarcoma	Embryonal Rhabdomyosarcoma	MICA	0.0604563107214485
ACH-002048	RMS-YM	RMSYM	RMSYM_SOFT_TISSUE	Soft Tissue	Rhabdomyosarcoma	Embryonal Rhabdomyosarcoma	MICB	-0.205945593261738
ACH-002048	RMS-YM	RMSYM	RMSYM_SOFT_TISSUE	Soft Tissue	Rhabdomyosarcoma	Embryonal Rhabdomyosarcoma	ULBP1	0.10197098425401
ACH-002048	RMS-YM	RMSYM	RMSYM_SOFT_TISSUE	Soft Tissue	Rhabdomyosarcoma	Embryonal Rhabdomyosarcoma	ULBP2	0.0612575915436765
ACH-002048	RMS-YM	RMSYM	RMSYM_SOFT_TISSUE	Soft Tissue	Rhabdomyosarcoma	Embryonal Rhabdomyosarcoma	ULBP3	0.0987419871430243
ACH-002048	RMS-YM	RMSYM	RMSYM_SOFT_TISSUE	Soft Tissue	Rhabdomyosarcoma	Embryonal Rhabdomyosarcoma	ULBP4	0.0885377496835253
ACH-002048	RMS-YM	RMSYM	RMSYM_SOFT_TISSUE	Soft Tissue	Rhabdomyosarcoma	Embryonal Rhabdomyosarcoma	ULBP5	0.020243757291213
ACH-002048	RMS-YM	RMSYM	RMSYM_SOFT_TISSUE	Soft Tissue	Rhabdomyosarcoma	Embryonal Rhabdomyosarcoma	ULBP6	-0.0231021949815412
ACH-002051	Lu-134-A	LU134A	LU134A_LUNG	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	MICA	0.172466225952655
ACH-002051	Lu-134-A	LU134A	LU134A_LUNG	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	MICB	-0.291901705665275
ACH-002051	Lu-134-A	LU134A	LU134A_LUNG	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	ULBP1	-0.0957809872817496
ACH-002051	Lu-134-A	LU134A	LU134A_LUNG	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	ULBP2	0.046056787359224
ACH-002051	Lu-134-A	LU134A	LU134A_LUNG	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	ULBP3	-0.101061537036062
ACH-002051	Lu-134-A	LU134A	LU134A_LUNG	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	ULBP4	0.290978950435562
ACH-002051	Lu-134-A	LU134A	LU134A_LUNG	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	ULBP5	0.0791833931062545
ACH-002051	Lu-134-A	LU134A	LU134A_LUNG	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	ULBP6	-0.0610798556470006
ACH-002055	TL-1	TL1	TL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma	MICA	0.329918497856133
ACH-002055	TL-1	TL1	TL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma	MICB	-0.0455283861207226
ACH-002055	TL-1	TL1	TL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma	ULBP1	-0.0513623496035328
ACH-002055	TL-1	TL1	TL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma	ULBP2	-0.227188474971841
ACH-002055	TL-1	TL1	TL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma	ULBP3	-0.212435685017847
ACH-002055	TL-1	TL1	TL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma	ULBP4	0.224593112175878
ACH-002055	TL-1	TL1	TL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma	ULBP5	0.129852835650357
ACH-002055	TL-1	TL1	TL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma	ULBP6	-0.280389689867342
ACH-002070	HKBMM	HKBMM	HKBMM_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Meningothelial Tumor	Meningioma	MICA	0.0107145757303413
ACH-002070	HKBMM	HKBMM	HKBMM_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Meningothelial Tumor	Meningioma	MICB	-0.208183064321942
ACH-002070	HKBMM	HKBMM	HKBMM_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Meningothelial Tumor	Meningioma	ULBP1	0.230182148881821
ACH-002070	HKBMM	HKBMM	HKBMM_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Meningothelial Tumor	Meningioma	ULBP2	-0.0755122884687405
ACH-002070	HKBMM	HKBMM	HKBMM_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Meningothelial Tumor	Meningioma	ULBP3	-0.0783025044185531
ACH-002070	HKBMM	HKBMM	HKBMM_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Meningothelial Tumor	Meningioma	ULBP4	0.160976059987591
ACH-002070	HKBMM	HKBMM	HKBMM_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Meningothelial Tumor	Meningioma	ULBP5	0.0445485389647532
ACH-002070	HKBMM	HKBMM	HKBMM_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Meningothelial Tumor	Meningioma	ULBP6	-0.00260095215665977
ACH-002080	TN-2	TN2	TN2_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	MICA	0.0615427425141558
ACH-002080	TN-2	TN2	TN2_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	MICB	-0.364774078197873
ACH-002080	TN-2	TN2	TN2_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	ULBP1	0.151373582361126
ACH-002080	TN-2	TN2	TN2_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	ULBP2	-0.0424879608060484
ACH-002080	TN-2	TN2	TN2_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	ULBP3	-0.0806592408027741
ACH-002080	TN-2	TN2	TN2_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	ULBP4	0.173467399780555
ACH-002080	TN-2	TN2	TN2_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	ULBP5	-0.0594906691645744
ACH-002080	TN-2	TN2	TN2_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	ULBP6	-0.10795322056121
ACH-002140	Hey	HEY	HEY_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	MICA	0.131013142653184
ACH-002140	Hey	HEY	HEY_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	MICB	-0.0830917362924073
ACH-002140	Hey	HEY	HEY_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	ULBP1	0.0387231383964945
ACH-002140	Hey	HEY	HEY_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	ULBP3	-0.137734172028005
ACH-002140	Hey	HEY	HEY_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	ULBP4	0.240399532454485
ACH-002142	HuO-3N1	HUO3N1	HUO3N1_BONE	Bone	Osteosarcoma	Osteosarcoma	MICA	-0.00191091332774469
ACH-002142	HuO-3N1	HUO3N1	HUO3N1_BONE	Bone	Osteosarcoma	Osteosarcoma	MICB	-0.224622539626527
ACH-002142	HuO-3N1	HUO3N1	HUO3N1_BONE	Bone	Osteosarcoma	Osteosarcoma	ULBP1	0.175710105018282
ACH-002142	HuO-3N1	HUO3N1	HUO3N1_BONE	Bone	Osteosarcoma	Osteosarcoma	ULBP2	-0.165563715279163
ACH-002142	HuO-3N1	HUO3N1	HUO3N1_BONE	Bone	Osteosarcoma	Osteosarcoma	ULBP3	-0.101703298565022
ACH-002142	HuO-3N1	HUO3N1	HUO3N1_BONE	Bone	Osteosarcoma	Osteosarcoma	ULBP4	0.159220082920014
ACH-002161	MKN28	MKN28	MKN28_STOMACH	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Tubular Stomach Adenocarcinoma	MICA	-0.0536770070090124
ACH-002161	MKN28	MKN28	MKN28_STOMACH	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Tubular Stomach Adenocarcinoma	MICB	-0.185381886971644
ACH-002161	MKN28	MKN28	MKN28_STOMACH	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Tubular Stomach Adenocarcinoma	ULBP1	-0.154169227923464
ACH-002161	MKN28	MKN28	MKN28_STOMACH	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Tubular Stomach Adenocarcinoma	ULBP3	-0.0938597659305415
ACH-002161	MKN28	MKN28	MKN28_STOMACH	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Tubular Stomach Adenocarcinoma	ULBP4	0.206029780814908
ACH-002183	OVMIU	OVMIU	OVMIU_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	MICA	0.286551001186647
ACH-002183	OVMIU	OVMIU	OVMIU_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	MICB	-0.342712743368332
ACH-002183	OVMIU	OVMIU	OVMIU_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	ULBP1	0.562697313558183
ACH-002183	OVMIU	OVMIU	OVMIU_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	ULBP3	0.0214819789215413
ACH-002183	OVMIU	OVMIU	OVMIU_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	ULBP4	0.251987570612874
ACH-002189	RCC-FG2	RCCFG2	RCCFG2_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	MICA	0.00361887792905553
ACH-002189	RCC-FG2	RCCFG2	RCCFG2_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	MICB	-0.23293999057267
ACH-002189	RCC-FG2	RCCFG2	RCCFG2_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	ULBP1	0.192209833526392
ACH-002189	RCC-FG2	RCCFG2	RCCFG2_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	ULBP3	0.0251743244579589
ACH-002189	RCC-FG2	RCCFG2	RCCFG2_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	ULBP4	0.161158986805974
ACH-002247	IM-9	IM9	IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Non-Cancerous	Immortalized Blood	MICA	0.10204079799302
ACH-002247	IM-9	IM9	IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Non-Cancerous	Immortalized Blood	MICB	-0.312803724170414
ACH-002247	IM-9	IM9	IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Non-Cancerous	Immortalized Blood	ULBP1	0.2553735948242
ACH-002247	IM-9	IM9	IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Non-Cancerous	Immortalized Blood	ULBP3	0.088194649925117
ACH-002247	IM-9	IM9	IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Non-Cancerous	Immortalized Blood	ULBP4	0.0196095675967714
ACH-002296	PCI-38	PCI38	PCI38_UPPER_AERODIGESTIVE_TRACT	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	MICA	-0.0539034377401108
ACH-002296	PCI-38	PCI38	PCI38_UPPER_AERODIGESTIVE_TRACT	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	MICB	-0.478330930032311
ACH-002296	PCI-38	PCI38	PCI38_UPPER_AERODIGESTIVE_TRACT	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	ULBP1	0.0975136552921752
ACH-002296	PCI-38	PCI38	PCI38_UPPER_AERODIGESTIVE_TRACT	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	ULBP3	-0.136576962566332
ACH-002296	PCI-38	PCI38	PCI38_UPPER_AERODIGESTIVE_TRACT	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	ULBP4	0.152411244712965
ACH-002687	WM3772F	WM3772F	WM3772F_EYE	Eye	Ocular Melanoma	Uveal Melanoma	MICA	0.232868264236734
ACH-002687	WM3772F	WM3772F	WM3772F_EYE	Eye	Ocular Melanoma	Uveal Melanoma	MICB	-0.297094598026993
ACH-002687	WM3772F	WM3772F	WM3772F_EYE	Eye	Ocular Melanoma	Uveal Melanoma	ULBP1	-0.0806700835775447
ACH-002687	WM3772F	WM3772F	WM3772F_EYE	Eye	Ocular Melanoma	Uveal Melanoma	ULBP2	0.0153897612177387
ACH-002687	WM3772F	WM3772F	WM3772F_EYE	Eye	Ocular Melanoma	Uveal Melanoma	ULBP3	0.0141976133667518
ACH-002687	WM3772F	WM3772F	WM3772F_EYE	Eye	Ocular Melanoma	Uveal Melanoma	ULBP4	0.0697991573407416
