TF	High	Low	log2FC_High_vs_Low	diff_High_minus_Low	Regulation
TET1	2.26343943501862e-05	4.28747987300259e-05	-0.921610186218006	-2.02404043798397e-05	Higher in Low / Lower in High
ZNF284	4.8992091149453e-05	9.25859293171063e-05	-0.918242698955061	-4.35938381676533e-05	Higher in Low / Lower in High
SALL2	0.000737434311176216	0.00138113142641515	-0.905264071172588	-0.000643697115238933	Higher in Low / Lower in High
ZBTB3	0.000351933428212141	0.00065901157347059	-0.905001056623618	-0.000307078145258449	Higher in Low / Lower in High
SPIB	0.000509227951070547	0.000946886247495584	-0.894879379874548	-0.000437658296425036	Higher in Low / Lower in High
ZNF382	0.000137105495223342	0.000254879514105654	-0.894528539585914	-0.000117774018882312	Higher in Low / Lower in High
BATF	0.000212372966753975	0.000394786266528841	-0.894471354399611	-0.000182413299774865	Higher in Low / Lower in High
ZFP64	0.00223099722523148	0.00414077274065567	-0.892211275912694	-0.00190977551542419	Higher in Low / Lower in High
ARID5A	5.90760393057825e-05	0.000109622657498357	-0.891899877930188	-5.05466181925743e-05	Higher in Low / Lower in High
LEF1	0.00038400979421204	0.000709195890148163	-0.885040895940915	-0.000325186095936123	Higher in Low / Lower in High
ZNF736	7.35150178491838e-05	0.000135443628785985	-0.881580731191038	-6.19286109368016e-05	Higher in Low / Lower in High
SOX11	5.032078733982e-05	9.24714724846109e-05	-0.877852559576728	-4.2150685144791e-05	Higher in Low / Lower in High
ZKSCAN7	3.54791668369546e-05	6.4777545653435e-05	-0.868519836962376	-2.92983788164804e-05	Higher in Low / Lower in High
ZNF135	0.000114257700793882	0.000207378143647569	-0.859971880198521	-9.31204428536876e-05	Higher in Low / Lower in High
RXRG	0.000155314805317811	0.00028103673888774	-0.855562964823425	-0.000125721933569929	Higher in Low / Lower in High
POU6F2	3.37931321308859e-05	6.10905312471614e-05	-0.854216805113315	-2.72973991162754e-05	Higher in Low / Lower in High
ZNF433	3.04571904114156e-05	5.49444488025963e-05	-0.851188754328434	-2.44872583911806e-05	Higher in Low / Lower in High
TERF2	6.57342656533516e-05	0.000118206988839022	-0.84659684818209	-5.24727231856705e-05	Higher in Low / Lower in High
HES6	9.01376127882557e-05	0.000161302177622321	-0.839564062029536	-7.1164564834065e-05	Higher in Low / Lower in High
HNF1A	0.000155672574735682	0.000277994488836069	-0.836541071155916	-0.000122321914100387	Higher in Low / Lower in High
STAT5A	7.7086686640184e-05	0.000137561750333986	-0.835524930986849	-6.04750636938018e-05	Higher in Low / Lower in High
KLF2	0.00262980422653389	0.00468157205406474	-0.832037635272565	-0.00205176782753085	Higher in Low / Lower in High
NKX2-1	0.000201195423830064	0.000350432227958481	-0.80053766344564	-0.000149236804128417	Higher in Low / Lower in High
HNF4A	0.000670477563569204	0.001166956337764	-0.799489530747346	-0.0004964787741948	Higher in Low / Lower in High
GFI1	0.000352964886693302	0.000613891526140693	-0.798458912129211	-0.000260926639447391	Higher in Low / Lower in High
PPARA	0.000176429855875182	0.000306259884149606	-0.795661341571135	-0.000129830028274424	Higher in Low / Lower in High
ZNF486	0.000390225153893748	0.00067604737014549	-0.792817405336306	-0.000285822216251742	Higher in Low / Lower in High
ZNF660	4.66994080120902e-05	8.08889116206033e-05	-0.792536381893487	-3.41895036085131e-05	Higher in Low / Lower in High
TFAP2D	0.000152055191470299	0.000262455803009946	-0.787479023676836	-0.000110400611539647	Higher in Low / Lower in High
ZNF790	0.000221398419061069	0.000382052946039582	-0.787127390787782	-0.000160654526978513	Higher in Low / Lower in High
DMRT3	1.15698184910271e-05	1.98726119283204e-05	-0.780410062473508	-8.30279343729328e-06	Higher in Low / Lower in High
PROX2	1.66005949319286e-05	2.83771906227136e-05	-0.773493215461754	-1.1776595690785e-05	Higher in Low / Lower in High
ZBTB45	5.88093321005111e-05	9.96232127611124e-05	-0.760435826529276	-4.08138806606013e-05	Higher in Low / Lower in High
MLXIPL	0.000301536269827548	0.000508050450931986	-0.752640028647887	-0.000206514181104438	Higher in Low / Lower in High
TPRX1	2.27200864789072e-05	3.80114037878689e-05	-0.742461425348146	-1.52913173089617e-05	Higher in Low / Lower in High
FOXN3	0.000582578393899323	0.000974319021576588	-0.741941934973272	-0.000391740627677265	Higher in Low / Lower in High
ZNF490	0.000295043818485954	0.000490442764720075	-0.733155354648608	-0.000195398946234121	Higher in Low / Lower in High
ZNF891	0.000620989355271937	0.00102921660036102	-0.728906095907061	-0.000408227245089085	Higher in Low / Lower in High
CARF	0.000121358279819055	0.000200271537398002	-0.722684389895529	-7.89132575789475e-05	Higher in Low / Lower in High
DMRTC2	2.04948792292195e-05	3.37896566064029e-05	-0.721315430687406	-1.32947773771834e-05	Higher in Low / Lower in High
ZNF140	0.000763095974541207	0.00125316992467078	-0.715645556219538	-0.000490073950129575	Higher in Low / Lower in High
ZNF528	0.000404446501059181	0.000663038733117897	-0.713144132424528	-0.000258592232058715	Higher in Low / Lower in High
ZNF101	0.00066690376716594	0.001092564485774	-0.71216784564581	-0.000425660718608058	Higher in Low / Lower in High
ZBTB16	2.72389294601892e-05	4.45605709903849e-05	-0.710095656464715	-1.73216415301956e-05	Higher in Low / Lower in High
ZNF708	0.000399465869996199	0.000652937388271655	-0.708872268868706	-0.000253471518275456	Higher in Low / Lower in High
HMX2	3.22522470138155e-05	5.2717092729418e-05	-0.708869396944443	-2.04648457156025e-05	Higher in Low / Lower in High
ZNF784	0.000203789882961196	0.000332861770308916	-0.707840478252162	-0.00012907188734772	Higher in Low / Lower in High
ZNF549	0.000226585646740547	0.000370039622929521	-0.707623037087148	-0.000143453976188975	Higher in Low / Lower in High
MEIS1	0.000383928747506255	0.000624474779412917	-0.701804573132324	-0.000240546031906662	Higher in Low / Lower in High
ZBTB32	4.10125641399575e-05	6.63480795140407e-05	-0.693987418260146	-2.53355153740832e-05	Higher in Low / Lower in High
ZNF627	8.45560802667823e-05	0.000136722287875248	-0.693267388083087	-5.21662076084657e-05	Higher in Low / Lower in High
ZIC1	0.000374667389613419	0.000604190131576153	-0.689392060488462	-0.000229522741962734	Higher in Low / Lower in High
NKX6-3	1.21534362252867e-05	1.95195972624673e-05	-0.683554532527743	-7.36616103718067e-06	Higher in Low / Lower in High
POU4F1	9.70985678740925e-05	0.0001556492649507	-0.680776282499819	-5.85506970766072e-05	Higher in Low / Lower in High
RORA	0.000232272798497775	0.000372166846267788	-0.680129098265576	-0.000139894047770013	Higher in Low / Lower in High
ZNF441	0.00135243388943245	0.00216500237609745	-0.678810495275833	-0.000812568486665003	Higher in Low / Lower in High
NR6A1	0.000216140982250208	0.000345496837345738	-0.676699608506004	-0.00012935585509553	Higher in Low / Lower in High
IRF5	0.000127895574793667	0.000203910797838731	-0.67297140534285	-7.60152230450645e-05	Higher in Low / Lower in High
ZNF10	0.000484717104289821	0.00077174693547762	-0.670984746357787	-0.000287029831187799	Higher in Low / Lower in High
ZNF716	4.63009495165353e-05	7.36063933687108e-05	-0.668788146852261	-2.73054438521755e-05	Higher in Low / Lower in High
TBX6	6.23082572667231e-05	9.86418536254674e-05	-0.662775691549158	-3.63335963587442e-05	Higher in Low / Lower in High
OTX1	0.000141504759752495	0.000223395822437823	-0.658751252184105	-8.18910626853277e-05	Higher in Low / Lower in High
ZNF136	0.000255058026592207	0.000401683113883301	-0.655232105003133	-0.000146625087291094	Higher in Low / Lower in High
RXRB	0.000792799645949468	0.00124447270996378	-0.650506304411863	-0.000451673064014314	Higher in Low / Lower in High
ZNF628	6.34069139226409e-05	9.94963845892476e-05	-0.650003116793011	-3.60894706666067e-05	Higher in Low / Lower in High
IRF8	8.05285879567632e-05	0.00012616818023308	-0.647774517178153	-4.56395922763168e-05	Higher in Low / Lower in High
HSFY2	9.44679979392029e-06	1.47798386822384e-05	-0.645727423872817	-5.33303888831812e-06	Higher in Low / Lower in High
ZNF662	0.000160379430701886	0.000250488275684641	-0.643253632546633	-9.0108844982755e-05	Higher in Low / Lower in High
FOXA3	0.000230342430418794	0.000359661298275681	-0.642858511490612	-0.000129318867856887	Higher in Low / Lower in High
HAND2	9.81043933999884e-05	0.00015313359772218	-0.6424006673064	-5.50292043221912e-05	Higher in Low / Lower in High
TFEC	9.20767032764835e-05	0.000143314876184134	-0.638279724836093	-5.12381729076502e-05	Higher in Low / Lower in High
DNTTIP1	0.000177984294898781	0.000276301597106205	-0.634493667670164	-9.83173022074244e-05	Higher in Low / Lower in High
HEY1	0.000131162806581452	0.000203494501476901	-0.633630744191601	-7.23316948954489e-05	Higher in Low / Lower in High
PAX8	0.000289280381247856	0.000448589713036373	-0.632927875895864	-0.000159309331788518	Higher in Low / Lower in High
TCF4	0.000755578847533411	0.00117124007717741	-0.632382538480705	-0.000415661229644002	Higher in Low / Lower in High
OLIG1	8.58185317649854e-06	1.32464056382621e-05	-0.626233899334391	-4.66455246176357e-06	Higher in Low / Lower in High
ZNF730	8.55592288461187e-05	0.000131741518565969	-0.622714109457148	-4.61822897198502e-05	Higher in Low / Lower in High
ZFP69B	0.000498840224658658	0.000767562089033101	-0.621705551780825	-0.000268721864374443	Higher in Low / Lower in High
IRF2	0.000306756138718455	0.000471984800713147	-0.621648021718244	-0.000165228661994692	Higher in Low / Lower in High
IRF9	0.000221627418126468	0.000340976796573946	-0.621536967405781	-0.000119349378447477	Higher in Low / Lower in High
DMRTA2	1.3786351852049e-05	2.10841166761893e-05	-0.612912217754244	-7.29776482414026e-06	Higher in Low / Lower in High
MYF5	0.000106682735279485	0.000163151719607629	-0.612887005071327	-5.64689843281444e-05	Higher in Low / Lower in High
HNF4G	0.000341354654094849	0.000521059256728547	-0.610175882537007	-0.000179704602633698	Higher in Low / Lower in High
NR1H3	0.000331793695617459	0.000506443353243421	-0.61011428558637	-0.000174649657625962	Higher in Low / Lower in High
LIN28B	0.000242214591869845	0.00036925199945343	-0.608319747366427	-0.000127037407583585	Higher in Low / Lower in High
ZSCAN4	0.000142216670371038	0.000216762919507983	-0.608027049805434	-7.45462491369447e-05	Higher in Low / Lower in High
ZNF791	3.92642825164975e-05	5.98135034385172e-05	-0.607252425590863	-2.05492209220198e-05	Higher in Low / Lower in High
ZNF534	0.000240647827467932	0.000366589884668683	-0.607243373187688	-0.000125942057200752	Higher in Low / Lower in High
EMX1	1.99973516530313e-05	3.04616770535002e-05	-0.607183943097634	-1.04643254004689e-05	Higher in Low / Lower in High
HMGA2	2.2422156617465e-05	3.41327252302979e-05	-0.606228352676429	-1.17105686128328e-05	Higher in Low / Lower in High
SOHLH2	5.86087095758145e-05	8.89204957312886e-05	-0.601400079311763	-3.03117861554741e-05	Higher in Low / Lower in High
ZNF596	0.00131562548068738	0.00199046332556696	-0.597355397440222	-0.000674837844879579	Higher in Low / Lower in High
GATA2	0.000314975720329272	0.000475763799892037	-0.595004724963593	-0.000160788079562765	Higher in Low / Lower in High
SOX1	2.90796486543874e-05	4.39045744147594e-05	-0.594359748235088	-1.4824925760372e-05	Higher in Low / Lower in High
LHX4	3.90291112869323e-05	5.89224594244143e-05	-0.594265789514556	-1.98933481374819e-05	Higher in Low / Lower in High
NR2C1	0.000903218274869111	0.00136319817947228	-0.593848678433149	-0.000459979904603171	Higher in Low / Lower in High
GCM1	0.00013054184194623	0.000196831798544187	-0.592450636385362	-6.62899565979568e-05	Higher in Low / Lower in High
FOXQ1	8.74623798446957e-05	0.000131346279891551	-0.586640278932382	-4.3883900046855e-05	Higher in Low / Lower in High
KLF9	0.00206395985145607	0.00309450975773223	-0.584295940385563	-0.00103054990627616	Higher in Low / Lower in High
DPF1	4.86898995607018e-05	7.29425562284008e-05	-0.583137249206685	-2.42526566676989e-05	Higher in Low / Lower in High
ZNF443	0.000295795698199049	0.000442105951699091	-0.57979092353715	-0.000146310253500043	Higher in Low / Lower in High
LYL1	0.000485322538459334	0.000725141760453317	-0.57931910114102	-0.000239819221993983	Higher in Low / Lower in High
PHF1	9.07639032172996e-05	0.000135571214216097	-0.578859801547641	-4.48073109987978e-05	Higher in Low / Lower in High
E2F2	0.00122732550759801	0.00181347380005704	-0.563237937292845	-0.00058614829245903	Higher in Low / Lower in High
AIRE	2.98125133858121e-05	4.4042963964964e-05	-0.562991988945241	-1.42304505791519e-05	Higher in Low / Lower in High
LBX2	0.000123427034948159	0.00018226816417733	-0.56240378701088	-5.88411292291708e-05	Higher in Low / Lower in High
ZNF90	0.000126184645341578	0.000186137900350015	-0.560835102458436	-5.99532550084373e-05	Higher in Low / Lower in High
ARID3A	0.000309555977536571	0.000455984060391652	-0.558782925995027	-0.00014642808285508	Higher in Low / Lower in High
ZBTB7C	0.000517573640058529	0.000761389736343769	-0.556870890032483	-0.000243816096285241	Higher in Low / Lower in High
ZNF554	0.000650997399013128	0.000956428494855151	-0.555005262826742	-0.000305431095842023	Higher in Low / Lower in High
FBXL19	3.00068686172828e-05	4.40359740999795e-05	-0.553388274161546	-1.40291054826968e-05	Higher in Low / Lower in High
DUX4	2.32770874774627e-05	3.41570771694669e-05	-0.55327200047298	-1.08799896920043e-05	Higher in Low / Lower in High
ZBTB7B	0.000473632982508961	0.00069349201703616	-0.550109629032207	-0.000219859034527199	Higher in Low / Lower in High
ZSCAN9	3.66243027983429e-05	5.36212131194953e-05	-0.550001314588358	-1.69969103211525e-05	Higher in Low / Lower in High
HMBOX1	0.000113637321146666	0.000166284612930308	-0.549217546363382	-5.26472917836421e-05	Higher in Low / Lower in High
FOXO3	0.00132821362516961	0.00193262368864031	-0.541073512857063	-0.000604410063470706	Higher in Low / Lower in High
STAT4	0.000324722897192292	0.000472049973184314	-0.539730341745221	-0.000147327075992021	Higher in Low / Lower in High
ZFP57	0.000359215905893454	0.00052155077773991	-0.537956360858222	-0.000162334871846456	Higher in Low / Lower in High
FOXR1	5.42759678163104e-05	7.88039944604529e-05	-0.537954385988297	-2.45280266441425e-05	Higher in Low / Lower in High
ZNF181	0.000640938359378638	0.000930215587858994	-0.53737942969559	-0.000289277228480357	Higher in Low / Lower in High
ZNF597	0.000356514626825263	0.000516975945380073	-0.536135760919039	-0.00016046131855481	Higher in Low / Lower in High
ZBTB37	0.000625764639351089	0.000905696232491756	-0.533407047808014	-0.000279931593140668	Higher in Low / Lower in High
TAL2	6.3222246585201e-05	9.13917935657883e-05	-0.531631620464079	-2.81695469805874e-05	Higher in Low / Lower in High
GSC2	3.27958154777624e-05	4.74014246652099e-05	-0.531417316449334	-1.46056091874475e-05	Higher in Low / Lower in High
MAFB	0.000121278663906537	0.000175153430891257	-0.530293116978234	-5.38747669847196e-05	Higher in Low / Lower in High
ZNF664	8.96378482343362e-05	0.000129091979410882	-0.526218953385106	-3.94541311765461e-05	Higher in Low / Lower in High
ZNF561	0.000522766592642883	0.000750085153877348	-0.520887355341826	-0.000227318561234466	Higher in Low / Lower in High
TGIF2LX	2.81871767646241e-05	4.04242911264173e-05	-0.520181941269156	-1.22371143617932e-05	Higher in Low / Lower in High
MYOG	0.000199595884192859	0.000285969800114055	-0.518780609096068	-8.63739159211959e-05	Higher in Low / Lower in High
ZNF571	0.0024351660618424	0.00348411458326819	-0.516771895587091	-0.00104894852142578	Higher in Low / Lower in High
NFATC2	0.000328326236532834	0.000468374164179787	-0.51253132645566	-0.000140047927646953	Higher in Low / Lower in High
FOXD4L5	1.01136480964146e-05	1.44272223080745e-05	-0.512485811629956	-4.31357421165994e-06	Higher in Low / Lower in High
THRB	0.00133109507579622	0.00189840396069635	-0.512173361246821	-0.000567308884900128	Higher in Low / Lower in High
ZNF701	0.000296407859875916	0.000422592476965326	-0.511683234926421	-0.00012618461708941	Higher in Low / Lower in High
PKNOX2	3.22933742490746e-05	4.59447982741231e-05	-0.50866201374707	-1.36514240250485e-05	Higher in Low / Lower in High
CREB3L2	0.000179273568967486	0.000254865459031444	-0.507572823348969	-7.55918900639583e-05	Higher in Low / Lower in High
POU3F2	0.000134960287675952	0.000191043329477138	-0.501364617283926	-5.6083041801186e-05	Higher in Low / Lower in High
GSX1	2.2050690504693e-05	3.10927368371892e-05	-0.495751874510423	-9.04204633249613e-06	Higher in Low / Lower in High
PGR	0.000114765024215188	0.000161734954316487	-0.494948110791576	-4.69699301012992e-05	Higher in Low / Lower in High
ZNF100	0.00229929652620647	0.00323794045662147	-0.493883903971255	-0.000938643930414995	Higher in Low / Lower in High
EGR1	0.00305701864525284	0.00429995620062081	-0.492196599465003	-0.00124293755536798	Higher in Low / Lower in High
FOXP3	7.22883720214876e-05	0.00010165945703403	-0.491908348247832	-2.93710850125428e-05	Higher in Low / Lower in High
ZNF552	0.000319230460500162	0.0004483325017783	-0.489970642977729	-0.000129102041278139	Higher in Low / Lower in High
MYCN	0.00017982831386671	0.000252218432452748	-0.488053293040226	-7.23901185860377e-05	Higher in Low / Lower in High
RHOXF2	2.32896506726062e-05	3.26295754680524e-05	-0.486489443656638	-9.33992479544615e-06	Higher in Low / Lower in High
STAT5B	0.000314253550150303	0.000440162703593226	-0.486107731885977	-0.000125909153442923	Higher in Low / Lower in High
IKZF5	0.000130618888965035	0.00018282056511928	-0.485064508074338	-5.22016761542449e-05	Higher in Low / Lower in High
ZSCAN1	0.000119668993396149	0.000167093653310905	-0.481607200656839	-4.74246599147562e-05	Higher in Low / Lower in High
NR3C2	3.53553426583249e-05	4.92822485800896e-05	-0.479138687876562	-1.39269059217647e-05	Higher in Low / Lower in High
ZNF718	0.000306023443421922	0.000426508807195502	-0.478933222469252	-0.00012048536377358	Higher in Low / Lower in High
ZNF423	1.39467586710304e-05	1.93935909316144e-05	-0.475647185296377	-5.44683226058402e-06	Higher in Low / Lower in High
STAT3	0.00105738247875251	0.00147033298743538	-0.475645555993069	-0.000412950508682871	Higher in Low / Lower in High
ZNF18	0.000466712176374649	0.000648686823560739	-0.474988940425561	-0.00018197464718609	Higher in Low / Lower in High
TCF3	0.00258853704491734	0.00359678369401255	-0.474570419659641	-0.00100824664909522	Higher in Low / Lower in High
STAT1	0.000255945033523811	0.000355094379708255	-0.472368356874115	-9.91493461844444e-05	Higher in Low / Lower in High
MESP2	2.1899485152947e-05	3.02714075386531e-05	-0.467056983103691	-8.37192238570616e-06	Higher in Low / Lower in High
ZKSCAN1	0.000229894063981136	0.00031762319381931	-0.466346877826523	-8.77291298381741e-05	Higher in Low / Lower in High
NEUROG3	9.87782695637212e-06	1.36118858559565e-05	-0.46259735165952	-3.73405889958441e-06	Higher in Low / Lower in High
ZNF521	6.13021507507419e-05	8.44205670837974e-05	-0.461656185029319	-2.31184163330555e-05	Higher in Low / Lower in High
GSX2	2.46567039732623e-05	3.39124103188988e-05	-0.459831772453079	-9.25570634563646e-06	Higher in Low / Lower in High
FOXD4L4	1.04784078418371e-05	1.44066115999201e-05	-0.459307781960338	-3.928203758083e-06	Higher in Low / Lower in High
ZNF740	0.00229418241810167	0.00315052434225125	-0.457611830047607	-0.000856341924149579	Higher in Low / Lower in High
