	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low
HINFP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIVEP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIVEP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIVEP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HKR1	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	6.56361786617321e-5	1.7315417647878473e-4	1.7315417647878473e-4	1.7315417647878473e-4	1.7315417647878473e-4	1.7315417647878473e-4	1.7315417647878473e-4	1.7315417647878473e-4	1.7315417647878473e-4	1.7315417647878473e-4	1.7315417647878473e-4	1.7315417647878473e-4	1.7315417647878473e-4	1.7315417647878473e-4	1.7315417647878473e-4	1.7315417647878473e-4
HLF	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	4.036624987693194e-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HLX	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	1.5293229628171034e-2	7.445629588585634e-3	7.445629588585634e-3	7.445629588585634e-3	7.445629588585634e-3	7.445629588585634e-3	7.445629588585634e-3	7.445629588585634e-3	7.445629588585634e-3	7.445629588585634e-3	7.445629588585634e-3	7.445629588585634e-3	7.445629588585634e-3	7.445629588585634e-3	7.445629588585634e-3	7.445629588585634e-3
HMBOX1	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	7.876341439401191e-4	2.0778501177443065e-4	2.0778501177443065e-4	2.0778501177443065e-4	2.0778501177443065e-4	2.0778501177443065e-4	2.0778501177443065e-4	2.0778501177443065e-4	2.0778501177443065e-4	2.0778501177443065e-4	2.0778501177443065e-4	2.0778501177443065e-4	2.0778501177443065e-4	2.0778501177443065e-4	2.0778501177443065e-4	2.0778501177443065e-4
HMG20A	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	4.309015129139182e-2	0.9304612827261394	0.9304612827261394	0.9304612827261394	0.9304612827261394	0.9304612827261394	0.9304612827261394	0.9304612827261394	0.9304612827261394	0.9304612827261394	0.9304612827261394	0.9304612827261394	0.9304612827261394	0.9304612827261394	0.9304612827261394	0.9304612827261394
HMG20B	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	2.2250664566308975e-2	0.8302050145449509	0.8302050145449509	0.8302050145449509	0.8302050145449509	0.8302050145449509	0.8302050145449509	0.8302050145449509	0.8302050145449509	0.8302050145449509	0.8302050145449509	0.8302050145449509	0.8302050145449509	0.8302050145449509	0.8302050145449509	0.8302050145449509
HMGA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMGA2	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.9995077286600375	0.4875675301288267	0.4875675301288267	0.4875675301288267	0.4875675301288267	0.4875675301288267	0.4875675301288267	0.4875675301288267	0.4875675301288267	0.4875675301288267	0.4875675301288267	0.4875675301288267	0.4875675301288267	0.4875675301288267	0.4875675301288267	0.4875675301288267
HMX1	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	0.6885235141610055	4.959135614351018e-2	4.959135614351018e-2	4.959135614351018e-2	4.959135614351018e-2	4.959135614351018e-2	4.959135614351018e-2	4.959135614351018e-2	4.959135614351018e-2	4.959135614351018e-2	4.959135614351018e-2	4.959135614351018e-2	4.959135614351018e-2	4.959135614351018e-2	4.959135614351018e-2	4.959135614351018e-2
HMX2	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	0.46920022316300747	9.107909682781523e-3	9.107909682781523e-3	9.107909682781523e-3	9.107909682781523e-3	9.107909682781523e-3	9.107909682781523e-3	9.107909682781523e-3	9.107909682781523e-3	9.107909682781523e-3	9.107909682781523e-3	9.107909682781523e-3	9.107909682781523e-3	9.107909682781523e-3	9.107909682781523e-3	9.107909682781523e-3
HMX3	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.9584522989071577	0.5518423604377338	0.5518423604377338	0.5518423604377338	0.5518423604377338	0.5518423604377338	0.5518423604377338	0.5518423604377338	0.5518423604377338	0.5518423604377338	0.5518423604377338	0.5518423604377338	0.5518423604377338	0.5518423604377338	0.5518423604377338	0.5518423604377338
HNF1A	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	9.845426799248713e-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNF1B	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	3.281808933086605e-5	1.3852334118302778e-4	1.3852334118302778e-4	1.3852334118302778e-4	1.3852334118302778e-4	1.3852334118302778e-4	1.3852334118302778e-4	1.3852334118302778e-4	1.3852334118302778e-4	1.3852334118302778e-4	1.3852334118302778e-4	1.3852334118302778e-4	1.3852334118302778e-4	1.3852334118302778e-4	1.3852334118302778e-4	1.3852334118302778e-4
HNF4A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNF4G	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HOMEZ	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
HOXA1	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	6.957434938137941e-3	1.0077573071062496e-2	1.0077573071062496e-2	1.0077573071062496e-2	1.0077573071062496e-2	1.0077573071062496e-2	1.0077573071062496e-2	1.0077573071062496e-2	1.0077573071062496e-2	1.0077573071062496e-2	1.0077573071062496e-2	1.0077573071062496e-2	1.0077573071062496e-2	1.0077573071062496e-2	1.0077573071062496e-2	1.0077573071062496e-2
