SYMBOL,D1_UTD,D2_UTD,D3_UTD,D1_NKG2D,D2_NKG2D,D3_NKG2D,D1_N_1012,D2_N_1012,D3_N_1012,D1_NZ,D2_NZ,D3_NZ,D1_NZ_10,D3_NZ_10,D1_N_10Z,D2_N_10Z,D3_N_10Z
NAB1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NACA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NACA3P,0,2,0,0,1,0,0,3,0,0,1,0,0,0,0,2.002,0
NACA4P,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NACAD,0,2,0,0,0,0,0,0,2,1,4,0,0,5,0,1,3
NACAP10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NACAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NACAP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NACAP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NACAP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NACC1,1084,3033.6059999999998,871,1773.197,430,346,1056.888,974,3381.248,2367.198,2941.87,5808.95,543,7325.745,1076.605,2716.7679999999996,6848.296
NACC2,230,442.028,166,239,74,84,74,34,176,81,80,219,64,447,65,93,290
NAF1,60,335.12499999999994,117,206,103,66,237.00000000000003,174,649.9999999999999,494,181,675,163,875,194,191.99999999999997,1487.3430000000003
NAIF1,314,1065,391,365.403,283,230,238,329,458,415,452,704,123,876,150,343,1042
NAIP,43.564,133.09699999999998,58.775000000000006,26.896,22,31.990000000000002,2.412,28.570999999999998,33.588,6.244,39.230999999999995,80.816,16.098,67.59,10,16.714,36.533
NAIPP3,0,0,0,34.854,2,0,0,0,0,0,0,0,8.75,0,0,0,0
NALF1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
NALF2,1,1,0,0,1,0,3,1,18,8,1,15,4,25,3,2,17
NAMPTP1,0,155.435,24.015,0,72.081,31.272,0,72.607,435.678,1.086,149.002,440.545,0,721.772,0,193.888,1163.958
NAMPTP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAMPTP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANOGNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANOGNBP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANOGP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANOGP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NANOGP8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
NANOS1,4,10,7,1,8,4,5,8,10,6,6,16,12,33,5,12,33
NANOS2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANOS3,9,6,5,1,3,11,23.999999999999996,13,12,19,22,16,16,39,11,9,45.999
NANP,51,209,66,110,81,63,118,118,252,177,79,182,61,296,78,76,455
NAP1L1P1,1,1,1,1,2,1,1,1,1,2,3.001,1,0,1,0,0,2
NAP1L1P3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NAP1L2,29,75,20,42,27,23,26,9,10,22,23,29,12,46,12,28,57
NAP1L4P3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2
NAP1L5,104,266,53,157,82,44,107,84,176,153,146,255,64,302,76,126,420
NAP1L5P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAPA,1499.172,5386.963999999999,2222.0529999999994,1925.8359999999998,1627.0610000000001,1435.931,1270.649,1678.041,2680.6130000000003,1665.6970000000001,2762.9960000000005,3305.716,593,4934.168,814.0009999999999,2327.9640000000004,5069.192
NAPGP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAPSA,70,101.123,8,71.999,16,0,136.999,71.44500000000001,34,95.982,33.861000000000004,38.964,121,71.711,72,28.987,77.00000000000001
NARS1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAT14,300,473.637,122,277.999,204,105,364.008,208,338,507.00000000000006,306.99999999999994,468.99999999999994,236.999,979.9999999999999,188,259,760
NAT16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NAT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAT8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAT8L,22,279,4,28,70,2,40,48,117,78,25,142,28,458,38,39,282
NATD1,377,931,360,348,211,227,55,126,86,96,188,215,36,187,32,130,131
NBEAP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBEAP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBEAP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBPF10,90.976,213.754,109.771,112.512,6.432,23.217,6.537,42.876,101.93499999999999,29.901,123.29799999999999,387.168,34.523,215.89399999999998,20.337,106.889,118.335
NBPF11,28.387,120.506,56.446,34.519,10.905,9.213000000000001,4.913,24.113999999999997,21.992,14.992999999999999,54.03,64.614,16.144,51.052,10.46,40.687,33.723
NBPF12,62.936,322.947,189.117,119.038,37.235,72.89,10.641,66.536,63.464,13.47,167.18200000000002,203.133,32.663,143.364,11.993,144.80100000000002,83.905
NBPF14,215.419,695.6700000000001,275.367,399.77799999999996,112.966,133.92399999999998,88.68599999999999,156.36800000000002,297.72700000000003,130.404,590.992,1213.229,272.90900000000005,906.8089999999999,77.15499999999999,502.935,468.036
NBPF15,117.402,960.0790000000002,285.77299999999997,192.29999999999998,160.907,217.082,24.622,47.575,54.596000000000004,18.734,94.37699999999998,148.86,14.127,66.257,11.875,118.851,44.911
NBPF19,200.418,878.4870000000001,440.691,365.09000000000003,69.575,109.679,16.292,143.25,105.86500000000001,47.566,346.77,727.19,51.368,412.356,39.475,202.597,177.805
NBPF21P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBPF26,63.608,223.527,89.772,43.814,21.944,64.449,0,39.957,88.54400000000001,31.400000000000002,122.393,253.05,35.343,184.947,6.351,116.43800000000002,158.09699999999998
NBPF8,69.37,486.564,348.156,207.147,112.648,215.452,53.896,138.87099999999998,295.067,110.687,294.852,498.593,59.183,559.108,60.001999999999995,328.789,600.861
NBPF9,97.32300000000001,613.9929999999999,172.184,211.042,71.226,123.286,37.403999999999996,102.246,100.431,99.579,279.08,272.686,66.272,273.385,45.522000000000006,302.43899999999996,229.87400000000002
NCAPD2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCAPGP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCBP2AS2,630,1523,977,371,497,737.752,626,580,1063,990,560.074,1197.018,461,2224,361,380,2877.011
NCBP2L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCCRP1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4
NCK1,443,2242.2110000000002,699.9989999999999,771.001,1087,729,347.001,626.001,652.0010000000001,543.999,416.39500000000004,764.8360000000001,212.00000000000003,991.9979999999999,224.008,452.74700000000007,1486.9969999999998
NCKAP1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCKIPSD,120,358.231,150.001,249,81,100,267,132,694.054,549.001,266.00000000000006,867.001,134,1207.251,193.001,245.00100000000003,1328.248
NCMAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCOA4,1978,8116.539,3259.8379999999997,3939.001,4172.996999999999,3585.022,1639,3765.77,4846.48,3429.193,2131,4303.043,1390.9989999999998,5988.496,1440,2294.16,9346.899000000001
NCOA5LP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCR3LG1,8,12,0,13,6,2,4,11,83,70,7,48,15,86,14,4,87
NCSTNP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDE1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDN,55,146,62,83,92,46,68,94,246,81,55,221,26,318,30,57,443.003
NDST3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA1,1088.801,2914.909,1360.038,831,1676.1,1360,1138,1541.084,2010.914,1578,1199.467,1703.918,445,3318,741,981,3905.379
NDUFA12P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA2,2882.0649999999996,3652.387,1614.98,1669.9720000000002,2148.022,1808.001,2445.071,2141.997,2773.02,2605,1590.9989999999998,2278.922,1948.001,4305.943,1161.001,1129,5658.577
NDUFA3P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA3P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA3P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA5P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA5P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA7,862.121,1459.839,568.0289999999999,598.544,873.0150000000001,631.548,898.77,697.712,1414.205,1308.598,645.767,1343.249,660.138,2573.979,593.255,677.21,2839.248
NDUFA8,565,1449,591,917,740,564,852,798,1355,1191,619.138,1157,423,2054.108,523.672,567.054,2885.011
NDUFA8P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA9P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFAB1P1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
NDUFAF2P1,1.039,2.443,0,1.048,0,0,0,0,0,0,0,0,1.072,1.13,0,0,0
NDUFAF4,208.99800000000002,496,217,254,164,230.00000000000003,411.001,334,1030,831,285,782,261,1491.9989999999998,296,240,2510.026
NDUFAF8,799.965,962,494,507.99899999999997,389,517.999,1730,590,1794,2209.9990000000003,614,1845.9999999999998,1691.024,4478,788,433.99,5102.293000000001
NDUFB10P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB11P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB1P2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
NDUFB2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB4,1376.122,2581,1119,1262.9999999999998,1555.024,1109.997,1481.0000000000002,1365.9789999999998,1924,1932.999,1208.0000000000002,2001.9979999999998,732.9990000000001,3284.003,776.9999999999999,1039,4478.294000000001
NDUFB4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NDUFB4P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB4P12,0,0,0,0,0,1.002,0,0,0,0,0,0,0,0,0,0,0
NDUFB4P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB4P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB4P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB4P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB4P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB4P8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB4P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB5P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB5P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB7,3253.992,4349.561,1706,1718,2353.816,1712.201,2495,1934,2975,2705.6809999999996,1794,2442.7090000000003,1562.962,4565,946,1234,5810.86
NDUFB8P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB8P2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0
NDUFB9P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB9P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFC2-KCTD14,134.103,150.16400000000002,52.594,131.717,80.562,76.50500000000001,142.811,91.48,78.61,65.013,99.876,81.481,57.385,161.92,34.051,53.01,269.439
NDUFS5P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFS5P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFS5P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFS6P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFV2P1,23.514,99.575,20.088,46.094,61.805,34.683,123.041,48.783,187.303,187.505,66.236,184.248,39.754,196.671,71.213,91.045,347.564
NECAP1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NECTIN2P1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
NECTIN4,5,7,2,3,1,2,6,2,7,6,15,4,8,7,1,6,12
NEDD8-MDP1,5.094,24.22,10.18,4.997,5.995,11.786,7.695,0,10.181000000000001,18.38,1.257,13.745000000000001,3.802,14.158999999999999,0,4.725,17.950000000000003
NEFHP1,0,0,0,0,0,0,0,1,1,0,0,0,3,4,0,2,1
NEFHP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEFL,10,8,25,3,0,14,1,0,0,1,0,2,2,1,0,1,2
NEFMP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEIL3,84,218,52,194,100,36,154,167,350.332,267,163,275,84,442.99600000000004,126,158,775
NEK4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEK4P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NELFB,2025.945,4267.983,1784.943,2399,1059,1040,1923,1278.952,2805.579,2674,2395.999,4063.201,964.473,6022.939,1211,1969.082,6029.752
NENFP1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
NENFP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEU2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEURL1B,23,88,30,23,14,19,3,17,4,1,7,24,0,9,1,0,4
NEURL2,14.265,23.995,18.22,26.308,17.15,11.824,6.484,9.065999999999999,2.558,6.544,10.192,7.109,11,7.913,5.137,9.822,11.576
NEUROD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEUROD2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEUROD4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NEUROD6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEUROG1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NEUROG2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
NEUROG3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NF1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NF1P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NF1P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFE2L3,391,1633.525,212.518,524,292.00000000000006,168,837,830.133,1459.866,1424.553,1297.83,1589.57,489,2516.065,785.983,1554.315,3311.821
NFIL3,282,1692.782,595,598,805,286,894,998,2582.003,1611,1083,2198,549,3812,764,1232.703,4684.423
NFILZ,18,70,77,30,16,45,17,48,60,10,31,175,6,124,4,26,121
NFYB,379,676.999,307,590.922,249.00099999999998,284,439,345,806.8899999999999,697.001,370,770,324,1217.001,294,316,1802.001
NGB,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
NGF,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
NGFR,8,12,2,0,1,0,1,3,7,2,4,1,3,1.098,0,5,1.098
NGRN,742,1906.6699999999998,697.001,694,657,572.313,879.6659999999999,723.01,1372.958,1262.1439999999998,709.034,1407.3200000000002,426.481,2156.312,548.751,602,3028.496
NGRNP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHLH1,1,6,5,0,3,4,0,0,2,1,2,4,0,4,1,1,3
NHLH2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NHLRC1,7,47,17,17,11,22,6,11,30,16,21,36,9,32,2,10,33
NHLRC2,155,371,110,211,169,89,216,188,330,437,220,409,105,447,156,232,795
NHLRC4,44,328,150,54,145,121,11,55,26,15,26,67,4,42,2,41,43
NICOL1,164.223,254.703,91.77,71.843,200.154,81.833,150.085,99.978,118.29,136.981,71.362,87.669,175.924,265.061,50.027,56.789,232.732
NIFKP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIFKP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIFKP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIFKP4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIFKP5,0,0,0,2,0,0,0,0,0,0,0,1.001,0,0,0,1,0
NIFKP6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NIFKP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIFKP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIFKP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIM1K,1,12,6,0,1,1,1,3,6,4,4,5,0,18,2,3,12
NIPA2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKAPL,8,1,1,1,0,3,4,1,4,5,3,8,6,18,0,1,12
NKD1,7,42,24,23,8,9,10,5,25,11,17,23,1,28,5,13,32
NKX1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX2-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX2-4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NKX2-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX2-8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX3-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX6-2,0,0,0,1.021,0,0,0,0,0,0,1.018,0,8.112,0,0,0,0
NLRP10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLRP14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NLRP2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLRP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMBR,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0
NME1,2264.5249999999996,2514.654,805.1120000000001,2796.3089999999993,1331.879,757.3149999999999,10461.083999999999,3236.644,13748.579000000002,14393.789,2977.1639999999998,10172.666000000001,7336.037,21438.353,5334.607999999999,2722.811,31924.576999999997
NME1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NME2P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NME3,1223.078,2219.0000000000005,949.9999999999999,675.0010000000001,1167.002,904,846.001,626.6589999999999,815,566.001,734.9740000000002,995.999,407,2004.012,326,705.9989999999999,2001.9720000000002
NME5,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
NMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMTRQ-TTG12-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMTRS-TGA3-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMUR1,23,198,77,29,219,58,2,46,17,1,7,3,0,11,0,13,9
NMUR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NNMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOA1,610,2971.009,1307.992,1254,1414,1158,493,1075.998,1245,875,639,1396,279,1786.994,357,784,2368.003
NOC2LP1,0,8.007,1.001,0,3,7,0,1,7.006,6.003,7.007,6.012,0,5.007,1.001,3.002,6.007
NOC4L,541.9989999999999,832.0000000000001,365,642,240,261,1067.979,344,1528.19,1513.6529999999998,725.028,1764.931,517,3001.7389999999996,520.428,541.612,3409.039
NOCT,37,57,8,114,21,7,48,34,149,142,71,184.007,68,212,74,55,403
NOG,160,365,5,45,18,2,3,6,0,2,11,0,0,0,1,10,0
NOL12,428,1229.37,560.001,455,469.977,386,704.925,463,1434.452,1124,769.0020000000001,1441.567,310,2363.018,420,553.001,2751.1470000000004
NOL7,1078.949,2422.293,950.1070000000001,1420.361,783.282,804.391,1711.491,1183.564,2848.8650000000002,2534.277,1524.865,2813.736,943.636,4464.704,1045.54,1268.895,6145.612999999999
NOL8P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOLC1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOM1,182,507,217,389,61,118.00099999999999,300.99999999999994,198.00099999999998,1124.9999999999998,625.001,461,1610.9990000000003,266.01300000000003,2033.0700000000002,282,368.99999999999994,2280
NOP10,1931,3179.001,1386.0010000000002,1847,2050.175,1400,3228.506,2028.7309999999998,3916,4567.069,2388.9990000000003,3451.0159999999996,2022.999,7272.001,1933.999,1721.097,9557.162999999999
NOP56P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOS2P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOTCH2NLA,756.345,2261.7450000000003,585.9340000000001,668.39,725.9119999999999,569.0419999999999,696.569,912.767,1075.729,857.08,1106.5489999999998,1202.497,330.851,1803.989,392.658,1011.1410000000001,2333.294
NOTCH2NLB,20.63,334.294,103.21,65.716,93.835,67.142,25.026,178.369,85.248,64.355,106.949,166.329,32.44,201.534,39.674,106.272,245.79
NOTCH2NLC,113.174,472.166,206.96699999999998,112.60600000000001,82.903,104.401,22.117,115.065,65.842,46.848,99.77,184.589,72.02,175.334,21.971,94.464,113.362
NOTCH2NLR,37.83,151.357,28.062,22.008000000000003,74.38,19.491999999999997,21.455,59.617,63.599000000000004,20.056,94.69,71.339,9.295,140.55599999999998,16.526,104.443,132.244
NOTCH2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOTCH3,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0
NOTCH4,4,26,8,10,3,7,14,19,15,30,14,36,10,23,1,9,70
NOTO,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
NOVA2,1,6,1,3,2,1,0,0,0,1,1,0,0,1,2,4,0
NOX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOX4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOXA1,2,10,1,4,5,4,1,0,3,0,3,4,0,1,0,2,4
NPAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPAP1P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPAP1P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPB,3.083,0,1.793,0,3.856,0,4.76,0,10.193,2.122,3.121,9.654,5.347,22.913999999999998,1.864,1.954,10.655
NPBWR1,3,13,5,6,0,1,4,0,4,2,11,12,0,10,9,7,10
NPBWR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPEPPSP1,0,17.335,0,0,0,0,0,0,0,0,0,13.677,0,17.086,0,0,7.812
NPFF,3,0,3,2,3,0,0,0,0,4,2,4,2,6.853,0,1,0
NPFFR1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
NPHP3-ACAD11,2.383,5.629,0,0,4.825,2.123,0,0,0,0,0,13.055,0,0,2.164,0,0
NPIPA2,0,0,4.832,1.049,0,0,0,2.034,0,0,7.727,13.951,0,0,0,0,7.242
NPIPA7,0,12.126,11.255,3.157,0,0,4.601,0,6.429,3.713,18.63,38.354,3.945,31.06,4.43,5.828,0
NPIPA8,30.578,71.138,0,15.317,2.489,0,5.187,29.33,3.621,11.276,58.316,2.439,5.406,0,11.314,44.178,0
NPIPA9,15.152000000000001,132.87,93.33600000000001,32.324999999999996,11.993,5.892,4.811,12.965,33.813,19.682,107.375,344.454,0,172.024,2.212,90.39099999999999,117.055
NPIPB11,1.75,13.351,10.033,14.924,3.865,2.528,0,5.65,8.131,3.997,18.076999999999998,22.355,0,27.948,2.454,14.809999999999999,15.864
NPIPB14P,0,7.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1.905,0
NPIPB15,0,3.352,2,2.784,9.253,2.269,0,1.238,0,0,1.002,1.081,0,2.968,1,1.114,1.393
NPIPB2,1.001,37.334,8.904,1.045,15.929,6.084,0,6.702,10.757,0,8.665000000000001,18.126,0,23.162000000000003,0,8.142,5.316
NPIPB7,0,2.494,2.146,7.086,1.547,1.178,0,0,0,0,6.058,1.148,0,1.465,0,3.483,2.574
NPIPB8,0,0,0,0,3.122,0,0,0,0,0,0,0,3,0,0,0,0
NPIPB9,7.501,7.266,0,3.868,0,3.359,0,0,0,0,2.239,0,0,0,0,0,0
NPM1P17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPM1P23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPM1P25,0,0,2,0,0,0,1.001,0,0,0,0,0,0,1.855,0,0,0
NPM1P30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NPM1P36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPM1P38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPM1P39,8.073,24.663,13.077,4.041,20.538,14.347,12.271,22.595,39.99,25.612,2.035,39.575,5.036,80.831,8.237,4.108,105.695
NPM1P40,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
NPM1P48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NPM1P49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPM1P50,0,0,0,0,0,0,0,0,0,0,0,1.118,0,0,0,0,0
NPM1P52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPPC,0,2,0,5,0,0,0,1,2,1,1,4,1,13,0,0,2
NPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPTX1,194,364,21,84,54,5,113,55,40,169,252,77,180,102,141,630,90.00099999999999
NPTX2,1,3,0,6,0,0,2,0,6,7,0,6,1,3,1,0,14
NPTXR,37,336,63,53,28,23,13,47,42,21,82,81,4,109,14,78,109
NPVF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPY,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NPY1R,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NPY2R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPY4R,0,0,0,0,0,0,0,0,5,0,0,0,0,0.5,0,0,5
NPY4R2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0
NR0B1,0,0,0,0,0,0,1,2,0,0,4,0,0,1,0,0,0
NR0B2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NR1D1,99.187,391.587,127.732,72.192,140.276,50.949,48.576,57.179,202.288,137.5,111.36,217.234,38,468.793,58.828,88.765,512.363
NR1H5P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
