SYMBOL,D1_UTD,D2_UTD,D3_UTD,D1_NKG2D,D2_NKG2D,D3_NKG2D,D1_N_1012,D2_N_1012,D3_N_1012,D1_NZ,D2_NZ,D3_NZ,D1_NZ_10,D3_NZ_10,D1_N_10Z,D2_N_10Z,D3_N_10Z
CAP1P2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CAP2P1,1,0,2,1,0,0,0,0,5,3,2,2,0,2,0,2,7
CAPN12,338.66900000000004,690.903,343.806,161.669,492.941,320.89,32.791,157.13400000000001,44.214999999999996,33.698,62.919,98.58800000000001,19.104999999999997,90.87100000000002,15.373,59.23399999999999,73.679
CAPN6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPNS1P1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAPNS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPZA1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPZA3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CARD18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARMIL2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARS1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARTPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASKP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASP14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CASP3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAST,862.343,4238.177000000001,2288.975,1561.6650000000002,803.315,1303.0140000000001,507.614,1051.471,1361.4339999999997,762.971,1108.333,2313.5450000000005,341.05400000000003,2534.438,406.484,1282.4509999999998,2525.1189999999992
CASTOR1,188.10299999999998,276.406,166.584,196.342,75.083,102.849,84.186,76.86099999999999,112.067,90.814,126.123,232.41299999999998,24.253,235.88899999999998,39.36,88.233,273.53600000000006
CASTOR2,124.182,348.975,208.723,146.329,98.716,94.947,55.634,75.17,96.993,118.729,189.869,357.332,37.078,331.359,42.43,116.521,263.149
CAT,641,3397.002,2110.821,1618.632,1869.116,2026.016,511,1193,1560.969,886.586,773,1643.999,378,2051,426,794.1,3113.8239999999996
CATIP,1,0,1,0,0,0,0,0,1,2,1,0,2.383,0,0,0,0
CATSPER1,102,91,6,38,32,4,19,14,25,35,12,50,14,50,7,18,47
CATSPER2P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CATSPER3,4,13.998,5,9,8,1,0,3,7.048,1,8,2,5,6,1,4,5
CATSPER4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CATSPERB,2,14,5,4,2,4,0,2,0,0,2,3,0,1,0,0,0
CATSPERZ,1,5,0,1,1,1,1,2,0,2,1,2,0,2.935,0,1,5
CAV3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CAVIN2,39,5,2,21,0,1,0,0,0,0,0,0,0,1,0,0,0
CAVIN4,2,8,5,16,1,1,1,1,1,1.034,1,7,6,5,0,2,2
CBL,518,2117.715,779.006,1195,443.86800000000005,371.00100000000003,325,542,1048,654.001,1446,2228.933,255,1773,314,1198.0140000000001,1979
CBLIF,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
CBLL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBLN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBR3,533.092,975.011,429.872,405.837,452.298,446.599,449.149,438.403,560.63,487.284,424.1,549.552,217.359,853.063,191.683,364.562,1111.034
CBX3P10,0,0,0,4,0,0,0,0,0,2,0,0,3,0,0,1,0
CBY1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBY3,0,11.33,0,0,0,0,0,0,0,8.946,4,8,0,0,0,0,0
CCDC102A,311,788.971,266,388,130,147,244.968,215,396,322,627.021,914,86,900,167,546,803
CCDC106,174,310,110.99900000000001,199,92,56,46,94,132,63.99999999999999,165.001,129,24,231,30,150.999,175
CCDC127,440.18,851,232,342,358,206,474,297,566,663,311,582,231,952,239,276,1250.1009999999999
CCDC13,0,4,1,4.055,4,3,0,2,0,3,2,3.006,3,1,0,0,2.446
CCDC137P1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCDC137P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC163,47.001,207.00000000000003,174,75.001,88,132,42.001000000000005,90,101,90,92,134,26,162.001,34.001000000000005,94.00299999999999,253.00099999999998
CCDC166,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC167,1545,1858,536,1283.847,1208.98,591,1946,1053,2291.065,2006.966,1294,1607.864,1284,3241,870,909,4427.128
CCDC168,0,0,1,7,3,0,0,0,4,2,4,2,6,4,1,2,3
CCDC169,2,0,0,4,0,0,2,1,0,0,0,0,4,0,0,0,0
CCDC169-SOHLH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC177,0,1,0,0,0,0,0,0,1,2,0,2,1,0,3,1,1
CCDC179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCDC182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC184,8,24,6,13,9,3,1,4,5,9,4,20,6,15,1,9,15
CCDC185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCDC187,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1
CCDC188,0,3,1,3,3,0,0,1,0,0,0,0,0,0,0,2,1
CCDC192,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0
CCDC194,3,2,0,11,0,1,0,0,0,0,1,1,17,1,0,1,0
CCDC195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC200,4,6,1,6,0,0,2,1,3,2,6.186,3,7,4,0,8,1
CCDC201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC34P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC39,0,10,5,1,1,2,1,1,3,5,5,12,6,7,0,2,10
CCDC54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CCDC61,263,558.1119999999999,224.003,309,164.99999999999997,178.00100000000003,291,140,366.999,381,297,527,122,840.0000000000001,157,245,793.0010000000001
CCDC70,0,1,0,0,0,0,0,0,1,2,0,0,1,1,2,0,1
CCDC71L,456,1186.006,407,558,298,259,608,392,1120,1118,1018,1345,441,2454,426,720,2564
CCDC8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC85A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCDC85B,4634,6084.704,2853.021,2621,2769,2095,4897.125,2286.742,5580.593,5308,3654.938,6481.7,2734.909,15046.995,2173,2705.057,14515.498
CCDC85C,102.68799999999999,416.14,201.69199999999998,134.512,46.075,104.021,48.327,65.066,215.251,52.29,98.854,362.75500000000005,33.787,440.32300000000004,26.403000000000002,65.054,367.86099999999993
CCDC87,4,2,0,1,0,0,1,2,4,1,3,3,0,3,0,0,1
CCDC89,2,3,1,1,2,2,0,1,0,0,0,0,0,0,0,1,0
CCDC92,498,1509.0000000000002,793,343,335,380,111.059,274,270,165,459,571,82,669.012,69.001,351,540.001
CCDC92B,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1
CCDC97,659.92,3769.6739999999995,1476.8149999999998,1143.8470000000002,788.943,806.9259999999999,478.84099999999995,924.9639999999999,1550.8739999999998,915.9559999999999,1807.7469999999998,2457.5139999999997,234.95299999999997,2919.83,421,1697.079,3051.799
CCER1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCER2,0,4,2,0,0,2,0,2,4,2,3,4,0,2,1,1,0
CCIN,0,1,2,0,0,1,0,0,0,0,0,3,0,0,0,0,2
CCKAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL1,186,1780.999,49,150,183,63,2171.087,4575.001,8048.88,6876.504,2229.005,13081.712,1000,7918.09,1078.999,2178,11446.533
CCL11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL13,0,0,0,0,0,0,0,1,0,2,0,2,0,6,0,3,8
CCL14,0,0,2,0,0,0,0,1,1,1,0,1,0,0,0,0,3
CCL15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
CCL16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCL18,2,2,0,4,5,1,3,1,2,2,6,3,0,2,1,7,4
CCL21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL22,228,185,80,457,248,30,1930,596,5069.082,1630.061,35,6067.327,1218,8160.417,565,243,8726.953
CCL23,24.001,33,1,16,11,1,8,0,6,0,20.999,8,0,35,4,15,24
CCL24,0,1,0,3,0,0,0,1,1,2,0,0,0,0,0,0,0
CCL26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL27,1.46,0,1,0,0,3.811,0,1.417,0,0,0,0,2,0,0,0,6.52
CCL3,2442.44,5202.534000000001,88.273,1075.888,747,70.94,7811.816,2418.343,11925.883,27841.471999999998,44885.089,19282.361999999997,10719.356,40617.16299999999,7382.789000000001,34550.647,59913.77
CCL3L3,145.68900000000002,587.346,9,73.051,84.69900000000001,1,142.109,61.123000000000005,76.05000000000001,762.571,3816.7079999999996,127.255,251.04600000000002,237.417,217.197,1898.663,335.40700000000004
CCL4,1652.162,3684.003,94.94800000000001,715.586,575.361,95,3982.5,2347.886,8440.191,17389.245000000003,15077.186,12721.881000000001,4049.649,23897.334000000003,4404.792,12352.361,32717.795000000002
CCL4L2,715.838,977.2289999999999,8.052,214.41400000000002,177.639,6,234.499,118.11399999999999,116.857,671.7040000000001,3026.941,192.912,174.074,462.67199999999997,238.20700000000002,1741.546,435.17699999999996
CCL5,79348.178,91874.567,65877.77700000002,33500.792,17501.277,53071.79,3980.187,38517.631,9599.86,8767.979,49125.359,23121.886,20576.545,28487.433,2700.2389999999996,31680.641,27675.98
CCL8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CCNB2,1125.0639999999999,1752.3490000000002,441.964,1600,749.005,429,1012.999,1096,768,1158,1293.652,1395.35,377,1658,517.558,1197.715,2552.0009999999997
CCNB2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNB3P1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCND1,3,62,0,7,12,2,18,195.562,145,167.654,31.865000000000002,382.657,36.723,298.32,23,68,367.851
CCND2,2855.6929999999998,8156.745000000001,2609.5640000000003,3981.15,1401.006,1545.248,8257.312999999998,4866.263,14756.55,12391.489000000001,12319.729000000001,19105.173,5063.246,40056.024,6829.286999999999,11563.682999999999,49855.191
CCND3P1,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0
CCND3P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNG1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNG2P1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CCNI2,61,144.121,75.672,72.307,48.06,40.081999999999994,565.911,81.942,689.049,243.58599999999998,427.691,325.303,154.485,1050.132,315.098,342.556,1272.76
CCNO,3,2,1,4,1,0,1,0,0,0,3,2,5,4,0,2,2
CCNQ,665,1559.9399999999998,697.0010000000001,531.001,764.9990000000001,722,728.8629999999999,670.999,1135.3100000000002,1063,556.989,990.999,398,1709.001,396,478.096,2495.257
CCNYL1B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCNYL7,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
CCPG1,329.45799999999997,1436.8749999999998,289.19899999999996,431.347,774.5269999999999,328.616,164.169,324.906,276.398,275.988,537.915,276.61699999999996,178.433,310.50800000000004,96.683,426.637,432.3419999999999
CCR1,755,979.454,48,532,272,18,240,111,305,86,1536,148,168.555,480,137,1354.083,505
CCR10,158.00099999999998,145,16,317,268.999,12,48,9,4,4,4,9,1,5,2,17,10
CCR12P,0,8.13,0,3.383,0,0,0,2.996,3.478,0,0,17.008,0,0,0,1.813,0
CCR2,1120,6827.2119999999995,713.999,1731,2707,813.072,811,768.0000000000001,924,493.99899999999997,1727.9999999999998,658.999,691,1729.9989999999998,749.537,1494,1927
CCR4,324,1327.824,657,610,211,395,340,447,3043.011,788,218,1860,228,4881.937,477,279,6288.048
CCR7,4373.517,9505.001,3984.639,2549,1087.002,3025.7909999999997,3038.038,2058,2426.2470000000003,3685.343,1306,2995.821,1705.858,4293.999999999999,1528,1470.447,3914.004
CCR8,20,141,50,66,8,33,110,325,713,124,158,974,44,879,71,131,1091.066
CCS,703,1582,533,510.00100000000003,622.001,419,437,434,494,463,543,654.3940000000001,231.999,932.152,232,455,968.933
CCT3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCT4P2,2,0,0,4,0,0,0,0,0,1,1,0,2,0,0,1,0
CCT5P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCT5P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCT6P2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CCT7P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCT7P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCT8L1P,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CCT8L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCT8P1,0,4.002,1,2,1,3.001,1,3.002,1,1.001,2,0,0,2.001,0,2,3.001
CCZ1P1,3.32,8.804,12.461,7,11.641,2.119,9.356,7.281,12.898,7.204,21.101,10.679,5,15.1,1,8.001,20.838
CD163L1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
CD180,87,55,16,299,165,8,26,9,4,7,1,1,19,7,17,5,2
CD1A,6,1,0,2,0,0,0,1,2,1,7,0,0,3,4,3,4
CD1D,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CD2,7611.986,21448.427,5808.191,5681,9807.321,5467.22,10574.754,10371.197,10015.015,14148.734,9418.813,11011.811,5622.241,17077.136,5623.567,9418.758000000002,20336.206
CD200R1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD226,961,4097.001,1606.7669999999998,1328.9950000000001,1658.0029999999997,1519.001,711,2574.7509999999997,1956.307,2161.577,1437.9999999999998,2604.9929999999995,1340.097,2862.1399999999994,759.9989999999999,1463.0729999999999,3890.502
CD24,47,2,15,188,5,19,6,2,11,1,2,2,5,6,2,0,7
CD248,161,512.003,694,102,30,247,55,124,115,83,144,587.011,9,338,35,57,232
CD24P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD27,4981.575000000001,10467.563,5509.218,3242.5750000000003,1355.999,4601.54,2606.977,5856.01,3006.819,3676.8469999999998,3585.936,3904.444,1744.827,5311.519,1371.423,2152.078,4816.459
CD2AP,299.66200000000003,1085.848,300.873,605.924,219.83599999999998,250,190.688,260,685.505,475.657,293.33,813.866,229.98,910.9300000000001,193.824,353,1072.234
CD2BP2,2281,4468.927,1108.001,2287.984,2013.307,1054,2034.6659999999997,1622.956,2646.003,2923.029,2562.9990000000003,2823.898,988.992,4500.978999999999,1122.615,1959.9429999999998,5762.928999999999
CD300C,39.095,225.011,32.227,24.025,56.116,12.031,24,24,70.159,97,29,159,8,113,6,21,158
CD300E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD300H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD300LD,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD302,5.96,29.628,9.297,7.693,15.881,26.224,3.466,7.339,6.156,0,1.155,7.938,4.863,9.282,1.19,5.62,5.665
CD40LG,460,1900.141,172,924,1004,105,725,241,656,1031,3108.0000000000005,749,613,2540.795,781.006,4344.808999999998,2879.657
CD46P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD52,11006.272,24580.744,16002.217999999999,4272,20536.395,17283.746,1935.118,12645.997000000001,3599,2719,3995.886,5207.405,1836,6613.589,1014,2716.009,8121.203
CD5L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD69,424,1505.391,1273,322,428,1193.995,306,931.999,3915.5180000000005,684,960.0010000000001,4147.053,209,4644.165000000001,150,774.9999999999999,4638.914999999999
CD7,9463.999000000002,18545.929999999997,8838.536,5370.999999999999,4450.979999999999,4905.694000000001,3407,7494.983000000001,5271.588,3891.0010000000007,12130.085,12388.857,2695.167,15441.991999999998,2160.0009999999997,8492.292,10760.388999999997
CD83P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD8B2,20.085,103.029,19.534999999999997,20.765,12.551000000000002,27.252000000000002,71.837,208.582,12.088000000000001,71.029,59.783,22.913,29.856,22.421,31.813000000000002,32.46,11.729
CDA,7,16,0,24,12,4,1,5,0,0,0,0,0,0,0,1,1
CDC14C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDC20P1,0,0,1.001,3.008,0,0,3.029,0,0,9.059,0,1.001,0,0,3.026,0,0
CDC26,559,1354,803,915,720,848.796,776,655,1354,1273,489,1176,533,1964,543.045,460,2793
CDC27P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDC34,1012,1896,634.9999999999999,890,651.0020000000001,503.42799999999994,1299,608,1530.0000000000002,1764,1083,1931.0000000000002,551.827,3152.458,678.0009999999999,914,3294.9989999999993
CDC42BPG,3,23,8,4,2,0,0,3,1,0,5,8,1,0,2,5,2
CDC42EP1,14,81,0,10,39,0,28,15,6,35,26,12,15,25,25,26,31
CDC42EP2,0,2.897,0,0,10,0,0,0,28.987,7.201,5.675,26.908,28,49.081,0,0,68.74
CDC42EP3,706,2677.674,875.006,734.001,1400.9889999999998,702.001,211,387.00200000000007,653.213,463,431,928.999,395,1366.003,170.99900000000002,374.24300000000005,1926
CDC42EP5,2,21,0,2,1,3,14,7,12,137,3,113,24,139.01,20,4,184
CDC42P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CDC5L,690,1752,508,1195,541,376,718,818,1947,1514,963,1906.997,487,2616,623,825,3500
CDCA3P1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CDCA4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CDCA4P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDCA7P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDCA7P2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDCP1,31,162,401,48,2,221,28,65,194.002,100,51,316,15,335,29,41,226
CDH12P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDH12P3,0,6,5,5,1,2,0,0,2,0,4,3.472,2,1,1,0,3
CDH12P4,0,0,0,0,0,0,0,0,0,0,0,1.528,0,1,0,0,0
CDH15,0,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0
CDH19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDHR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDK11B,341.167,1665.641,141.045,717.184,190.207,92.869,239.22699999999998,333.27599999999995,543.548,594.3639999999999,1161.8280000000002,1033.102,195.803,685.588,248.668,889.505,990.661
CDK17,306.999,1214.0059999999999,267,414,337,215,261,488.79200000000003,701.001,509,462.99999999999994,716,197.113,1000.4250000000001,177,424,1378
CDK2AP1,309.04599999999994,1046.096,371,639.5190000000001,453.99899999999997,300.99899999999997,1098,734.813,2255.621,1476.615,1122.6789999999999,2338.3079999999995,479,4103.985,613.798,1116.753,5480.39
CDK2AP2,3402.3099999999995,6156.8330000000005,2898.064,3201.996,1637.628,2057,2375.0000000000005,2081.7419999999997,4123.261,2797.852,4063.9990000000003,5307.48,926.8560000000001,6791.574999999999,1088,2628.3369999999995,8025.361999999999
CDK3,0,37.42,1.525,9,0,10.108,0,13,5.432,0,0,4.444,0,21.944,0,18.334,0
CDK4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDK5P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDK5R1,30,200,163,35,39,73,25,46,70,68,88,90,12,104,18,58,149
CDK5R2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
CDK5RAP3P1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDK8P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDKN2AIP,574,1634.0000000000002,709.057,797.9999999999999,553.001,498,480,529,906.0000000000001,795.9999999999999,504.001,863,274,1143,367,451,1828
CDKN2AIPNL,640,1644.377,660,836,876,662,1204,1045,2035.965,1695,977,1762.03,1178,3318.581,640,834,4778.090999999999
CDKN2AIPNLP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDKN2D,1197,2423.152,1302.0149999999999,611,752,1068,502,760,527,547,772.994,814.236,195,1098,237,691,1161
CDO1,8,3,8,3,0,4,0,0,0,2,1,1,1,0,0,1,2
CDR2,682.2389999999999,3320.402,888.686,1127.1670000000001,723.22,731.332,692.0659999999999,838.0010000000001,1725.9370000000001,1183.4070000000002,924.114,1811.0369999999998,362.665,2482.8650000000007,591.749,896.3249999999999,3346.1040000000003
CDR2L,5,10,3,9,8,0,7,2,9,9,4,16,2,26,5,8,14
CDRT15,0,4,3,0,2,1,0,1,0,2,1,5,0,3,0,2,2
CDRT15L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDRT15P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDRT15P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDS1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CDSN,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
CDT1,966,1939.579,228,1915,401,139,1445,806,2780.5319999999997,2388.027,2759,3895,600,5856.9980000000005,875.905,2239.4689999999996,6158.744000000001
CDX4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDY12P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDY14P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDY1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDY20P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDY2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDY7P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDY8P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEACAM18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEACAM20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEACAM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEACAMP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEACAMP10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEACAMP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEACAMP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEBPA,45,173,17,65,41,11,30,26,74,41,73,51,24,113,17,91.876,155
CEBPB,633.828,2032.867,635.983,454,453,453,858.964,523.994,745.942,1056.916,2767.875,1052.68,438,1497.872,380.932,1802.915,1766.794
CEBPD,979,817,62,369,667.982,38,34,16,7.05,18,154,24,10,40,11,149,42
CEBPE,9,49,9,3,5,13,1,3,2,1,3,5,1,1,0,0,0
CEBPG,472,1378,422,749,766.04,317,931.418,794,1400,1442,957.9999999999999,1276.9999999999998,493,2257,556,872,3173.9999999999995
CELA1,3,11,6,0,9,1,0,2,0,0,1,1,0,0,0,0,0
CELA2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELA3B,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CELSR2,23,109.999,69,74,5,16,14,26,82,28,44,155,1,120.999,16,46,80
CEMP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENATAC,67.001,189.99999999999997,73.99999999999999,106.001,74,72,59.999,81,108.99999999999999,89,126,111.001,26.999000000000002,177.99999999999997,27,83,212.99999999999997
CEND1,65,136,13,110,73,4,95,29,76,40,69,58,39,121,20,94,84
CENPB,1640,5732,2015.005,2767,1332,1108,1821,1344,3697.199,2810,2996,4629.958,780,7254.509,1242,2878,6871.087
CENPCP1,0,0,0,0,0,0,0,0,1,0,0,1.002,0,0,0,2.008,2
CENPNP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENPPP1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CENPQ,102,325,61,260,156,59,171.991,206,652,353,233,518,207,872,160,273.002,1352
CENPS-CORT,12.021,48.892999999999994,16.631999999999998,15.498000000000001,16.579,6.358,19.632,20.4,138.104,43.017,57.495999999999995,43.327,7.096,77.44,40.107,36.669,88.554
CENPUP2,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0
CENPVL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENPVL3,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,3
CENPW,464,448,84,420,221.58,79,765,349,734.001,825.999,501.04499999999996,704,319,1356.9989999999998,390,379,1813.095
CEP19,144,321,135,286,114,109,85,100,149.144,145,145,168,166,257,77,119,317.102
CEP70,69.99899999999998,100.99999999999997,78.00000000000001,78,17,83.001,23,39,32,16.001,40,33.999,11,41,10,24.001,42.001
CEP72,78,138,30,139,32,14,140,65,273.00100000000003,219,157,348,65,483.809,100,141,576.1220000000001
CEP95,97.999,377.4939999999999,113,184.994,78.08800000000001,103.00099999999999,100.999,107.01500000000001,219.946,219.659,208,205.849,73,297.28799999999995,95,145.00000000000003,369.03100000000006
CER1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERS1,1,1,0,1,0,0,3.688,0,0,4,1,1,0,0,0,2,0
CETN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CETN3,295.999,437.18899999999996,179,282.00000000000006,209,199.00000000000003,519,298.486,744,760.48,306,701.999,328,1125,301,263.999,1777.378
CFAP126,2,9,3,3,2,2,1,3,2,1,2,6,0,5,2,2,7
CFAP141,1,1,1,5,0,0,2,2,4.006,2,1,1,2,1,0,3,4
CFAP144P1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CFAP184,17,50,20,19,11,15,7,7,14,10,37,42,9,30,6,21,21
CFAP20,498,1341.0000000000002,330,697,478,302,957,815.999,1968,1621.092,865,1712.9050000000002,503,2679.6339999999996,606,760.001,3886.7050000000004
CFAP206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
