gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,CAR,neg_log10_padj,gene_group
KLRG1,144.36621190580885,-3.6030156838506966,0.8337458623859736,-4.321479537589261,1.549864270900334e-5,6.177535926419868e-4,NKG2D/Dap10-CD3ζ,3.209184720211511,Cytotoxicity
KLRK1,4732.719776851656,-1.22030184750964,0.6474766713895315,-1.884703961442788,0.05946981723850195,0.18112697654570667,NKG2D/Dap10-CD3ζ,0.7420168622621909,Cytotoxicity
LAIR2,686.7978553050176,0.1273959100409023,0.6945511779978049,0.18342191918549297,0.8544669785874348,0.9284518079584634,NKG2D/Dap10-CD3ζ,0.03224063374529275,Activation
LAYN,609.0287253517114,1.6304896531788209,0.4163980182684594,3.91569983920436,9.01423420215431e-5,0.00209848759404644,NKG2D/Dap10-CD3ζ,2.6780935939307375,Activation
MCM2,5605.334035023605,2.0555162843222377,0.7243594341602188,2.8377020956526735,0.00454395707066098,0.03185520492080993,NKG2D/Dap10-CD3ζ,1.4968195968073132,Proliferation
MCM3,4624.870350814302,1.3560751422569384,0.42930845683928304,3.1587431383039397,0.00158451076533774,0.01537884980279164,NKG2D/Dap10-CD3ζ,1.8130761445723087,Proliferation
MCM4,4604.829875438745,1.844102953568255,0.6705999495400845,2.7499300511922056,0.00596079876018369,0.03813154539419783,NKG2D/Dap10-CD3ζ,1.4187155932951203,Proliferation
MICA,108.67850622643223,-0.15460869688157813,0.3377717511829569,-0.4577312825601956,0.6471455104516544,0.8020737017095864,NKG2D/Dap10-CD3ζ,0.09578572301866305,NA
MICB,671.3195867285755,0.5025511405678472,0.2754211839449676,1.8246640776486636,0.06805173728996713,0.1980998651846216,NKG2D/Dap10-CD3ζ,0.7031158200172067,NA
MKI67,1898.8567532480488,1.2576283949459726,0.8106143768389183,1.55145088821424,0.12079366811691152,0.29050988359973073,NKG2D/Dap10-CD3ζ,0.536839087646089,Proliferation
NKG7,11528.811850720756,-0.982912475548678,0.4426140900833469,-2.220698566924496,0.02637138458000649,0.10458054308548284,NKG2D/Dap10-CD3ζ,0.9805491072145676,Cytotoxicity
NPW,231.1274626061899,5.783984841097995,1.2281957200068787,4.709334796465177,2.4852655645508664e-6,1.484045381538311e-4,NKG2D/Dap10-CD3ζ,3.828552818295321,Activation
PCNA,9527.029658196374,1.4049141896979191,0.44419549212435466,3.1628285622146897,0.00156244312982721,0.01521984475100944,NKG2D/Dap10-CD3ζ,1.8175897775341578,Proliferation
PRF1,10971.366635093616,-0.3984934057541925,0.47202537372224784,-0.8442203066580835,0.3985463091599688,0.6097580116236383,NKG2D/Dap10-CD3ζ,0.2148424847721996,Cytotoxicity
RAET1E,1.7582972757107589,-2.243014995143241,4.637979181281525,-0.4836190305027353,0.6286562663597979,NA,NKG2D/Dap10-CD3ζ,0,NA
RGS16,2289.1352456984127,4.2356049178692725,0.5059396308038404,8.371759514350979,5.67641980152752e-17,3.039344375731218e-13,NKG2D/Dap10-CD3ζ,12.517220088993303,Activation
TNFRSF18,3348.6032748368634,1.293279746005714,0.7591227204675337,1.7036504258615786,0.08844641481008275,0.2370868862434232,NKG2D/Dap10-CD3ζ,0.6250924670661933,Activation
TNFRSF4,2648.7120502301223,2.3452581893573594,0.6625896796175574,3.539533230748519,4.008353018983412e-4,0.00583603504663245,NKG2D/Dap10-CD3ζ,2.2338821087399667,Activation
TNFRSF8,422.387357082927,2.53647848660762,1.3435783630095215,1.8878530322013265,0.05904568337909898,0.1802795689257683,NKG2D/Dap10-CD3ζ,0.7440534890600348,Activation
TNFRSF9,4671.229029728614,3.3833537931102486,0.833254102589033,4.060410602957383,4.89864911881861e-5,0.00135664274988381,NKG2D/Dap10-CD3ζ,2.8675345017733442,Activation
TNFSF13B,175.8331403163972,-2.831163417556549,0.6796730708956384,-4.165478284766802,3.107004979775634e-5,0.00100216508012321,NKG2D/Dap10-CD3ζ,2.999060734076093,Activation
TOP2A,3989.5442825525097,0.4766432499762865,0.5133808443788566,0.9284398808315116,0.35317943945299884,0.5670979892590521,NKG2D/Dap10-CD3ζ,0.24634189257513048,Proliferation
ULBP1,8.147143972440439,1.824313774068391,1.2336096890017727,1.4788419630074496,0.13918255762122975,0.3179377129131284,NKG2D/Dap10-CD3ζ,0.4976579541907873,NA
ULBP2,11.334227455852142,-0.16336612978617865,0.948016209795835,-0.17232419456346765,0.863182664356145,0.932744083322638,NKG2D/Dap10-CD3ζ,0.03023749713942952,NA
ULBP3,29.18383410529467,-1.277203682601329,0.6787400494865962,-1.8817273027684385,0.05987305071050698,0.1820203182688235,NKG2D/Dap10-CD3ζ,0.7398801305890367,NA
