gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ACTRT3,17.595042823887663,0.5016299067812829,0.6402945457851199,0.7834361702491025,0.433371022800137,1
ACVR1,219.24854666073904,0.03796133742401605,0.40197885625530927,0.09443615462178842,0.9247626968890684,1
ACVR1B,168.32341575223768,-0.8808631695407214,0.8187554327241952,-1.0758562744553388,0.2819915399345206,1
ACVR1C,7.748637956053671,0.49868516189378403,0.7514697112327386,0.6636131229770026,0.5069379560047718,1
ACVR2A,52.01179731070055,-0.1105894830401226,0.6554083859243223,-0.16873370163574927,0.8660061087717724,1
ACVR2B,100.1457648075102,-0.2524860799002447,0.26709712874610564,-0.9452968704139468,0.34450733572643905,1
ACVR2B-AS1,1.4535412575214093,-0.7784913167601429,1.8195075772289362,-0.42785824390232297,0.6687543292730772,1
ACVRL1,0.9616592159017447,2.66655433169077,2.876037599275072,0.9271625420901647,0.3538421479217292,1
ACY1,476.07513616571424,0.6213232826248658,0.46540369597137005,1.3350200868690294,0.1818697722757454,1
ACY3,7.528013932588678,1.4106373945236395,1.160249844002515,1.2158048560104626,0.224059268539092,1
ACYP1,226.7256817611276,0.04761109808568378,0.4066195349980612,0.11709004115090238,0.9067887014603089,1
ACYP2,153.18666837111215,0.47477051198480863,0.49797368800939285,0.9534048151874511,0.3403850026541997,1
ADA,1446.6646508314989,0.48239774784039186,0.3209780432452907,1.502899522232256,0.1328649562513024,1
ADA2,806.3619757867607,-0.21990471398451758,0.813951974090446,-0.2701691512330946,0.787030124249154,1
ADAD1P1,0.8510743316016278,-1.197529777680019,3.216405628250789,-0.3723192644490191,0.7096551570450023,1
ADAM10,1070.1457523620438,-0.06641873331357319,0.3335581166021768,-0.199121922111068,0.84216737322389,1
ADAM11,0.3570455241634935,-0.8263450309085973,5.112748744870088,-0.16162441616903556,0.8716016287851989,1
ADAM12,37.05950207675202,0.5759979663614668,1.1038207343752149,0.5218220209348517,0.6017942558923858,1
ADAM15,780.6521680786975,-0.07371395280065282,0.3159266411972051,-0.23332616876282908,0.8155081395818068,1
ADAM17,194.6305948752703,0.28347644484035595,0.5092854394106116,0.5566160406400368,0.5777897918570776,1
ADAM19,3844.941156687296,-0.14307151192318143,0.6465009234821307,-0.22130132645840825,0.8248578172228869,1
ADAM1B,2.2879057074070825,0.5984947338392093,1.5780716822948613,0.3792570011578099,0.7044970267734293,1
ADAM20,0.8195228443034763,2.6500112843211836,3.176180075957653,0.8343391183581353,0.4040899141237882,1
ADAM21,1.198599649068128,2.7129347516261113,2.502450822628144,1.08411111502959,0.27831553519500846,1
ADAM22,29.678023327234474,0.26192958145442863,0.6898199360969554,0.37970717827675826,0.7041627910793824,1
ADAM23,4.873337519155254,0.2855890979962875,1.4680101965332841,0.19454163102593433,0.845751801500419,1
ADAM28,5.973882849735113,-0.20867681837771684,2.775356434913301,-0.07518919579215622,0.9400641805299713,1
ADAM8,1716.3521455367795,-0.7599043447777802,0.3522752880322095,-2.1571321366950387,0.030995370264874318,1
ADAM9,113.30889589894305,1.1660498960256047,1.0133056889782683,1.15073852708885,0.2498398214098795,1
ADAMDEC1,1.3646476887129235,0,3.7894542074972786,0,1,1
ADAMTS1,7.229773663459225,-0.39455755292007016,2.636636828506181,-0.14964425462554568,0.8810452911367908,1
ADAMTS10,10.148828525420702,-0.009401472500618822,1.3002084800191316,-0.0072307423348603956,0.9942307526007856,1
ADAMTS13,5.028343050674727,-0.6862276303460235,1.2633353432880454,-0.543187233692045,0.587000895482172,1
ADAMTS14,2.1281888678584915,-0.9561395378710016,1.8983714714887108,-0.5036630355181186,0.6144981881536471,1
ADAMTS17,14.740564928215301,-0.8214221015763934,0.958781819126435,-0.8567351666355201,0.3915912635175837,1
ADAMTS2,0.5646682175638998,2.4773446704474025,5.090317951568112,0.4866777859493506,0.6264866898825794,1
ADAMTS4,18.021301912868406,-0.6036735402256888,0.9160397150667247,-0.6590036766929007,0.5098934076708754,1
ADAMTS6,4.657903051648654,0.6056372810407225,1.1451724983973641,0.5288611819514478,0.5969017518684578,1
ADAMTS7,1.7303166445420233,0.4728735341182305,2.069490792604896,0.22849752983100652,0.819259476244635,1
ADAMTS8,0.7161681637761119,3.4795659839698176,4.7800813873124,0.7279302802679272,0.46665626607810345,1
