File	TF	CellLine	Assay	Target	Lab	OutputType
ENCFF373UVF	TCF12	HepG2	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF374EFU	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF375ASM	POU5F1	K562	TF ChIP-seq	POU5F1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF375GQZ	CEBPB	A549	TF ChIP-seq	CEBPB-human	Tim Reddy, Duke	peaks
ENCFF377XCI	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF377ZPB	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF378FHV	TCF12	HepG2	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF378NYR	RXRB	HepG2	TF ChIP-seq	RXRB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF378QNO	TCF12	K562	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF378WXQ	TCF12	HepG2	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF380RBK	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF381CUX	SPI1	HL-60	TF ChIP-seq	SPI1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF381SOC	TP53	A549	TF ChIP-seq	TP53-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF382MHJ	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF382YJO	RXRA	HepG2	TF ChIP-seq	RXRA-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF384CFN	SREBF1	K562	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF385LDF	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF385TVX	SP1	A549	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF385XEA	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF385XQX	CREB1	MCF-7	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF386XKU	CEBPB	A549	TF ChIP-seq	CEBPB-human	Tim Reddy, Duke	peaks
ENCFF387CHT	RXRA	HepG2	TF ChIP-seq	RXRA-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF387FGQ	SPI1	K562	TF ChIP-seq	SPI1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF387LTN	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF387RCW	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF387VTI	ATF4	HepG2	TF ChIP-seq	ATF4-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF388FCL	CEBPA	HepG2	TF ChIP-seq	CEBPA-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF389AGF	CEBPB	A549	TF ChIP-seq	CEBPB-human	Tim Reddy, Duke	peaks
ENCFF390BVP	CREB1	A549	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF390IMT	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF393CCO	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF393INF	E2F1	MCF-7	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF394CSS	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF394SDE	CREB1	K562	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF395KVX	SP1	MCF-7	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF396KIR	SRF	HepG2	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF396UAX	TCF12	A549	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF397EQE	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF397VNT	SP1	K562	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF398GMI	TAL1	K562	TF ChIP-seq	TAL1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF398RUU	FOXO1	HepG2	TF ChIP-seq	FOXO1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF399JUZ	E2F1	HeLa-S3	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF400XTB	TCF3	HepG2	TF ChIP-seq	TCF3-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF400ZEZ	TCF12	HepG2	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF401MRM	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF401PPU	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF401UHX	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF402AXD	SP1	MCF-7	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF402ILG	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF402QOC	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF404CAA	E2F1	HeLa-S3	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF404OSB	SP1	A549	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF404YEK	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF405AOP	SREBF1	K562	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF405VCB	SREBF1	A549	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF406YVG	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF407DDI	MYC	NB4	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF407TJR	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF408ABZ	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF408BSH	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF408FLA	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF408SVY	CEBPB	A549	TF ChIP-seq	CEBPB-human	Tim Reddy, Duke	peaks
ENCFF409CPX	CREB1	A549	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF409GQR	MYC	A549	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF409VNY	CREB1	K562	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF410GAV	TP53	HepG2	TF ChIP-seq	TP53-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF410WZD	GATA4	HepG2	TF ChIP-seq	GATA4-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF410YVI	CREB1	HepG2	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF411BDO	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF412ERW	SP1	K562	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF412EVD	TAL1	K562	TF ChIP-seq	TAL1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF413XOJ	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF414DXJ	CREB1	HepG2	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF414ECK	SPI1	K562	TF ChIP-seq	SPI1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF414SQZ	CREB1	K562	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF414ZZX	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF415XFU	RXRA	HepG2	TF ChIP-seq	RXRA-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF416FNE	TCF12	HepG2	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF416GKN	E2F1	MCF-7	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF418DXC	CEBPB	HeLa-S3	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF419CGD	CEBPB	HepG2	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF419TZM	POU5F1	K562	TF ChIP-seq	POU5F1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF420CVJ	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF422AIU	CREB1	MCF-7	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF422BXE	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF422VXS	SP1	K562	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF422ZYU	RARA	HepG2	TF ChIP-seq	RARA-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF423OXH	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF423RWZ	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF427IZS	MYC	HepG2	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF427RJK	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF427ZYA	TCF4	SK-N-SH	TF ChIP-seq	TCF4-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF428GKF	SRF	HepG2	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF428HIR	TCF4	SK-N-SH	TF ChIP-seq	TCF4-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF429QTL	ATF4	K562	TF ChIP-seq	ATF4-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF429XKT	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF429ZSH	TCF12	HepG2	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF430JQO	CEBPB	HepG2	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF430MUA	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF433HFC	CEBPB	HepG2	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF434LJJ	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF435YKY	TAL1	K562	TF ChIP-seq	TAL1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF436EEZ	TCF12	K562	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF436JPO	CEBPB	A549	TF ChIP-seq	CEBPB-human	Tim Reddy, Duke	peaks
ENCFF436KQA	TCF12	A549	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF436PYK	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF436ZDL	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF437RDJ	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF438SLH	RXRA	HepG2	TF ChIP-seq	RXRA-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF438TZY	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF439QLD	CEBPB	HeLa-S3	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF440AAA	TAL1	K562	TF ChIP-seq	TAL1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF440ALE	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF440HZQ	SP1	K562	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF441YTV	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF442GMI	SP1	K562	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF442QPB	CREB1	Ishikawa	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF442REW	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF445KAK	SREBF1	MCF-7	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF445LDO	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF445LQN	CREB1	MCF-7	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF445VTT	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF446FKN	SPI1	HL-60	TF ChIP-seq	SPI1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF446TMO	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF448BLD	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF448LCM	SREBF1	A549	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF449ESA	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF449GDA	SREBF1	HepG2	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF450DFK	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF450EWT	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF450KIM	SREBF1	K562	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF452LDK	SP1	K562	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF453AYQ	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF453DTP	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF454FFN	CEBPB	MCF-7	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF456BUE	SPI1	K562	TF ChIP-seq	SPI1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF457YAK	TCF12	K562	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF458WPZ	RARA	HepG2	TF ChIP-seq	RARA-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF459EOD	CREB1	K562	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF459WKK	SP1	K562	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF460KGN	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF460MIK	E2F1	HeLa-S3	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF460WJX	RXRA	HepG2	TF ChIP-seq	RXRA-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF461PWF	SRF	Ishikawa	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF461RAS	STAT3	HeLa-S3	TF ChIP-seq	STAT3-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF461ZHK	CEBPB	HepG2	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF462AJX	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF462DNS	CREB1	MCF-7	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF462LGV	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF463VAP	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF464IZM	GATA4	HepG2	TF ChIP-seq	GATA4-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF464YZA	SPI1	K562	TF ChIP-seq	SPI1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF465JKF	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF465JPY	SREBF1	K562	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF466AJA	CREB1	MCF-7	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF466JMB	CEBPB	HCT116	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF467EGX	ATF4	K562	TF ChIP-seq	ATF4-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF467TLM	CEBPA	HepG2	TF ChIP-seq	CEBPA-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF469KYB	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF469PUX	RARA	HepG2	TF ChIP-seq	RARA-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF470CPW	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF471HCD	CEBPB	HepG2	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF471HJA	MYC	HeLa-S3	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF472DFB	CEBPB	A549	TF ChIP-seq	CEBPB-human	Tim Reddy, Duke	peaks
ENCFF472DXY	SPI1	K562	TF ChIP-seq	SPI1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF472QWQ	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF474CNW	TCF12	Ishikawa	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF475LFH	TAL1	K562	TF ChIP-seq	TAL1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF479CNG	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF480FCD	SREBF1	K562	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF481OXO	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF482CEV	TAL1	K562	TF ChIP-seq	TAL1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF482RLB	SP1	K562	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF482ZCN	MYC	HeLa-S3	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF483XFR	ATF4	K562	TF ChIP-seq	ATF4-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF483ZNL	CREB1	A549	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF484BKL	TCF12	A549	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF484YOP	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF484YUD	TCF12	Ishikawa	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF485GJV	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF486BXB	SREBF1	A549	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF486ZBQ	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF487CRR	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF487YWY	CEBPB	HepG2	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF488CCC	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF488WQN	TP53	A549	TF ChIP-seq	TP53-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF488XZE	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF489JJP	SRF	K562	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF489SNI	RARA	HepG2	TF ChIP-seq	RARA-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF489WGL	RXRA	HepG2	TF ChIP-seq	RXRA-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF490QYR	SPI1	HL-60	TF ChIP-seq	SPI1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF491DNM	ATF4	K562	TF ChIP-seq	ATF4-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF491WEZ	SREBF1	A549	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF492XUU	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF493NNX	SRF	HepG2	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF493SBE	CREB1	K562	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF493TZM	TCF12	K562	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF495IFK	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF495PCJ	CREB1	MCF-7	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF495PCQ	TCF12	A549	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF497INX	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF497JXY	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF498VXG	CEBPB	Ishikawa	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF499COS	RXRB	HepG2	TF ChIP-seq	RXRB-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF500KOD	MYC	HeLa-S3	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF500XTF	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF501DFJ	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF501JAX	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF501VID	CREB1	HepG2	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF501ZDC	SREBF1	MCF-7	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF502JKO	MYC	A549	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF502RNC	SRF	HCT116	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF504HNE	TCF3	HepG2	TF ChIP-seq	TCF3-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF504PFQ	TCF12	K562	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF506PIV	SPI1	HL-60	TF ChIP-seq	SPI1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF507BTQ	TP53	A549	TF ChIP-seq	TP53-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF507KCU	CEBPB	A549	TF ChIP-seq	CEBPB-human	Tim Reddy, Duke	peaks
ENCFF507MNQ	SPI1	K562	TF ChIP-seq	SPI1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF509VPA	E2F1	HepG2	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF510BCH	ATF4	HepG2	TF ChIP-seq	ATF4-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF511DMI	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF511NBR	MYC	A549	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF515BTV	MYC	HeLa-S3	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF517EXU	TCF12	HepG2	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF517GFP	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF517UED	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF518ECW	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
