ModelID	MICA	MICB	ULBP1	ULBP2	ULBP3	RAET1E	RAET1G	RAET1L	CellLineName	StrippedCellLineName	CCLEName	OncotreeLineage	OncotreePrimaryDisease	OncotreeSubtype
ACH-000661	-0.0174738547268309	-0.129840790371811	-0.0585992870353935	-0.195800534284906	-0.09963010727886	0.0193834189865962	0.122898882901513	-0.261136012746472	WM1799	WM1799	WM1799_SKIN	Skin	Melanoma	Melanoma
ACH-000664	-0.0665285945795047	-0.412456723954231	0.0769088427631767	-0.13695546040078	0.00181342965722674	0.0322591271474541	-0.0182455804228979	-0.0670028778226402	SU-DHL-1	SUDHL1	SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature T and NK Neoplasms	Anaplastic Large-Cell Lymphoma ALK Positive
ACH-000685	0.00286281045182417	-0.237147996551491	-0.054954817397163	-0.142679905544771	-0.0036799287606189	0.225402189354884	-0.108137991909093	-0.0580302120898424	L3.3	L33	L33_PANCREAS	Pancreas	Adenosquamous Carcinoma of the Pancreas	Adenosquamous Carcinoma of the Pancreas
ACH-000736	-0.172345856220921	-0.349713357213982	-0.0413740641185535	-0.0611898498150518	0.0427385844454154	0.204149007274742	0.22357313980886	-0.154921227319858	SNU-601	SNU601	SNU601_STOMACH	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Signet Ring Cell Carcinoma of the Stomach
ACH-000748	0.0496086007324998	-0.200066257649086	0.104796239914436	-0.13646972861783	0.165668540287785	0.0757986667286517	-0.0642738964873688	-0.00785693504437042	SJSA-1	SJSA1	SJSA1_BONE	Bone	Osteosarcoma	Osteosarcoma
ACH-000754	-0.299995612246512	-0.206140210989219	-0.0801937258939073	-0.238294652277924	-0.101161022480571	0.159436880337513	-0.141465572545139	0.164603889870614	L-428	L428	L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Hodgkin Lymphoma	Hodgkin Lymphoma
ACH-000758	-0.0062965243130174	-0.0265550972260399	0.207417065409081	-0.0697621130034006	0.109340183933681	0.0829723225630093	-0.0263002116516249	-0.0461768316625825	MKN74	MKN74	MKN74_STOMACH	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Tubular Stomach Adenocarcinoma
ACH-000787	-0.0189999450022984	-0.18586309840093	0.122086052343932	0.0766387660378583	0.0910143383934434	0.237778407796205	0.0460260033540652	-0.0862658827812574	LXF-289	LXF289	LXF289_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma
ACH-000821	-0.235071393697974	0.023710597493011	0.357552807498373	-0.308571294223744	0.152764518267497	-0.0386501108924728	-0.0650616251907232	-0.142628459518116	EJM	EJM	EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma
ACH-000856	0.0427047582508875	-0.238794397366953	0.0939581006075308	-0.294081695369083	0.1471190028112	0.123634239038526	-0.206395853265707	-0.00180978475607449	CAL-51	CAL51	CAL51_BREAST	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma
ACH-000860	0.105914588022862	-0.281453098746566	0.0443587495659684	-0.141631662976056	-0.105723898747612	0.0650342702284765	-0.0783258027907889	-0.231061194329155	NCI-H358	NCIH358	NCIH358_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma
ACH-000869	0.0232561703116946	-0.0800159215585258	0.212402510602653	-0.306318632939118	-0.0112463437522116	0.119762394503876	-0.173504013198006	-0.0040547592289896	NCI-H1568	NCIH1568	NCIH1568_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma
ACH-000899	0.198973674016096	-0.384855529326196	0.112601026820806	-0.393423500520209	0.0877406683242735	0.357339675046762	-0.335921055658153	-0.196917557558199	WM88	WM88	WM88_SKIN	Skin	Melanoma	Melanoma
ACH-000901	-0.0168901256766715	-0.130064710301512	0.249853941404431	-0.189608924905128	0.0296166694331213	0.210668612901893	-0.0245666485845714	-0.145716690733229	HCC-1359	HCC1359	HCC1359_LUNG	Lung	Non-Small Cell Lung Cancer	Giant Cell Carcinoma of the Lung
ACH-000906	0.0466871151714445	-0.0439732408985201	0.217476536179187	-0.136088473839913	0.0714787358640502	0.101922371993162	-0.0418090350463279	-0.0379753001874835	ES-2	ES2	ES2_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Clear Cell Ovarian Cancer
ACH-000912	0.0309280339110801	-0.202558775521292	0.0985293219512465	-0.0990474094168127	0.0243111541146458	0.176716424022149	0.0351788851767088	-0.0878005266721273	NCI-H2286	NCIH2286	NCIH2286_LUNG	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer
ACH-000914	-0.00182622288124597	-0.0662090381046619	0.148899211014556	-0.248031568196982	0.234225454292061	0.147707109934437	-0.112641991579267	-0.309099463887337	HT	HT	HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS
ACH-000919	0.150568368806953	-0.155807523871543	0.142372175403049	-0.299558951866604	-0.0976586767755083	0.374225115741237	-0.271495533766153	-0.0848157271635208	IM95	IM95	IM95_STOMACH	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma
ACH-000970	-0.0524765783220929	-0.255620808707514	0.0458221484032961		-0.0834287653665482	0.0229057246326391			SNU-C5	SNUC5	SNUC5_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma
ACH-000971	0.0106996483549913	-0.134000500582826	0.036083021309272	-0.697105206489827	-0.0141124154987389	0.198992303508515	0.135219211168343	-0.496415129203023	HCT 116	HCT116	HCT116_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma
ACH-000991	-0.191478792718004	-0.1031810339608	0.101173197449492		0.0565665586524494	0.226610612729984			SNU-81	SNU81	SNU81_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma
ACH-000995	0.295045269667024	-0.0369481258455318	-0.136425741717004	-0.10220836135604	0.0716589002175298	0.102171106640481	-0.0903268609685338	-0.0718799425938906	JURKAT	JURKAT	JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia
ACH-001016	0.276384193816895	-0.129780496824422	-0.178693134935794		0.371213625427217	0.193891546299641			Becker	BECKER	BECKER_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma
ACH-001029	0.0212034524814127	-0.1108095104201	0.126726796868315	-0.0333224783111785	0.248094354702341	0.123157205423439	-0.00842532534450864	0.0297641749934561	CHLA-10	CHLA10	CHLA10_BONE	Bone	Ewing Sarcoma	Ewing Sarcoma
ACH-001137	-0.0129034582425161	-0.251713960740446	0.160071083931956		0.0380198247997263	0.18302117814817			NCI-H1993	NCIH1993	NCIH1993_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma
ACH-001188	0.202105142150351	-0.405729302208175	0.0594540095308366	0.0785169590000113	0.0803175254336905	0.22097633699379	0.0429297118875734	-0.137992984433538	SH-SY5Y	SHSY5Y	SHSY5Y_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma
ACH-001197	0.00830512617690821	-0.277070211334859	0.119244307311374	-0.125983619764853	-0.239009414239338	0.144389135855777	0.0876463846110007	-0.365893426026784	SMZ-1	SMZ1	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Non-Hodgkin Lymphoma	Mature T and NK Neoplasms
ACH-001280	-0.0269338452450614	-0.220000516825538	0.212397913671688	0.0376806223871	0.0123941366199105	0.250489572744777	-0.0426308022520205	0.050212006137209	SCS-214	SCS214	SCS214_SOFT_TISSUE	Soft Tissue	Synovial Sarcoma	Synovial Sarcoma
ACH-001295	0.109264915637369	-0.262571025840593	0.152921925052891	-0.220752962082756	0.0475535235934042	0.267758556613414	-0.041701547398696	0.0234872819832746	Y-79	Y79	Y79_AUTONOMIC_GANGLIA	Eye	Retinoblastoma	Retinoblastoma
ACH-001302	-0.208394848616155	0.313808835017202	0.0667742818176504	0.0292758657558875	0.054068406295264	0.316753466529514	-0.184333643384901	0.0319913607410033	COG-N-305	COGN305	COGN305_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma
ACH-001388	0.0860862893658123	-0.32998928818683	0.0451613943021199	-0.264767478352912	0.0112674349041109	0.150628544488463	-0.0904865382974571	-0.00638162529405295	SUM-102PT	SUM102PT	SUM102PT_BREAST	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma
ACH-001389	0.00916792076128405	-0.173070512911363	0.129049395095634	-0.0454592830409171	-0.314648986552419	0.125189796362465	-0.116021621919715	-0.0569790026824692	SUM-1315MO2	SUM1315MO2	SUM1315MO2_BREAST	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma
ACH-001416	-0.0400717178792863	-0.264358750370047	0.00114930825398091	-0.226806276435695	-0.167214228245058	0.292407345913679	0.101365986658307	0.0576368377600326	UM-UC9	UMUC9	UMUC9_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma
ACH-001430	-0.290760464099005	0.017708473634921	-0.133717085998746	-0.10007179446189	-0.119798708392309	0.221642411317433	-0.164223395577171	-0.314788461890903	TC-138	TC138	TC138_BONE	Bone	Ewing Sarcoma	Ewing Sarcoma
ACH-001465	0.0781403991530377	-0.367012015613562	0.298987003414525	0.147509615672072	-0.0510289742941092	-0.104417288570264			CHLA-136	CHLA136	CHLA136_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma
ACH-001509	-0.228076219764277	-0.400987634003131	0.328719238498705	-0.224209790092878	0.349292509869978	-0.0744114361292478	0.362053780487495	-0.00709445659521911	H357	H357	H357_UPPER_AERODIGESTIVE_TRACT	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma
ACH-001523	0.00816420551150419	-0.251515016300724	0.0816060200583032	0.104539904851104	0.0790668264775609	0.0409518031660532	0.0417219504858786	-0.132297440454412	HSC-1	HSC1	HSC1_SKIN	Skin	Cutaneous Squamous Cell Carcinoma	Cutaneous Squamous Cell Carcinoma
