ModelID	MICA	MICB	ULBP1	ULBP2	ULBP3	RAET1E	RAET1G	RAET1L	CellLineName	StrippedCellLineName	CCLEName	OncotreeLineage	OncotreePrimaryDisease	OncotreeSubtype
ACH-000484	0.167885903819259	-0.259794963084795	0.173506577079	-0.127235223279403	-0.535531861735579	0.256536081474883	0.0206211158745936	-0.0546622552261219	VMRC-RCW	VMRCRCW	VMRCRCW_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma
ACH-000495	0.0377533604543929	-0.11914036623151	0.401745344973426	0.0508135158054319	0.0261496631402823	0.0592693723487798	-0.264698824259998	-0.0729037597715977	TUHR4TKB	TUHR4TKB	TUHR4TKB_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma
ACH-000499	0.0171942761258927	-0.0443368117432485	0.243525717662369	0.106413014302769	-0.0810818394426659	0.440272879378546	0.0754552998475116	-0.140471194722422	EW8	EW8	EW8_BONE	Bone	Ewing Sarcoma	Ewing Sarcoma
ACH-000514	-0.0485975279837603	-0.115801541423479	0.0358053040871992	0.0198128143860308	-0.0333149973210408	0.337271220077131	-0.0616278534669619	-0.0209321476362526	NCI-H1092	NCIH1092	NCIH1092_LUNG	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer
ACH-000515	-0.192313043636776	-0.42126218421632	-0.0506232724076037	0.215100241041486	0.198488209751456	0.0847159382001357	0.00804979197149861	-0.0445635913380629	HCC-33	HCC33	HCC33_LUNG	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer
ACH-000537	0.0292992359349501	-0.112197901691794	0.130722305283168	-0.134592048603064	-0.0432592961106686	0.126593873469357	-0.259786975724699	-0.173788943695532	SNU-761	SNU761	SNU761_LIVER	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma
ACH-000562	0.223850401045873	-0.299638667382796	0.058410427908144		-0.0790339245425549	-0.0412810066913397			HCC-78	HCC78	HCC78_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma
ACH-000567	0.04057450560158	-0.145625435931536	0.067325423579006	0.00981053911619331	-0.115656356265512	0.220266335005324	0.0852322051853818	-0.00157147395706068	ST486	ST486	ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma
ACH-000570	0.221445881428971	-0.0386800317069175	-0.153054160329264	-0.072755840867696	-0.0480785299931922	0.00950641898176841	-0.00879988281353371	0.00322440833417212	YKG1	YKG1	YKG1_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma
ACH-000573	0.17168787716378	-0.11357708064773	0.141008249714256	-0.584753078607557	-0.0936045416747599	0.134629893271623	-0.0335709546538067	0.00844902582538029	MDA-MB-436	MDAMB436	MDAMB436_BREAST	Breast	Invasive Breast Carcinoma	Breast Invasive Carcinoma, NOS
ACH-000638	0.0772730899803268	-0.298578992401174	0.26443312013353	-0.107934861229956	0.0744958163794067	0.297740119902254	-0.0108018343244619	-0.0881652495429954	NCI-H441	NCIH441	NCIH441_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma
ACH-000673	0.0320373465024279	-0.232863208786867	0.12902218734938	-0.0907549701471008	-0.0790320729165998	0.187292493620742	-0.000250042864298278	-0.0370965229148966	LN-443	LN443	LN443_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma
ACH-000738	0.0188796480028166	-0.256360649317912	0.166562090762053	-0.243117138782782	-0.0639430893220096	0.16758682572238	0.0280732846988799	-0.114392174590424	GB-1	GB1	GB1_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma
ACH-000747	0.063335221464277	-0.322791502335629	0.198559178500028	-0.102410687443731	-0.117043758094528	0.249270734034421	-0.015260915475442	-0.0639386852579361	NCI-H1703	NCIH1703	NCIH1703_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma
ACH-000766	-0.026807652762218	-0.193629093917444	0.121683006649256	-0.183457005016198	-0.402088134723529	0.18292758840153	-0.0464836016433849	-0.376342072837155	NCI-H1648	NCIH1648	NCIH1648_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma
ACH-000802	0.00679271283992441	-0.10559559958283	0.209033333284066	-0.0493839099724505	-0.28427430468862	0.142308609951102	0.0565223971206642	-0.0563330787857403	BFTC-905	BFTC905	BFTC905_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma
ACH-000809	0.0510811555978079	-0.145903356091909	0.0544758291726604	-0.0948952274635096	0.00258933043100831	0.227111180900985	-0.0289514740811654	-0.15651514009053	KYSE-410	KYSE410	KYSE410_OESOPHAGUS	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma
ACH-000811	0.0255311622153439	-0.257792794407767	-0.0391623380792564	-0.0743362323529395	-0.0329773717149389	0.0243838896482165	-0.0805613654901745	-0.081435593079992	SK-OV-3	SKOV3	SKOV3_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Serous Ovarian Cancer
ACH-000849	0.0792806835901317	-0.394455761445106	0.158522516064032	-0.0479025368280775	0.0659116687911842	0.12950525885222	-0.0384814129986059	0.0430908413667232	MDA-MB-468	MDAMB468	MDAMB468_BREAST	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma
ACH-000911	0.00357931492888747	-0.241758235349987	0.0380903742392233	-0.113261228021594	-0.104172484042988	0.213956898563307	-0.0433797397436342	-0.169610478969166	NUGC-3	NUGC3	NUGC3_STOMACH	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma
ACH-000915	-0.0761872760191517	0.0429828137423492	0.245614006403501	-0.334031907724582	-0.14778723713979	0.132334838256914	-0.080931929073019	-0.112297599372867	IPC-298	IPC298	IPC298_SKIN	Skin	Melanoma	Cutaneous Melanoma
ACH-000932	0.185262821530463	-0.181483578800711	-0.0481995841376281	-0.365756442607833	0.0250712660233827	0.232113941665906	0.0170510164795503	-0.299832569951881	SNU-1	SNU1	SNU1_STOMACH	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma
ACH-000934	-0.166376518606313	-0.100346953227034	0.156832824461648		0.097865136115322	0.118526432686028			MDA-MB-361	MDAMB361	MDAMB361_BREAST	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma
ACH-000939	0.0310538154628986	-0.389509419326308	0.111082940600414	0.0157972048438651	0.147765227847993	0.0254941729735513	0.126412443265026	0.0229587220527419	SK-UT-1	SKUT1	SKUT1_SOFT_TISSUE	Uterus	Uterine Sarcoma/Mesenchymal	Uterine Leiomyosarcoma
ACH-000943	0.116836783664923	-0.304453626673732	0.113245367567838	-0.186130973584355	-0.067724640485603	0.0815168319603246	-0.0614910508027488	-0.193978955457874	RKO	RKO	RKO_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma
ACH-000963	0.0698714003628537	-0.529859148197855	-0.441822788375766	-0.129497136909364	-0.355135558511779	0.162618583342139	-0.00216951607694562	-0.259257357533019	CCK-81	CCK81	CCK81_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma
ACH-000973	0.0500886363192423	-0.212157455644245	0.149399877548599	-0.221252809198593	-0.0595899513618832	0.194841416881149	-0.0258009906215507	-0.0853707056460905	639-V	639V	639V_URINARY_TRACT	Bladder/Urinary Tract	Urethral Cancer	Urethral Urothelial Carcinoma
ACH-000980	0.00793424794804835	-0.290724898260002	0.0703878340920598	-0.0239742832770237	-0.059512230311977	0.157773157719732	-0.0203862047643993	-0.0578197204836429	NCI-H1155	NCIH1155	NCIH1155_LUNG	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma
ACH-000988	-0.0120436222449261	-0.0866297118368875	0.0866447435112806	-0.321627847282166	0.0848995568488663	0.00531530442751668	0.0567667803048643	0.00605309294395562	MFE-319	MFE319	MFE319_ENDOMETRIUM	Uterus	Endometrial Carcinoma	Uterine Adenosquamous Carcinoma
ACH-001001	0.134337502548777	-0.110300231758232	-0.019875292905565	-0.0675745677638363	-0.0117991043281927	0.178832473619112	-0.0598863956736834	-0.0104114073579559	143B	143B	143B_BONE	Bone	Osteosarcoma	Osteosarcoma
ACH-001111	0.24703768886327	-0.298392872460008	0.187020339824879	0.248418643935104	0.495944829557681	0.0872705580941328	-0.127997761415076	0.0125713324193052	L82	L82	L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature T and NK Neoplasms	Anaplastic Large-Cell Lymphoma ALK Positive
ACH-001183	0.139608393191528	-0.164146301024634	0.101035255981728	-0.139311250578186	-0.116439198148589	0.28317163919703	0.0035617359705157	-0.0916444124281632	RT112/84	RT11284	RT11284_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma
ACH-001239	0.0443962108012928	-0.233112283508734	0.0581235764981899	-0.161847470450434	0.034992773731656	0.211002198282083	-0.0665415487157623	-0.160671604305363	WM-266-4	WM2664	WM2664_SKIN	Skin	Melanoma	Melanoma
ACH-001385	0.0315729784536046	-0.174038157670246	0.144328864981904	-0.0474340656140737	0.0552353294269146	0.211358127443191	-0.14869430540086	-0.0991582688449716	RPMI 2650	RPMI2650	RPMI2650_UPPER_AERODIGESTIVE_TRACT	Head and Neck	Head and Neck Carcinoma, Other	NUT Midline Carcinoma of the Head and Neck
ACH-001398	0.237543836404909	-0.0888047215455157	0.437484004300867	0.23320101526429	-0.0983177678931412	0.162044096846814	-0.00083102788990868	-0.0649701768726751	SW 156	SW156	SW156_KIDNEY	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma
ACH-001399	0.20672640774591	-0.193154146743373	0.141501581626089		0.0159148141607381	0.0343787615839705			SW 626	SW626	SW626_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma
ACH-001403	-0.0707521309586554	-0.0795141602877619	0.0890623255561907	-0.0437311834042534	-0.177818989129285	0.13678824197831	0.0809760110491661	-0.133552273266279	TO14	TO14	TO14_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Serous Ovarian Cancer
ACH-001413	0.0687969975657146	-0.229129197106266	0.193442734825056	-0.143128291346753	-0.276847894062699	0.0765903297732562	-0.0445614474800848	-0.272215603049676	UM-UC-11	UMUC11	UMUC11_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma
ACH-001433	0.107178693137925	-0.260488078561184	0.173473208995581	-0.185584416739899	0.0348410993514463	0.205978041804837	-0.0954339391040788	-0.113958160249308	CCLF_PEDS_0008_T	CCLFPEDS0008T	CCLFPEDS0008T_SOFT_TISSUE	Soft Tissue	Epithelioid Sarcoma	Epithelioid Sarcoma
ACH-001443	0.138579031679032	-0.353320542159206	0.25988453635025	0.0567390169842657	-0.000106219444697186	0.219447431960605	-0.101419613552912	0.0522720942932472	ASH-3	ASH3	ASH3_THYROID	Thyroid	Anaplastic Thyroid Cancer	Anaplastic Thyroid Cancer
ACH-001460	-0.0162875911683687	-0.0760015772392994	0.162644915321231	-0.334195290323058	-0.450496859919124	0.289490308026787	0.128779266924923	-0.046501322377993	C84	C84	C84_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma
ACH-001496	0.131536653884772	-0.271629410704005	0.197185091697275	-0.176282529555072	-0.00372032560611054	0.100758385871073	-0.100151301626149	0.0631678673896163	ESO26	ESO26	ESO26_OESOPHAGUS	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Adenocarcinoma of the Gastroesophageal Junction
ACH-001498	0.0756400551092524	-0.452561243194685	0.30854408813433	-0.951399243585622	0.166816111827566	0.0796595224712199	-0.0570661561416672	-0.219872816039202	Farage	FARAGE	FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Germinal Center B-Cell Type
ACH-001515	0.117407748625474	-0.0752313447850735	0.150032663523205	0.024221012493994	-0.068246282530269	0.15207182735177	-0.129898525704067	-0.00701304540533719	HCS-2	HCS2	HCS2_CERVIX	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma
ACH-001522	0.0227696155557093	-0.3422946772598	0.0887308725617237	0.013170935509082	-0.0221863136673684	0.150495622409794	0.0802642816523293	-0.0880674795752536	HMY-1	HMY1	HMY1_SKIN	Skin	Melanoma	Melanoma
ACH-001547	0.187509962005052	-0.335193712531132	0.160000112221032	-0.0161057566834296	-0.0681458357592144	0.213272639539352	0.0504685942565571	0.185357471484522	LO68	LO68	LO68_LUNG	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Epithelioid Type
ACH-001556	0.163657054976701	-0.203894657145889	0.0328951960231107	-0.421956848329507	-0.0809622820232821	0.236973668619864	0.131476936360806	0.0320747556455395	Mero-25	MERO25	MERO25_PLEURA	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Biphasic Type
ACH-001613	0.0545687574475355	-0.313457206466607	0.271089033767468	0.127268167038877	-0.23700733581234	0.21900282074059	0.0968420309823079	-0.126979357880338	OCI-AML4	OCIAML4	OCIAML4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia
ACH-001616	0.141285774817315	-0.164346611857637	0.0264487777347011	-0.19869641944846	0.0297646793589723	0.296132114933533	-0.028827697178334	-0.0563371884206101	OCI-LY18	OCILY18	OCILY18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS
ACH-001641	0.239987444427004	-0.341987836837664	0.117290012428375	-0.00923928236200412	0.105199178749822	0.289968025929215	-0.00254499432568865	0.000954048708312671	SAT	SAT	SAT_UPPER_AERODIGESTIVE_TRACT	Head and Neck	Head and Neck Squamous Cell Carcinoma	Head and Neck Squamous Cell Carcinoma
ACH-001643	0.227417148717598	-0.209270901201694	0.0407344728187252	-0.121595273464229	-0.122768712154167	0.336554628549346	-0.00571364631579269	-0.115448704442568	SCCH-196	SCCH196	SCCH196_SOFT_TISSUE	Bone	Ewing Sarcoma	Ewing Sarcoma
ACH-001711	0.143106699622521	-0.190564171880492	0.123524484355302	-0.500826171082508	-0.0384809404640383	0.333774842805201	-0.0952856439511354	-0.157071345817928	PFSK-1	PFSK1	PFSK1_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Embryonal Tumor	Primitive Neuroectodermal Tumor
ACH-001786	0.0249704079657321	-0.261669826773986	0.18221750390039	-0.201936220813892	-0.220300255290702	0.104283319699288	-0.212716178259365	-0.248566212990723	SNU-1544	SNU1544	SNU1544_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma
ACH-001836	0.0478411011235111	-0.167608449135762	0.232204205896319	-0.103045132576997	-0.0408822964768648	0.237851972723129	-0.0836209593674685	-0.152677658039353	MGH-ICC10-8	MGHICC108	ICC108_BILIARY_TRACT	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma
ACH-002001	0.235455737787468	-0.115610385193501	0.157892032346325	-0.339281394730197	-0.065138427534911	0.198074517248388	0.00755579365647133	-0.140700411625178	A375 SKIN CJ1	A375SKINCJ1	A375_SKIN_CJ1_RESISTANT	Skin	Melanoma	Melanoma
ACH-002019	0.0627545320193175	-0.182522700363166	0.0807434707640291	0.0370667167377676	-0.0523969767289678	0.195897303192138	0.0152238590947397	0.0452924350024486	HOKUG	HOKUG	HOKUG_CERVIX	Cervix	Glassy Cell Carcinoma of the Cervix	Glassy Cell Carcinoma of the Cervix
ACH-002186	-0.155586063334965	-0.206423480025119	-0.229003154729802		0.0794401992517221	0.0191854939029597			PL4	PL4	PL4_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma
ACH-002269	0.195933202851957	-0.208373875376377	0.222247317099716		-0.0543847357840197	0.142540516407909			LNZTA3WT4	LNZTA3WT4	LNZTA3WT4_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Astrocytoma
ACH-002285	-0.00372491662374651	-0.159234726144095	-0.0675244732745107		0.0443131033942956	0.0479774639073824			NB7	NB7	NB7_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma
ACH-002294	0.0421101323900473	-0.151534969873216	0.111381841237176		-0.341265301604443	0.0935905991296578			PCI-15A	PCI15A	PCI15A_UPPER_AERODIGESTIVE_TRACT	Head and Neck	Head and Neck Squamous Cell Carcinoma	Hypopharynx Squamous Cell Carcinoma
ACH-002458	0.00714115046900502	-0.355906156531411	0.167823682370501	-0.491928478203586	-0.171051412659582	0.190356281414256	-0.253792495881719	-0.221629975352756	HT144 SKIN FV1	HT144SKINFV1	HT144_SKIN_FV1_RESISTANT	Skin	Melanoma	Melanoma
ACH-002478	0.0751481310413985	-0.320262360464842	-0.0140819279305235	-0.131600662306433	0.0515886479659927	0.0834766471127752	-0.111843747659218	-0.0541365621194735	BC-2	BC2	BC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Primary Effusion Lymphoma
ACH-002485	-0.0263695846663313	-0.442546847082432	0.369730795495777	-0.0327062689710181	-0.0105172263411284	0.232724718226433	-0.110677880833384	0.0168477656408806	MAVER-1	MAVER1	MAVER1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Mantle Cell Lymphoma
ACH-002510	-0.189641072585984	-0.114431782337483	0.278702202322859	-0.136759659878641	0.000903954947316543	0.239036062582884	0.0357868097089636	-0.0146569959467196	M040416	M040416	M040416_SKIN	Skin	Melanoma	Acral Melanoma
ACH-002544	0.195177977451184	-0.244094227149776	0.21641298777205	-0.259943922305042	-0.0939382731765597	0.0695668502105055	-0.206929481538513	-0.0131636568470863	SNU-1750	SNU1750	SNU1750_STOMACH	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Tubular Stomach Adenocarcinoma
ACH-002680	-0.101915044856533	-0.413552885308507	0.121702604475343	-0.0166561391600778	-0.0554528037562552	0.240516749974347	-0.0135782605804762	-0.112738013740351	170-MG-BA	170MGBA	170MGBA_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma
ACH-002801	0.158091937639098	-0.233079470768702	0.143594393699803	-0.0237010993708439	0.00172452665703744	0.250850176980905	-0.13779216937834	-0.133417547001535	NCC-MPNST3-C1	NCCMPNST3C1	NCCMPNST3C1_MPNST	Peripheral Nervous System	Nerve Sheath Tumor	Malignant Peripheral Nerve Sheath Tumor
ACH-002834	0.30756940999392	-0.267256573981179	0.0502620500493603	0.150664281858515	-0.0964600857405592	0.201190560452836	-0.126828441184565	-0.0488929825702364	OS384	OS384	PSS131R_Osteosarcoma	Bone	Osteosarcoma	Osteosarcoma
ACH-003185	0.254936109186624	-0.0616606108904091	0.504936305601709	-0.0209245222185577	0.104294238735695	0.198890894524962								
ACH-000024	0.0257814790365799	-0.175055401059516	0.0286162577250333	-0.208736342554891	-0.0518141285333964	0.0817386019396398	-0.0622691458259407	0.0158753955720238	OPM-2	OPM2	OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma
ACH-000025	0.106806260743057	-0.22752790710222	0.11375410593561	-0.202005484047637	-0.152262931822913	0.284541920708012	0.0794383895476993	-0.0325518725494985	CH-157MN	CH157MN	CH157MN_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Meningothelial Tumor	Meningioma
ACH-000026	0.7011900919759	-0.294482110410053	0.0122895708716098	-0.194346560994443	-0.235765564720473	0.139438558614536	0.204853018783442	-0.0200088170411204	253J-BV	253JBV	253JBV_URINARY_TRACT	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma
ACH-000048	-0.13129074048902	-0.109628812398076	0.227336806197436	0.0333762503447358	-0.115103641795689	0.0289152024830633	-0.217520065309396	-0.054073889020846	TOV-112D	TOV112D	TOV112D_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Endometrioid Ovarian Cancer
ACH-000053	0.0101358056149429	-0.209274513860156	0.168372780571274	-0.111134165442788	0.0786888745978317	0.127144298525982	-0.0722298028945436	-0.0747694906560747	KARPAS-299	KARPAS299	KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature T and NK Neoplasms	Anaplastic Large-Cell Lymphoma ALK Positive
ACH-000054	0.0325180613083565	-0.331293748776847	-0.0466185837440197	-0.0930751891169154	-0.136717752012858	0.0722748807295738	-0.27160901039255	-0.153009705824275	HT-1080	HT1080	HT1080_SOFT_TISSUE	Soft Tissue	Fibrosarcoma	Fibrosarcoma
ACH-000092	0.040775560495392	-0.250550554914815	0.171791899663719	-0.194611073666924	-0.0342882073691244	0.0989965881986233	-0.0529300405115433	-0.130390412194361	NCI-H2452	NCIH2452	NCIH2452_PLEURA	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Biphasic Type
ACH-000141	-0.0218244047008963	-0.212237444103322	0.107995782751403	-0.0199376969135758	-0.283236702285029	0.173585371258332	0.0394184850203543	0.00909634998798885	SNU-308	SNU308	SNU308_BILIARY_TRACT	Biliary Tract	Intracholecystic Papillary Neoplasm	Gallbladder Adenocarcinoma, NOS
ACH-000144	0.192064059744244	0.00954468824905463	0.383863593994328		0.145167400863017	0.2513925194983			RERF-GC-1B	RERFGC1B	RERFGC1B_STOMACH	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma
ACH-000163	-0.175864911951992	0.0230578223558345	0.0570206173474582	-0.242719710583206	0.0705979238205463	0.139584387043253	0.351728085356135	0.0747066872564841	SW579	SW579	SW579_THYROID	Head and Neck	Head and Neck Squamous Cell Carcinoma	Head and Neck Squamous Cell Carcinoma
ACH-000188	-0.0622710643572984	-0.160969251162698	0.139854008274207	-0.191160020447154	-0.158102002814232	0.23352196836486	0.0200226344988431	-0.14980015705271	SCC-25	SCC25	SCC25_UPPER_AERODIGESTIVE_TRACT	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma
ACH-000203	-0.159355074422191	0.0907405526516487	0.367698479841811	0.0305366147424124	-0.298351334378868	0.20356895627627	0.0894719068620556	-0.116760785572685	NH-6	NH6	NH6_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma
ACH-000213	-0.103108890987708	-0.264632873180916	0.527125006729364		0.113437828579553	0.0658596539410735			HUP-T4	HUPT4	HUPT4_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma
ACH-000216	0.050138628877625	-0.319832104752216	0.143023763791763	-0.15444888056152	-0.137941235521655	0.156648511216511	-0.0809693369540851	-0.10206182264078	JH-EsoAd1	JHESOAD1	JHESOAD1_OESOPHAGUS	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Esophageal Adenocarcinoma
ACH-000231	0.0706245071403392	-0.153250088073466	0.152360950188237	0.0201466757503308	0.0181471407465355	0.205016127794279	0.0454676796912199	0.00444343650620045	KALS-1	KALS1	KALS1_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma
ACH-000251	0.474269215360181	-0.612894360117516	0.194502520864207	-0.371994179960859	-0.405801043099935	0.130081657971716	0.129759704947922	-0.147829772090443	NCI-H2887	NCIH2887	NCIH2887_LUNG	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer
ACH-000252	0.0511245909266128	0.0413574532280532	0.00279789406972546	-0.546758122408509	-0.257889261029215	0.119049960636383	-0.00467184044220366	-0.161798212810263	LS1034	LS1034	LS1034_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma
ACH-000256	0.44327950946924	-0.211181801953306	0.139649840153733	0.0435188864314695	0.0237924635703329	0.164352705826897	-0.172702034681386	-0.0317621320011377	COV318	COV318	COV318_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer
ACH-000259	0.0286349262164215	-0.131390001171933	0.228778849891949	-0.000719734358967092	-0.0434028883838662	0.143484791392606	-0.0298490750506852	-0.151456755237278	KELLY	KELLY	KELLY_AUTONOMIC_GANGLIA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma
ACH-000320	-0.218886550372163	-0.00620004925055731	-0.0313364698685284	-0.142578152554576	-0.0736198692062022	0.230406769259212	-0.108413912982017	-0.419153962745602	PSN1	PSN1	PSN1_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma
ACH-000334	0.204014837638714	-0.348900660782472	0.032367891478835	0.0737023444753752	0.0932177853136573	0.235337862813862	-0.175976482975866	0.101348192988175	DB	DB	DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS
ACH-000370	-0.17357836008823	-0.387619040740469	0.381040665638915	-0.199878940299112	0.275394325021056	0.485308662696822	-0.233578270849865	0.00487288085464743	SNU-626	SNU626	SNU626_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma
ACH-000391	0.0537990512951433	0.0023282613220128	0.0643602953025887	0.0306123644765699	-0.0297868693557604	0.1984796636396	0.0370837476254083	-0.0877862964424056	MHH-ES-1	MHHES1	MHHES1_BONE	Bone	Ewing Sarcoma	Ewing Sarcoma
ACH-000398	-0.000769660877883875	-0.387169305812302	0.118552462312501	-0.105796997500114	-0.130981304790946	0.211596753965703	0.0310205181730882	-0.177010729020694	RI-1	RI1	RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Activated B-cell Type
ACH-000416	-0.0232612822391141	-0.188448565013649	0.0314466603624624	-0.0971149747683404	-0.0517804561358574	0.177785103851714	-0.051288544556224	0.0498198350582634	NCI-H838	NCIH838	NCIH838_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma
ACH-000426	0.0502820409394709	-0.224678505100542	0.257498156713124	-0.114594395896239	0.0319829659137827	0.141840912182005	0.12286582937742	-0.181034002767321	KMS-20	KMS20	KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma
ACH-000441	0.124172658989381	-0.163709387553513	0.0380339917173005	-0.075622064283055	0.0950719775122244	0.208039961638291	-0.0401768785993453	-0.0666887409155342	SH-4	SH4	SH4_SKIN	Skin	Melanoma	Melanoma
ACH-000455	0.00840609990127454	-0.153214577968356	0.0877508391363253	-0.0883478358252491	-0.0538841359183904	0.210811019812439	-0.0543025905314603	-0.0663467567082859	LN-428	LN428	LN428_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Diffuse Glioma	Glioblastoma
ACH-000470	0.00783180345353353	-0.351865676011478	-0.170417779297546	-0.322881407912796	-0.192010908136447	0.157239963141746	-0.0380136006780736	-0.323028464420189	SW1463	SW1463	SW1463_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma
ACH-000472	0.0121151538455671	-0.249238807295733	0.164256769306758	-0.123272321470571	-0.0480016406577114	0.183563602661291	0.0556221802164854	-0.020472897596318	HSC-2	HSC2	HSC2_UPPER_AERODIGESTIVE_TRACT	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma
